Subject,Subject,CB,StandardProblem,StandardAcc,StandardResp,StandardAccLast,StandardRespLast,StandardStr,ControlAcc,ControlResp,ControlAccLast,ControlRespLast,ControlStr,StandardConfidence,StandardConfidenceStr,ControlConfidence,ControlConfidenceStr,StandardOpinion,StandardOpinionStr,ControlOpinion,ControlOpinionStr
232,,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,1,100%,1,100%,0.85,85%,0.75,75%
233,,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$0.90,1,100,1,100,0.6,60,0.7,70
234,,2b,PE,1,0.05,0,1.05,"$.05 for eraser, $1.05 for pencil",1,0.9,1,0.9,$0.90,0.9,90%,0.95,95%,0.4,40%,0.6,60%
235,,2b,PE,0,0.5,0,0.5,$.50 cents,1,0.9,1,0.9,$.90 cents,0.95,95%,1,100%,-0.9,Around 85-90%,0.7,I don't know - guessing around 70% or so
236,,2b,PE,0,0.1,0,0.1,.10 (Wrong),1,0.9,1,0.9,$.90 (Correct),0.5,50 (Note: This participant knew he did not know.),1,100,0.02,25 (Very good guess. See Note 2.),0.01,75 (Incorrect estimate since only 46% of the sample was correct; see Note 1.)
237,,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,1,100,0.95,95,0.65,65,0.6,60
238,,2b,PE,0,0.1,0,0.1,.10 cents,1,0.9,1,0.9,0.90,1,100,1,100,0.3,30,0.6,60
239,,2b,PE,0,0.5,0,0.6,Well now that was tricky. Eraser has got to cost less than half so I would say $.50 and the pencil at $.60 makes for the total amount.,1,0.9,1,0.9,$0.90,0.7,"Given that second part I can't claim full confidence, I guess I could say around 70%.",1,"I am very sure about my answer, I will go with 100%.",-0.6,"Hmm... considering how subtle the twist is in here, I still feel like 50-60% of the responders should get it right.",1,My estimation would be close to 100%
240,,1a,PE,1,0.05,0,1.05,"Eraser costs $.05, Pencil costs $1.05",1,0.9,1,0.9,Banana costs $.90,0.9,90%,1,100%,0.7,70%,0.8,80%
241,,1a,PE,1,0.05,0,1.05,"Eraser costs $.05, Pencil costs $1.05",1,0.9,1,0.9,Banana costs $.90,0.9,90%,1,100%,0.7,70%,0.8,80%
242,,1a,PE,1,0.05,0,1.05,"Eraser costs $.05, Pencil costs $1.05",1,0.9,1,0.9,Banana costs $.90,0.9,90%,1,100%,0.7,70%,0.8,80%
243,,1a,PE,1,0.05,0,1.05,Eraser costs $.05 and the pencil costs $1.05.,1,0.9,1,0.9,Banana costs $.90,0.9,90%,1,100%,0.7,70%,0.8,80%
244,,1a,PE,1,0.05,0,1.05,"Eraser costs $.05, Pencil costs $1.05",1,0.9,1,0.9,Banana costs $.90,0.9,90%,1,100%,0.75,75%,0.99,99%
245,,1a,PE,0,0.1,0,0.1,Eraser costs $.10 cents,1,0.9,1,0.9,Banana costs $.90 cents,1,I am %100 sure,1,I am %100 sure,0.95,I think %95 percent of people will solve it right,0.95,I think %95 percent of people will solve it right
246,,1a,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,0.9,90%,0.95,95%,0.7,70%,0.8,80%
247,,1a,PE,1,5,1,5,5 cents,1,90,1,90,90 cents,0.99,99%,0.95,95%,0.7,70%,0.5,50%
248,,1a,PE,0,0.1,0,1,"Eraser cost .10 cent, pencil cost 1 dollar",1,0.9,1,0.9,Banana cost .90 cents,0.95,95%,0.95,95%,0.5,50%,0.8,80%
249,,1a,PE,1,0.05,0,1.05,"Eraser costs $0.05, Pencil costs $1.05.",1,0.9,1,0.9,Banana costs $0.90.,0.0105,"100%. I figured out that if Pencil=1+Eraser, then 1+Eraser + Eraser = 1.10 => Eraser= 0.05$ and Pencil=1.05$.",1,100%,0.95,I would say around 95%. This was a pretty common trick question and most people have seen some form of it before.,-0.85,I’d guess at least 80-85% will be able to solve this one correctly. It is slightly less obvious than the last one but still very simple.
250,,1a,PE,0,10,0,10,Eraser cost 10 cents. (Answer verified),1,90,1,90,Banana cost 90 cents. (Answer verified),1,100%.,1,100%.,0.5,50%.,0.8,80%.
251,,1a,PE,1,0.05,1,0.05,"Eraser costs $.05, because if Pencil=Eraser +1, then let Eraser = X so Pencil = X+1 =>X+1=1, hence, X = $0.05",1,0.9,1,0.9,Banana costs $0.90...,0.95,I'm very certain; 95%,0.95,"Very certain, again; around 95%",0.6,About 60%...,0.5,Let me think... probably about 50%. This is easier than the previous one so more people get it correct
252,,1a,PE,1,0.05,1,0.05,$0.05,1,0.9,1,0.9,$0.90,0.9,90%,0.9,90%,0.6,60%,0.7,70%
253,,1a,PE,0,0.1,0,0.1,$.10,1,0.9,1,0.9,$.90,0.99,99,0.95,95,0.4,40,0.5,50
254,,1a,PE,0,0.1,0,1.1,"The eraser costs .10 cents and the pencil is one dollar.  One dollar plus .10 equals $1.10, the price of both.",1,0.9,0,0.45,"Okay. The difference between the two values is $0.90 ($2.90-$2).  It doesn't seem that hard. I just have to figure out how to divide that value by two... and now I see... That equals .45 cents, the correct value.  And the banana sells at full retail for fifty five cents more than the cover price!  Whoa... Did I get that right?",,"I'm totally sure, so that would be a hundred percent confidence on my answer.",,"You know, that question makes me feel somewhat less than confident. But then, when it comes to mathematics, my self esteem usually takes quite a beating, even on easy questions, so let's try again and put a little faith behind my abilities; maybe like ninety-five percent confidence would work here.",,"I'm going to say seventy-five percent because there are probably some individuals who think only about the total value or that might be under the misapprehension that they must consider sales tax.  This could be confusing, especially if those answering don't realize that this problem was asking for a fractional price.",,"Hmmm.. I suppose about one hundred percent if we consider myself to be human. Otherwise, if aliens answered, possibly thirty to sixty percent as they might approach problems in a different way and, as such, take longer or struggle with math, perhaps even considering that these sorts of math equations can vary across cultures or are specific to one area in which the mathematical concept is prevalent."
255,,1a,PE,1,0.05,0,1.05,"Eraser costs $.05, Pencil costs $1.05",1,0.9,1,0.9,Banana costs $.90,0.9,90%,1,100%,0.7,70%,0.8,80%
256,,1a,PE,1,0.05,0,1.05,"Eraser costs $.05, Pencil costs $1.05",1,0.9,1,0.9,Banana costs $.90,0.9,90%,1,100%,0.7,70%,0.8,80%
257,,1a,PE,1,0.05,0,1.05,"Eraser costs $.05, Pencil costs $1.05",1,0.9,1,0.9,Banana costs $.90,0.9,90%,1,100%,0.7,70%,0.85,85%
258,,1a,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,0.9,90%,0.95,95%,0.7,70%,0.8,80%
259,,1a,PE,0,0.1,0,0.1,Eraser cost .10 cents,1,0.9,1,0.9,Banana cost .90 cents,0.95,95%,0.95,95%,0.75,75%,0.8,80%
260,,1a,PE,0,0.1,0,10,Eraser costs .10 cents or 10 cents.,1,0.9,1,90,Banana costs .90 cents or 90 cents.,0.95,95%,0.95,95%,0.6,60%,0.75,75%
261,,1a,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,1,100,1,100,0.75,75,0.8,80
262,,1a,PE,1,0.05,0,1.05,"Eraser: $0.05, Pencil: $1.05",1,0.9,1,0.9,Banana: $0.90,1,100%,1,100%,0.9,I would estimate that about 90% or more of the people will solve it correctly.,0.9,"Again, I think around 90% or maybe even higher of the people answering this question will get it right."
263,,1a,PE,1,5,0,0.1,"5 cents (Because if the pencil costs a dollar more, it means that the pencil costs $1 and the eraser costs $.10)",1,90,1,0.9,"90 cents (Because if the magazine costs $2, then the banana must cost $.90).",0.9,90% (I'm pretty sure I answered correctly but there's always room for error.),0.95,95% (There is little chance that my answer could be incorrect because of the simplicity of the problem).,0.001,"60% (While some may have gotten it correct, many others would just assume that since the pencil costs $1.00 then the eraser must cost $.10).",0.009,80% (Most people should get this right but some might just assume that the banana costs $.90 without doing any calculations.)
264,,1a,PE,1,0.05,1,0.05,Eraser cost: $0.05,1,0.9,1,0.9,Banana cost: $0.90,0.9,90%,0.7,70%,0.4,40%,0.3,30%
265,,1a,PE,1,0.05,1,0.05,"$.05, I think you subtract from the total because they said that the pencil cost a dollar more not including the eraser so you just find the difference between the two costs",1,0.9,1,0.9,"$.90, since you take away the cost of the magazine from the total you get .90 cents left over for the banana",0.9,"90%, I'm pretty sure but still might have messed up somewhere",1,"100%, its basic subtraction, very simple math",0.5,"50% or less, many people forget about the fact that they say the pencil costs one more dollar than the eraser, not that its already a dollar",-0.9,"probably around 80-90% because it is just subtraction, doesn't require any thinking outside the box."
266,,1a,PE,1,0.05,1,0.05,"$.05, I figured that the pencil costs one dollar more than the eraser but still only $1.10 total, so if you take a dollar from the price of the pencil you get $.10 for the eraser, thus it must be $.05.",1,0.9,0,0.2,"The banana costs $.90 cents because you can just take away the $.20 the magazine costs from the total and then find out what the banana costs, or vice versa.",0.0006,I am 97.4% sure I am correct on this question. I would have given myself a higher number except there's always that .06% chance of human error.,0.98,I'm about 98% positive I got it right. There isn't any trick with subtraction so I believe my answer is accurate.,0.3,"About 30%, I think most people will solve the math part but may add the costs instead of subtracting them.",0.6,Probably around 60%. It should be slightly more than the first question because while some may still get it wrong there are more ways for one to get this problem correct.
267,,1a,PE,0,0.1,0,0.1,.10 cents,1,0.9,1,0.9,.90 cents.,0.9,"90%. I am not exactly certain about the price for an eraser, but my guess is close enough.",0.99,99% because the question includes easy arithmetic.,0.25,25%. Many would fail to properly separate variables or do computations that include subtracting one cent rather than adding one dollar.,0.75,"75%, due to simple math."
268,,1a,PE,0,0.1,0,0.1,.10 cents,1,0.9,1,0.9,I know they told us beforehand how much extra it costs for one over another but I honestly can’t remember exactly so I'll take my best shot at it again…the answer seems pretty simple just looking for a round number..maybe .90?,0.01,"I'm about 63% confident that this is the right answer, although if it had been described differently as $1 for both together instead of an initial total I might have seen things another way",0.84,"I think this answer is closer to correct than my first answer was...it feels more like a solid intuitive feeling behind this decision so maybe about 84%, just slightly less so because if you did give me those same instructions about costs as earlier it might change up what numbers come to mind...but that wouldn’t make this an incorrect thought process by any means",0.15,"Based on what I know about other people, my estimate would be somewhere around 15%. But given my answer I guess there will now be fewer :)",0.5,"Just based off how hard I found both of these problems even with all the information presented up front, I'd put it at around 50%."
269,,1a,PE,1,0.05,0,1,Eraser cost: $0.05 (this requires that one understands that the $1 difference between the two objects implies an additional cost for the eraser).,1,0.9,1,0.9,Banana costs $0.90.,0.76,Confidence score = 76%.,1,Confidence Score: 100%,0.26,26%,0.86,86%
270,,1b,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,1,100%,1,100%,0.8,80%,0.95,95%
271,,1b,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,1,100%,1,100%,0.85,85%,0.95,95%
272,,1b,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,0.75,75%,1,100%,0.6,60%,0.95,95%
273,,1b,BM,0,40,0,40,40 cents,1,10,1,10,10 cents,1,100%,1,100%,0.8,80%,0.95,95%
274,,1b,BM,1,45,1,45,45 cents,1,10,1,10,10 cents,0.75,75%,1,100%,0.8,80%,0.95,95%
275,,1b,BM,1,45,1,45,45 cents,1,10,1,10,10 cents,0.7,70%,1,100%,0.8,80%,0.95,95%
276,,1b,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,0.75,75%,1,100%,0.6,60%,0.95,95%
277,,1b,BM,1,45,1,45,"45 cents. To find out the cost of the banana, first, I calculated the difference between the price of the magazine and the combined price: $2.90 - $2 = $.90. Then I divided this number by two since the magazine is twice as expensive as the banana: $.90 / 2 = 45 cents.",1,10,1,10,10 cents. I subtracted the price of the pencil from the total cost.,0.95,95%. I used a system of equations to solve the problem. I'm pretty confident about my answer.,0.9,"90%. I am quite sure, but I suppose that there could be some mistake on my part.",0.6,60%... This question was a bit tricky. Some may not have understood the concept of subtracting one value from another.,0.7,"Maybe 70%. It seems like an easy question, but sometimes people overthink things."
278,,1b,BM,1,45,1,45,45 cents,1,10,1,10,10 cents,0.9,90,1,100,0.85,85,0.95,95
279,,1b,BM,0,40,0,40,40 cents,1,10,1,10,10 cents,1,100%,0.95,95%,0.8,80%,0.6,60%
280,,1b,BM,1,0.45,1,0.45,$0.45,1,0.1,1,0.1,$0.10,0.8,80,1,100,0.6,60,0.75,75
281,,1b,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,.10 cents,0.85,85,1,100,0.75,75%,0.99,99%
282,,1b,BM,0,,0,,This question cannot be answered with the information provided. It could only be answered if the price difference between the magazine and banana were stated as a constant amount.,1,0.1,1,0.1,The eraser costs $.10. You subtract the price of the pencil from the total cost.,1,I am 100% certain that this problem cannot be answered as posed.,0.99,I am 99% certain my answer is correct.,-0.5,"If they accepted solutions like ""$1 and $1.90"" as ""answered correctly,"" then perhaps 60-70%. But for those who correctly realize that insufficient info was given to find exact prices, 40-50%.",0.75,Approximately 75%
283,,1b,BM,1,0.45,0,2.45,The banana costs $.45; the magazine is $2.45.,1,10,1,10,10 cents,1,100%,1,100%,0.8,80%.,0.75,75%
284,,1b,BM,1,0.45,1,0.45,"$.45, I know most people don’t see these types of questions often, but that should make the answer easier to understand once they do see them",1,0.1,1,0.1,"$.10, the price on the package just states it as one item rather than listing them individually",0.6,"60%, there’s always a possibility people miscalculate",0.01,"55%, I know that the original price says $1 for both, but some people think of each individual part separately",0.4,Maybe around 40%,0.2,"20% or lower, it’s a very common trick question"
285,,1b,BM,0,90,0,90,90 cents,1,10,1,10,10 cents,0.95,95%,0.95,95%,0.8,80%,0.75,75%
286,,1b,BM,0,30,0,30,30 cents,1,10,1,10,10 cents,0.95,95%,0.95,95%,0.8,80%,0.75,75%
287,,1b,BM,0,30,0,30,30 cents,1,10,1,10,10 cents,0.95,95%,0.95,95%,0.8,80%,0.75,75%
288,,1b,BM,0,30,0,30,30 cents,1,10,1,10,10 cents,0.9,90%,0.95,95%,0.6,60%,0.75,75%
289,,1b,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,0.7,70%,0.9,90%,0.3,30%,0.5,50%
290,,1b,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,1,100%,1,100%,0.85,85%,0.95,95%
291,,1b,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,0.9,90%,1,100%,0.7,70%,0.9,90%
292,,1b,BM,0,30,0,30,30 cents,1,10,1,10,10 cents,0.85,85%,0.95,95%,0.75,75%,0.95,95%
293,,1b,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,0.8,80%,1,100%,0.7,70%,0.99,99%
294,,1b,BM,0,2,0,2.45,"Bananas generally cost less than magazines, but with no explicit indication of the cost difference we can only guess. Let x represent the cost of the banana, then the cost of the magazine must be (x+$2). Adding these costs together yields the total cost ($2.90): x + (x+$2) = $2.90. Solving for x, we find that x = $0.45. So, the banana costs $0.45 and the magazine costs $2.45.",1,0.1,1,0.1,$0.10,1,"I am totally sure my answer is correct, so 100%.",1,"I am totally sure my answer is correct, so 100%.",,"This question requires algebraic manipulation which not everyone has taken or remembers well enough to solve. Still, since those who took algebra should know the process I would estimate at least half of participants will arrive at a solution.",0.75,"I believe that at least 75% or more of people would solve this problem correctly, since the first instinct is usually to subtract one from the other. However, some people might be thrown off if they assume that both items have to cost the same amount, which isn't stated explicitly."
295,,1b,BM,0,0.5,0,0.5,Fifty cents ($0.50),1,0.1,1,0.1,Ten cents ($0.10),0.95,95%,0.9,90%,0.9,90%,0.95,95%
296,,1b,BM,0,2,0,90,"Hmm... So if the magazine is $2, then that means the difference is 90 cents... So the banana would be 40 cents? Wait, no... The magazine is only two dollars. And if we subtract the banana price from the magazine price, that still gives us 90 cents. I'm confused now.",1,10,1,10,10 cents,0.3,Not sure at all... 30%?,0.95,"95%. I feel like there's some trickery here, but I'm pretty certain.",0.3,Maybe 30% or even lower...? It seems like there must be some sort of trickery involved here...,0.7,"At least 60%, maybe 70%?"
297,,1b,BM,1,0.45,0,1.45,"Banana costs $0.45, Magazine costs $1.45",1,10,1,10,10 cents,1,100%,1,100%,0.8,80%,0.7,70%
298,,1b,BM,1,0.45,0,0.95,"$0.45, or alternatively calculated as a banana costing $0.95 less a dollar discount for being bundled with a magazine.",1,0.1,1,0.1,"The eraser cost $.10 because the difference between the price of both items together, minus the cost of the pencil.",0.98,"98%, but I suspect this might vary because a small amount of errors have been noted throughout all stages.",1,100%,0.96,"96%, since many answers given on social media appear incorrect based upon logic.",0.005,"99%, assuming everyone will figure out that if the cost of an eraser is less than $0.50, then the remainder must be the answer."
299,,1b,BM,1,0.45,1,0.45,$.45 (forty-five cents),1,0.1,1,10,.10 (10 cents),0.7,70%,0.95,95%,0.6,60%,0.85,85%
300,,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,1,100%,1,100%,0.75,75%,0.8,80%
301,,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,1,100,1,100,0.75,75,0.8,80
302,,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,1,100%,1,100%,0.75,75%,0.85,85%
303,,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,1,100%,1,100%,0.75,75%,0.8,80%
304,,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,1,100%,1,100%,0.75,75%,0.9,90%
305,,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,1,100,1,100,0.75,75,0.85,85
306,,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,0.95,95,1,100,0.75,75,0.9,90
307,,2a,BM,1,0.45,0,2.45,"The banana costs $.45 cents (the magazine costs $2.45, so the difference between the magazine's price and the total cost of both items is the price of the banana).",1,0.1,0,1,"The eraser costs $.10 cents (the pencil costs $1.00, so the difference between the pencil's price and the total cost of both items is the price of the eraser).",1,100%.,1,100%.,0.75,I think that about 75% of people would solve it correctly.,0.9,I think that about 90% of people would solve it correctly.
308,,2a,BM,1,0.45,1,0.45,$.45 cents (0.45),1,0.1,1,0.1,$.10 cents (0.10),0.97,97%,0.98,98%,0.5,I think 50%.,0.75,I think 75%.
309,,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,0.75,75%,0.9,90%,0.5,50%,0.95,95%
310,,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,1,100%,1,100%,0.75,75%,0.75,75%
311,,2a,BM,1,0.45,1,0.45,Banana costs $.45; (Magazine - $2 = $.45),1,0.1,1,0.1,Eraser costs $.10. ($.10 left over after buying the $.10 pencil).,0.7,70%.  I am pretty sure but it's possible there might be other possibilities.,0.95,95% I am quite certain I have answered correctly but I know that I sometimes make mistakes!,,I think probably less than half of all people got it correct.,0.8,Probably around 80%.  I feel more certain with this question because fewer numbers were used so its easier to keep track.
312,,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,0.7,70%,1,100%,0.6,60%,0.8,80%
313,,2a,BM,1,0.45,0,3,"$.45, because if you add .45 to 2.55 it equals $3",1,0.1,1,0.1,"$0.10, because it asked for the amount the pencil did NOT cost.",1,100%,0.95,95%,0.75,75%,0.5,"50%, because some people read that as asking how much they payed for the eraser, which is confusing if not carefully looked at."
314,,2a,BM,0,0.6,0,0.6,0.60 cents,1,0.1,1,0.1,This seems very similar to the first problem except they added another number so I think the answer should still be the same at .10 cents for the eraser.,0.1,"70%.  It might be different if I didn't see 10 or less as an answer but, I was just really confused by this question.",,I believe this answer is correct so I feel rather sure.,0.01,"I'm not too sure. Probably about 60%. I saw some other answers like $2 and $1 but, I'm pretty sure that there have been similar questions to this before where most of my peers made mistakes on them.",0.3,"If we go based off of the last question, then probably around half could have answered it. If not half then at least 30%. It's such a small difference but sometimes small things confuse me a bit."
315,,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,1,100%,1,100%,0.75,75%,0.85,85%
316,,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,1,100%,1,100%,0.75,75%,0.8,80%
317,,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,1,100,1,100,0.75,75,0.8,80
318,,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,1,100%,1,100%,0.5,50%,0.75,75%
319,,2a,BM,0,0.9,0,0.9,0.90 cents,1,0.1,1,0.1,0.10 cents,1,100%,1,100%,0.6,60%,0.85,85%
320,,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,0.9,90%,0.99,99%,0.6,60%,0.8,80%
321,,2a,BM,1,0.45,0,2.45,"Bananas cost $0.45, because if the magazine costs $2 more it would be priced at $2.45 but since that's not an option on the question we have to assume they rounded the price to the nearest nickel.",0,,0,,"Erasers are free, so the eraser doesn't cost anything.",1,100%. I calculated it out using algebraic substitution.,0.9,"90%, because there is always a chance my logic is flawed somehow.",0.6,"60%, I think most people can solve it by guessing or trying a few numbers until they find the answer.",0.85,"85%, since the answer is obvious if you understand the question."
322,,2a,BM,1,0.45,1,0.45,The banana costs $.45,1,0.1,1,0.1,The eraser costs $.10,1,100%,1,100%,0.7,70%,0.7,70%
323,,2a,BM,1,0.45,1,0.45,"The banana costs $.45, because if the magazine is $2.45 (which is $2 more than the banana), then the difference between the total price and the magazine price will give the banana price ($2.90 - $2.45 = $.45)",1,0.1,1,0.1,"The eraser costs $0.10, because $1.10 - $1 = $.10.",1,100%,1,100%,0.7,I think about 70% of people would solve this problem correctly.,0.8,About 80%.
324,,2a,BM,1,45,1,45,"Banana costs 45 cents, Magazine costs 2 dollars and 45 cents.  To get this answer I subtracted 45 (the amount given for the banana in the previous question) from 2.90, then subtracted that number (2.45) from 2.90 again, giving me 45 cents.",1,10,1,10,Eraser costs 10 cents.  I simply subtracted one dollar from one dollar ten cents to get the answer.,0.75,75%.  I am fairly certain but still have some doubt.,0.98,"98%.  I can’t think of any situation in which I would be incorrect, so I’m quite confident.",0.5,"50%.  While many people will be able to do the math involved, they may still make the mistake of assuming that there must be two separate numbers when asked about the price of the items.  This is why I believe that half of all people answering this question will not be correct.",0.75,"75%.  While some people might still assume that there are multiple numbers involved with the question, most adults should understand the concept of subtraction well enough to solve this one easily."
325,,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,1,100%,1,100%,0.5,50%,0.6,60%
326,,2a,BM,0,70,0,2.9,"70 cents. Because if the magazine costs 2 dollars more, then it would be $2.70 while the total amount of money paid would be $2.90, this means the difference between them is only 20 cents, therefore the banana would be 50 cents, because the magazine's price has to be $2 more, which would make it 70 cents, adding up to the total amount of $2.90. I believe this explanation covers why my answer is correct. Thank you for the question!",1,10,1,10,10 cents. This can easily be verified through basic arithmetic.,0.95,"95%. Only reason I did not give a perfect score was simply due to unforeseen errors on my behalf that I am not aware of; other than that, the math is entirely correct based upon the provided information.",1,100%. It is absolutely certain based on information provided.,0.029,"Around 60%, since the most common error appears to be when someone divides both values by two, believing that the value given about the magazine costs twice as much as the banana. However, if this were true then the magazine would cost $3.40 and the banana would be only 40 cents, totalling the sum at $3.80 instead of the provided $2.90, meaning such an answer does not fit the conditions stated here. I do expect quite many answers like these though, hence my relatively low estimation of the percentage of those who actually got the math right.",0.95,"Probably over 95%. This seems straightforward enough that anyone with basic knowledge of mathematics should have been able to solve it correctly. However, there still remains possibility for human error and misunderstanding, but since most of these would have been filtered out by previous questions, I feel confident saying over ninety-five percent of them could be expected to get the answer right."
327,,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,0.9,90%,0.9,90%,0.5,50%,0.85,85%
328,,2a,BM,0,50,0,50,"I know, this one gets me too - It's 50c for the Banana, then if that cost $X, it'd be X + $2 for the Magazine so X + $2 = $2.90 hence X = $2.90 - $2.00 which equals 50c.",0,1,0,1.1,"Ummm.. ok... $1 - 10c makes 90c, plus 10 cents because you have to buy them together brings us up to $1, leaving just 10c spare for the eraser.. That has to be correct doesn't it? I mean... otherwise, if we had thought about it properly... then $1 for the pencil and say 10c for the eraser would have made $1.10 altogether which is what they cost in the first place! Arrrg! Nope, wait.... I got that totally wrong first time, didn't I. OK. Here goes.  If we assume that they both cost the same amount then they will add up to $1.10 when bought as a pair. So 55c each makes $1.10 when added together, right?! Yay! Got it!!!",0.99,"99%, there can only really be one correct answer here, right?",0.55,Ha haaaaaaa!!!!  55%. There is absolutely NO WAY on God's earth anyone else figured that out either!!! None at all..... Right??,0.9,Probably at least 90%. It's kind of hard to get wrong.,0.011,"Probably less than half a percent. Most will get stuck on the fact there's only a $1 difference like last time but actually, they're different items here so needn't necessarily cost the same amount. They just need to make up the full $1.10 when bought together! Simple once you realise!!!"
329,,2a,BM,1,0.45,1,0.45,"$.45, because $2.45 for the magazine and $2.45 minus 2 would equal $.45",0,1,0,0.09,It doesnt. $1 plus $.10 makes a dollar ten and nothing was given back. You cant even add an extra penny to make .11cents cause thats still over by .09cents and they wouldve taken one of them off instead. Its trickery imo but if its got no solution then im pretty sure thats impossible,1,"100%, it seems right, because I did all that subtracting already so i can't really see any reason why that isn't the right answer!",0.96,"96% because maths has failed me for this question somehow so maybe there's a small catch im missing somewhere which would make sense idk, but im confident with what i came up with regardless",0.5,I have no idea about other people. Maybe they think like I do...maybe not! Probably 50%.,0.3,This is really tough tbh so like I said before ill guess around 20 or 30% cus i can see others making similar mistakes or assumptions like myself
330,,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,1,100%,1,100%,0.6,60%,0.75,75%
331,,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,1,100%,1,100%,0.75,75%,0.5,50%
332,,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,1,100%,1,100%,0.6,60%,0.75,75%
333,,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,1,100%,1,100%,0.6,60%,0.75,75%
334,,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,1,100%,1,100%,0.75,75%,0.5,50%
335,,2b,PE,1,0.05,1,0.05,$.05 (five cents),1,0.9,1,0.9,$.90 (ninety cents),1,100%,1,100%,0.8,80%,0.75,75%
336,,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,1,100%,1,100%,0.8,80%,0.75,75%
337,,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,1,100%,1,100%,0.95,95%,0.95,95%
338,,2b,PE,1,0.05,0,1.1,Eraser=$.05 Pencil=$1.05 Total=$1.10,1,90,1,90,90 cents,0.75,75,1,100,0.85,85,0.5,50
339,,2b,PE,1,0.05,1,0.05,The eraser costs $.05.,1,0.9,1,0.9,The banana costs $.90.,1,100%. Again I did the math correctly.,1,100%. I did the math correctly.,0.0005,Maybe around 65%. Some people may have added the $.05 instead of subtracting it so their answer would be too high.,0.8,I think at least 80% got it right because it's pretty obvious.
340,,2b,PE,1,0.05,0,1.05,Eraser= 0.05; Pencil= 1.05.  This seems unreasonable as an answer but I can't figure out another one.  Maybe I need to re-read it.,1,0.9,0,100,.90 cents or 90/100 dollars,0.7,70,1,100,0.85,85,0.95,95
341,,2b,PE,0,1.1,0,1.1,"The pencil is $1.10, but that's impossible. I think something weird is happening here.",1,90,1,90,90 cents,0,0%,0.95,95%,0.1,10%. This is an unfair question that doesn't have enough info!,0.7,70%
342,,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,1,100,1,100,0.4,40,0.85,85
343,,2b,PE,1,0.05,1,0.05,$0.05,1,0.9,1,0.9,$.90,1,100%.,1,100%.,1,100%.,1,100%.
