Subject,Subject.1,CB,StandardProblem,StandardAcc,StandardResp,StandardAccLast,StandardRespLast,StandardStr,ControlAcc,ControlResp,ControlAccLast,ControlRespLast,ControlStr,StandardConfidence,StandardConfidenceStr,ControlConfidence,ControlConfidenceStr,StandardOpinion,StandardOpinionStr,ControlOpinion,ControlOpinionStr
170,,1b,BM,0,2,0,0.9,"Based on the fact that the difference between the price of the magazine and banana is two dollars, we can subtract $2 from the total amount. So, $2.90 - $2 equals $.90 and that's the price of the banana.",0,1.1,1,10,"It can be a penny because it says together they cost $1.10, so the price for each item doesn't have to be different from that of others in order to fit the description of the problem. But I would like to think that the eraser costs 10 cents.",,I am totally sure because I used simple math to come up with my answer.,,"I am totally sure, or at least as sure as I could possibly be when there are more than one acceptable answer to this problem.",0.9,"Around 85%, maybe even 90%. The majority should get this correct but some may make a mistake when they do their calculations or misunderstand the problem.",0.01,"I feel that about 35% of people will give the correct answer, which is 10 cents. Most will go with my initial gut reaction. However, if there were an option that allows for both a pencil that costs $1 and another item that costs one cent, then most would be able to solve the problem correctly."
171,,2a,BM,1,0.45,1,0.45,Banana costs $.45,1,0.1,1,0.1,"Well, since the difference between the total price and the price of the pencil is the price of the eraser, so the eraser should cost $.10.",0.75,"I'm pretty certain it is correct, say around 75%.",0.9,"I am quite sure that the answer is correct, but one can never be totally sure... So perhaps something like 90%.",0.6,"Hmm, at least half probably get it right, let me put 60% then...",0.8,"Most people who understand the question will come up with the correct answer, say 80% or so."
172,,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,1,100,1,100,0.75,75,0.8,80
173,,2b,PE,0,,0,,Eraser must be a nickel. And pencil would be a dollar oh five.,1,90,1,90,90 cents,,Completely. This is a basic math question.,1,"100 percent sure, if that's possible to be. I thought it was pretty straightforward",0.75,"If they understand subtraction, then 95%. But it seems like there might be some common misconceptions. So let me say 75%.",0.85,If they know basic addition then most should get it right. So 85 percent? Maybe?
174,,1a,PE,0,0.1,0,1.1,Eraser cost .10 cents or .1 dollar because it's one dollar difference between a pencil that cost 1$ and eraser+pencil cost which equal 1.10$.,1,0.9,1,0.9,Banana cost 0.90 dollars or 90 cents because a magazine costs 2$ and total sum is 2.90$ so there is .90 difference between those two values.,0.85,85%. I am pretty sure but maybe there is something missing from this puzzle that might change my answer.,0.95,"95% - This question seems quite easy for me after solving previous one, and I did not make any calculations error.",0.01,I think about 60% of people will solve it correct way. Most of those who answer incorrectly would add one dollar to eraser price thinking that pencil has 1$ profit over eraser. But that's not true because they do not add both prices together before subtracting one.,0.02,Around 85%. Some may still add 2$ value to banana price but most should get right answer since this one is simpler than first question.
175,,1a,PE,0,0.1,0,0.1,Eraser cost .10 cent.,1,0.9,1,0.9,Banana cost .90 cent.,1,100%.,1,100%.,0.7,70%,0.8,80%
176,,1a,PE,0,0.1,0,0.1,.10 (c),1,0.9,1,0.9,.90 (c),1,100,1,100,0.6,60,0.75,75
177,,1b,BM,1,0.45,1,0.45,Banana would be .45,1,0.1,1,0.1,Eraser costs .10,0.5,Not sure as to whether that was a typo... 50%,1,100,,Don't know. Seems like a lot could misinterpret or just make an error though,0.8,"I assume about 80%. People who say ""erasure"" or something else do not appear to have solved the question at first glance"
178,,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,0.8,80%,0.98,98%,0.5,50%,0.75,75%
179,,2a,BM,0,0.9,0,2.5,"I think this question is a trap. You might think the banana would be priced at .90 cents, but then when you add that to the two dollars for the mag it doesn't make 2.90, sooo...I'd say the banana costs .40 cents and the mag would cost 2.50 for the total price.",1,0.1,1,0.1,This one has an answer of $.10 for the eraser.  I think most adults who pay attention to details and don't assume math answers right off should be able to answer this one correctly.,0.75,75%.  But the way they have phrased the question bothers me because we can only know prices with pennies and they do NOT round up or down!,0.001,98%.  If it were .15 instead of .10 then I would doubt myself but the actual wording seems accurate and the total is correct if my math was done properly.,0.2,20%.  Most will see it as a subtraction problem without thinking through all the variables.,-0.9,85-90%.  As long as they read carefully enough and can do basic addition...but if they skim over the text then I could understand some errors in calculation.
180,,1b,BM,0,,0,,"I am going to assume that the word “more” refers only to dollars, so if the magazine costs two more dollars than the banana, then the banana would cost thirty cents. If instead it is meant to say that the magazine is two dollars greater than the price of the banana, then it would mean the banana cost ninety cents. Either way, both options seem possible depending on interpretation.",1,0.1,1,0.1,"$.10 cents, because if the pencil costs one dollar, then that leaves ninety cents for the eraser.",0.8,"As far as the first answer is concerned, I am 90% certain because I know some might interpret the wording differently; with regard to my second answer, I am 80% sure because, while the question seems ambiguous, I think there's still a good chance that others will arrive at this same conclusion after considering what they believe was intended by the word ""more.""",0.95,"95%.  I did hesitate slightly when initially thinking about the problem, but upon further reflection, it became clear.",0.4,"With the first answer given, assuming everyone understands the question exactly like myself, I'd expect maybe 60% will answer correctly. With the second answer, again under those assumptions, perhaps 40%. However, considering the potential for differing understandings, it is hard to provide accurate estimates.",0.8,At least 80%.
181,,2b,PE,1,0.05,1,0.05,$.05,1,0.9,0,0.1,"$.90 (I automatically added $.10, thinking it was an odd number problem)",0.8,80%,0.65,"65%, I didn't actually think about the math part.",0.3,30%,0.5,50%
182,,2b,PE,0,1,0,1.2,"This one takes some time for me because I can sense that it requires an algebraic way of thinking and also I think it is intended for you to be careful with word problems, as I am trying to do. If I take into account that ""a pencil costs $1 more than the eraser"" means ""the pencil costs $1 plus whatever the eraser costs"", then the difference between the two things gives the eraser's price. Then solving this system results in eraser = $0.10 and pencil = $1.10, which fits. The sum is 1.2 dollars but I don't understand where this comes from. It seems incorrect to me because the question asks specifically for how much each object costs individually and not their combined price. But maybe there's something I missed.",1,0.9,1,0.9,The banana costs $0.90.,-0.7,"I feel very good about my solution, around 95%. But if I consider what others might say based on their interpretation of the problem, especially given how easily misinterpretations occur, then perhaps only 60-70% confidence would be appropriate.",1,I'm 100 percent positive that my answer is correct.,-0.4,"This is tricky because I think many will make common mistakes like assuming that the total cost must be distributed among objects or thinking they need to use subtraction instead of addition when considering differences. So I am guessing only about 30-40% will get it right. However, those who study mathematics may have a higher success rate.",0.15,"Based on my prior experience in classrooms, I would guess that about 85% or so of people might get it wrong. So I will estimate the population that has the correct answer at around 15%. However, if this were in a different context, say a group of mathematicians working on it, then I believe most of them would have gotten it right."
183,,1b,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,0.7,70%,0.9,90%,0.7,70%,0.95,95%
184,,2a,BM,1,45,1,45,"45 cents (entered in currency format, automatically converted)",1,10,1,10,"10 cents (entered in currency format, automatically converted)",1,100%,1,100%,0.9,90%,0.8,80%
185,,1b,BM,0,,0,,"Twenty cents; if the mag costs two dollars more it means it is twenty plus the banana price, but that total isn't right so I must be mistaken here.",0,1.1,0,1.1,"Ten cents, since it's $1.10 minus what you paid for the pencil.",0.75,75 percent,1,100 percent,0.5,50 percent,0.75,75 percent
186,,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,0.8,80%,1,100%,0.7,70%,0.9,90%
187,,1a,PE,0,0.1,0,0.1,.10,1,0.9,1,0.9,$.90,0.9,90%,0.9,90%,0.5,50%,0.75,75%
188,,2b,PE,0,1.1,0,1.1,"I think it would be logical to assume that the questioner meant to say the pencil and eraser together cost $1.10 plus an additional amount equal to the price of one of the items. I do not want to assume this though because that would involve me making a decision for them, and I was just given a straight forward math problem. If the question is as written, then mathematically the answer can't possibly be correct because the pencil cannot cost $1. It will either cost less if both items cost $1.10 or more if both items plus another equals $1.10. Since this question has inconsistencies with basic mathematical principles, I don't feel comfortable giving an incorrect answer so I choose not to respond.",1,90,1,0.9,"The banana costs 90 cents, or .90 dollars.",,Not applicable as I did not provide an answer.,1,100,,I don't know. It depends on whether they gave the same answer as me or chose to interpret it differently than as it is written and provided a different response.,1,100
189,,2a,BM,0,0.4,0,2.9,.40 cents because if the Magazine is two dollars more expensive then it has to be a dollar forty for the banana and twenty cents for the magizine since their total is $2.90 or 2.90 dollars,0,,0,,"the eraser cost ten cents, because its only one dollar for everything combined after all",0.97,"I am 97% positive that my answer was correct. I say this just because it makes sense to me, but i guess there's still a small possibility that its wrong",1,"Im 100 percent sure about the price of the eraser because i used the information given which clearly stated the total and difference between the two items, so it made logical since the eraser was ten cents",0.75,I believe maybe 75 percent of people answered it corretly,,"Based on common sense reasoning, probably like ninety-five percent of people will answer the question right"
190,,1b,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,0.75,75%,0.9,90%,0.65,65%,0.8,80%
191,,2b,PE,1,0.05,0,15,$0.05. This one was a bit harder because at first you think “if there is 10c more for the pencil then it must be 15c” but once you look again you realise the truth.,1,0.9,1,0.9,"$0.90 cents, you have to subtract the cost of the mag from the total price of both.",0.0005,I am totally confident that the eraser costs $0.05. I worked through the math so I can see why.,1,I am 100% sure that my answer is correct,0.25,Maybe 30% got it right – perhaps most thought there were 25c each or something similar.,0.02,I think that maybe only about 5% would get it right because they don’t consider the cost of the magazine before doing their sums. They just assume that the banana costs whatever the difference between 2.90 and 2 might be.
192,,1a,PE,1,5,1,5,5 cents,1,90,1,90,90 cents,0.99,99%,0.85,85%,0.5,50%,0.67,67%
193,,1a,PE,1,0.05,1,0.05,"$.05, because if the pencil costs $1.05, then that's a dollar more than the .05 cent eraser",1,0.9,1,0.9,$.90,1,100,1,100,0.35,35,0.65,65
194,,1b,BM,0,0.9,0,0.9,.90 cents,1,0.1,1,0.1,0.10 cents,0.7,70%,0.85,85%,0.35,35%,0.42,42%
195,,2a,BM,1,0.45,1,0.45,$0.45,1,0.1,1,0.1,$0.10,0.85,85%,1,100%,0.65,65%,0.9,90%
196,,2a,BM,1,0.45,1,0.45,"$.45 cents, if we calculate it that way because I think what's being asked for is what do the things cost individually, not their difference or relationship to one another.",1,0.1,0,100,"This is the same type of problem as before, so...10 cents, using the same logic and with confidence of 100% on my answer.",1,"100%, just because it seems straightforward to me.",1,See above answer for 100% certainty.,0.5,"50%.  I would expect some confusion about the wording of this problem, but maybe some people have seen similar ones before and therefore know what to do.",0.5,See answer #4 above for why I'd say 50%.
197,,1b,BM,0,10,0,10,10 cents,1,10,1,10,10 cents,0.75,75,0.9,90,0.65,65,0.85,85
198,,1a,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,1,100,0.8,80,0.5,50,0.4,40
199,,2b,PE,0,10,0,1.1,"Eraser will cost 10 cents, which makes 1 dollar for the pencil. So the total cost of the two items will be $1.10.",1,90,1,90,90 cents,1,My confidence is up to 100%. I've calculated the answer carefully and made certain it is right.,0.85,I would say that it's about 85%. I think it has to be something like that.,0.75,"This seems logical, so maybe more than 75%. Most should figure this out but some may still be confused with decimals or have misinterpreted the question.",0.5,"I believe around 50%. Some might just subtract the two numbers straight away without thinking, some may see it as it is and calculate correctly."
200,,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,0.7,70,0.8,80,0.6,60,0.75,75
201,,2a,BM,0,25,0,1.75,"25 cents, since the magazine must cost $1.75 (or 1.75 if not a whole number)",0,,0,,"Ten cents, because my first answer was incorrect.",1,100%.  I checked by subtraction from total price,0.98,98% - I'm second-guessing myself because the last problem required that,0.4,"40%, since people often neglect to check their arithmetic or fail to consider the specifics of the question",0.25,"Maybe 25%, because so many were caught out by the previous problem"
202,,1a,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,0.98,98%,0.95,95%,0.5,50%,0.45,45%
203,,1a,PE,1,0.05,0,1.05,"I'll think about that one...the eraser must cost $.05, because if it was a dime less, then the pencil would be priced at only $.95 which doesn't follow the conditions of being a dollar more expensive.  It just seems counterintuitive though, but the numbers do work out that way.  Ok. Yes, $.05 for the eraser and $1.05 for the pencil makes sense.",0,2,1,0.9,"Ummm....let me see here. Ok, if the magazine is $2 and the total is $2.90, then subtracting the $2 leaves $.90. So, the banana must cost $.90. Yes, definitely, that makes perfect sense.",0.8,"I would say I'm 80% positive that I answered that question correctly because although mathematically it appears to add up, my first instinct was that there was an error in the prompt or something. So, maybe I am not as certain as I thought initially.",1,"Yeah, I'm totally positive that I answered this question correctly. My answer has to be correct based on the information given, and there's no other reasonable interpretation, unless the numbers were presented differently somehow or something like that. I feel completely confident now, let's say 100%.",-0.7,"My initial guess is that only like 30-40% of people could answer that question correctly without seeing a demonstration, especially with young kids. I mean, honestly, when I was a kid and got those kinds of problems on a test, I often didn't bother to think about them because they looked strange; it seemed like the numbers shouldn't have added up that way, so I would just move on instead of trying harder to figure out what was going on. But adults...I bet at least 60-70% of adults will get it right. It still seems difficult for some reason though, even though it really isn't.",-0.98,"Well, this question seems very straightforward to me because the math just works out without any weird twists or anything. It would probably be close to 95-98% for adults getting it right and maybe even higher for kids who have had some experience with simple addition problems. But honestly, if someone couldn't solve this one quickly, then they need help understanding basic arithmetic before moving on to more complex concepts."
204,,1a,PE,0,0.1,0,1,The eraser cost .10 cents and the pencil costs $1.00.,1,0.9,1,0.9,The Banana costs .90 cents.,0.8,I am 80% confident about my answer.,1,I am 100% confident with my answer.,,I believe that less than half of participants got it right.,0.9,I think at least 90% of responders will get it right.
205,,2b,PE,1,0.05,0,1.1,$.05 (because if the pencil costs $1 more than the eraser then the eraser would only be $.05 cheaper since they cost $1.10 altogether),1,0.9,1,0.9,$.90 (the difference between the two total cost),1,100,0.8,80,0.0005,"25 (he believes that most will simply subtract one dollar from the total sum, getting a result of $.10 for the eraser, which is incorrect. The correct answer is indeed $.05.)",0.75,75
206,,1b,BM,0,,0,,It would be impossible to determine without further information.,0,,0,,"I don't know, they didn't specify how much the eraser cost compared to the pencil.",0.05,"100%, based on my answer to question 5",0,0%,,At least three-quarters. This is a standard math problem with an obvious solution that I learned in school.,,Less than half
207,,2a,BM,1,0.45,0,2.45,Banana cost 0.45 cents and magazine 2.45 dollars,1,10,1,10,Eraser costs 10 cents,,I am totally sure,,Totally Sure,1,100% because there is only one correct answer,-0.9,80%-90%
208,,1b,BM,1,0.45,0,2.45,"Banana=$0.45, Mag=$2.45",1,0.1,1,0.1,"$.10. It says that's how much it would cost if bought together, not separately.",0.87,87%. There are two unknown variables so I am fairly confident with my answer but also open to another solution,0.99,99%,0.35,"35%, people sometimes make the mistake that because the items cost x dollars separately, x is also the price difference between them instead of looking at it as a total cost and subtracting prices to see differences",0.6,"60%, I think about half of people do but then don't double check their answers when they read other comments"
209,,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,0.98,98%,1,Very very sure-like 100%,0.8,I think most people can solve it if they do the right calculation. Maybe like 70 or 80%.,0.5,Probably about half get that one because sometimes they think it’s supposed to be like the other question. So I guess maybe like 50%.
210,,1b,BM,1,0.45,1,0.45,.45,1,0.1,1,0.1,.10,0.85,85,0.95,95,0.7,70,0.85,85
211,,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$0.90,0.75,75,1,100,0.6,60,0.8,80
212,,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$0.90,0.95,95%,0.7,70%,0.65,65%,0.85,85%
213,,2a,BM,1,0.45,1,0.45,$0.45 (Correct),1,0.1,1,0.1,$0.10 (Correct),0.99,99%,0.99,99%,0.95,95%,0.8,80%
214,,2b,PE,0,1,0,0.1,"The first thing I thought was “Okay, so you just add one and a dime.” But when they said it’s the same price plus $1, it means that you have to do this equation: X (eraser) + $1 = P (pencil). So P - X must equal $1 for it to be accurate; if we plug in X for $0.10 (the second piece), then P will end up being $1.10. Now the final answer should be $.10. I feel pretty certain about this response.",1,0.9,1,0.9,"$0.90. It's a pretty common math trick question, I believe, so it did not take me too long to work out the answer. I thought that maybe they just asked how much the banana costs after the price for the magazine was mentioned.",0.95,"Based off my interpretation of the information provided, I would say I am around 95% certain.",0.85,"I feel about 85% certain on my answer to this problem. I guess that I am fairly sure that it is correct based off of the information given; however, if there were some type of trickery involved that would affect the outcome, then I would be proven wrong. This could also include any additional conditions which might apply to the scenario, although none appear immediately apparent.",-0.8,"Because people tend to assume simple arithmetic solutions with questions like these, there may be fewer than 60-70% who answered correctly without including some kind of trickery or unexpected twist. Once again, however, those numbers could increase to somewhere near the mid-80s if the question were presented without any misleading elements.",-0.7,"If there were no other factors affecting the outcome of the situation, then I would assume that at least 90-100% of participants answered it correctly since the problem only requires basic arithmetic. However, because many problems like these can have hidden conditions or unexpected outcomes, the percentage will probably drop a bit - likely into the mid to high-70s. The main issue is not with math abilities, but instead understanding exactly how to interpret the problem as stated."
215,,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,0.8,80,0.99,99,0.7,70,0.9,90
216,,1b,BM,1,45,1,45,"The banana costs 45 cents. If we subtract the cost of the magazine from the sum of their prices, we will get the price of the banana: $2.90-$2=$0.90 and if we divide this by three ($0.90/3)= 45 cents.",1,10,0,1.1,"10 cents. The total cost would be 1+.1=1.10 dollars, as requested in the question.",0.65,65%. I would be more confident if there weren’t other possibilities but since I was asked to think in thirds my confidence dropped down a little.,0.01,95%. I am relatively confident because it follows the basic principle of mathematics that if two things cost $1.10 and one of them costs $1 then the second item must cost the rest.,0.5,50%. Some may struggle to see that they should think about one third of the difference between the prices while others may use another method or approach altogether.,0.8,"80%. Although it’s an easy task, some may have given a different answer such as adding the price of both items."
217,,1a,PE,1,5,1,5,"5 cents, because if the pencil is $1 more then it must be 95 cents, which makes the eraser 5 cents.",0,1,0,2,"Well I know the difference between the original problem with a pencil and an eraser was that they added $1 instead of subtracting from one another like this magazine and banana do here, but the way the math works out should still make sense... 70 cents. If I had been given two numbers right off the bat as I was before, then I probably would have thought about them individually instead of finding the difference first. But since I know that the first price of $2 is higher than $2.90, I automatically think there is a negative relationship going on here, which makes me subtract the $2 from the total cost leaving only the remaining value for the second product (banana).",0.95,"I am very confident that my answer is correct, so I will give myself a 95%.",0.8,"My confidence level for this answer is probably down near 80% because my thought process went through two separate mathematical operations, which made it feel a little more complicated and less certain.",0.8,"Based on all of the answers I've heard, I would say around 90%, or at least high 80's.",0.65,"Since my answer was a little more uncertain than the first time, I believe even fewer people will get this question correct, say around 65%."
218,,2a,BM,0,2.9,0,0.9,Banana = $2.90 - $2.00 = $.90 (It was immediately obvious to me that I could solve this problem in one step.),0,1.1,1,0.1,"Eraser = $1.10 - $1.00 = $.10  This seemed very familiar because I remembered seeing similar word problems in a book somewhere. There was always a 'gotcha' at the end, so even though the problem looked simple enough, I felt compelled to look for the trick. And after re-reading the question carefully, it looked like there wasn't one -- unless it's a really cheap eraser!",0.8,"80% -- While my answer seems pretty clear, it did occur to me that there might be some additional information lurking that I don't know about, like hidden taxes or something...but I'm reasonably sure my answer's correct.",0.6,"My confidence is low right now; only about 60%. Even though my answer seems logical, I can still imagine that I might have missed something inadvertently, or simply made an arithmetic error.",0.01,"I'm going to go with 50%. I think quite a few folks won't make it past the initial impulse to assume the $2 refers to both items, which would lead them to conclude incorrectly that the banana is $1. But then again, quite a few others may just make this error without second thought!",,"Based on the previous experience, which led me to be more careful with this problem than I probably should have been, I think maybe half of all participants will get it correct. That leaves half who don't understand that there isn't a hidden catch in these problems, and half who will just make mistakes solving for the cost of the eraser."
219,,2b,PE,1,0.05,0,1.05,$.05 for eraser and $1.05 for pencil,1,0.9,1,0.9,$0.90,0.75,75,1,100,0.15,15,0.65,65
220,,1b,BM,0,2,0,0.9,"First, let's subtract 2 dollars from the total price to find out how much the banana costs, which makes $0.90. Thank you for helping me to catch my own math error in the previous question!",0,,0,,"It's free, because buying the pencil covers the entire price.",,I feel very confident in my current answer.,,I am completely sure of my answer.,-0.8,"Since I initially made an error on this type of problem, I would estimate that only about 75-80% of those who solve these problems give the right answer. However, the fact that I was able to correct my error leads me to hope that many others can as well, if given the opportunity.",0.5,"I think that around 50% of those who take this test will provide the correct answer, while others might make a mistake like me a minute ago."
221,,1a,PE,0,0.1,0,0.1,Eraser cost .10 cent,1,0.9,1,0.9,Banana cost $.90 cent,1,I am 100 percent sure about this answer,1,I am 100 percent sure about this answer,0.75,75 percent,0.8,80 percent
222,,2a,BM,1,0.45,1,0.45,"$0.45, calculated as ($2.90-$2=$0.90)/2 = $0.45 each.",1,0.1,1,0.1,Oh come on.  This one should be obvious even without calculating.  An eraser must cost $0.10.  It is an entirely separate item that always has been priced at just ten cents!,0.8,I am quite confident.  80% seems appropriate.,1,"Surely, no need for calculation here.  Certainty feels appropriate for this question, hence 100%.",0.1,"Probably only about 10% or fewer actually got this right, given that so many rely on their intuitions when thinking about such things.",0.6,Maybe as high as 60% if they actually thought carefully before responding with a price everyone recognizes for erasers.
223,,1b,BM,0,2,0,90,"The magazine costs 2 dollars, so that leaves the banana at 90 cents",0,,0,,Ten cents,0.8,80 percent,0.95,95 percent,0.75,75,0.99,99
224,,2a,BM,1,0.45,1,0.45,0.45 (rounded) cents,0,0,0,0,Free or 0 cents!,0.9,90%,1,100%,0.4,I would estimate around 40%.,0.8,I’d say at least 80% or upwards.
225,,1a,PE,0,1,0,1.1,"I think that this is a trick question. If it was me, I'd say the pencil costs $1 and the eraser costs ten cents because that fits both conditions. However, if you added those up you would only get $1.10 so that answer couldn't be right. So my answer would have to be something like .5 cents for an eraser and $1.05 for a pencil which would equal $1.10.",1,0.9,1,0.9,$0.90,0.85,I am 85% confident. I feel that there may be a typo somewhere or another mistake but I do not see one and don't know where it could be.,,I am completely certain about my answer because I have checked my math.,0.3,30% at most; possibly less than that. I would assume many people would guess and go with their gut feelings without checking for errors.,-0.95,"90-95%. This question is easy because there is only one possible way to figure out the cost of the banana using simple subtraction. However, some people may round off so I'll allow for up to five percent error margin."
226,,1a,PE,0,0.1,0,0.1,Eraser costs .10 cents.,1,0.9,1,0.9,Banana cost $.90 cents,1,"I am totally sure, 100%.",1,"I am totally sure, 100%.",0.75,Probably around 75% will solve it correctly.,-0.9,Perhaps 85-90% will answer correctly.
227,,2b,PE,0,0.1,0,1.1,"This one is a bit tricky, but if the pencil cost a dollar more then the Eraser would be $0.10 and the pencil would be $1.00 which totaled up would be $1.10.",1,0.9,1,0.9,The Banana costs $0.90,0.85,I'd say around 85%,1,100%,0.49,Honestly I am going to assume 49%. This problem had most people stumped and some actually think that the answer was negative cents.,-0.8,I believe that about 60% -80% would solve this problem correctly.
228,,2b,PE,1,0.05,1,0.05,$0.05,1,0.9,1,0.9,$0.90,0.75,75%,0.85,85%,0.6,60%,0.6,60%
229,,1a,PE,1,0.05,0,1.05,"Eraser=$.05, Pencil=$1.05",1,0.9,1,0.9,Banana=$.90,0.64,64%. It was obvious after I figured out my initial mistake,1,"100%, unless there were hidden costs or something else involved which was unaccounted for. However, based upon my initial calculations I see no reason why any other answer would be necessary or valid",0.01,"Probably above 70%, but below 85%. Many might think that there can't be a profit margin for the store owner by selling such items at such prices, however they seem to forget about the possibility of additional taxes on the items or perhaps even just the concept of a loss leader pricing strategy. So while most people get that you divide $.10 by the difference in price ($1) to find the eraser cost, many do not recognize their own error when contemplating why the store would sell things in such a way that is seemingly non-profitable",0.009,"85% to 95%. Most will have figured out that since the mag has already cost them $2, leaving $0.90 left over to pay for the banana. They may think it's a trick question or some type of sales tax or VAT might be involved but if they think about it logically then it should become obvious that the answer is simply $.90"
230,,2a,BM,1,0.45,0,2.45,"Bananas cost $0.45, Magazines cost $2.45 (0.45 + 2 = 2.45)",0,91,1,0.1,"An Eraser is typically less than a dollar, so when the Pencil is already 91 cents ($1 – 0.09) and with the total being $1.10, it means an eraser costs $0.10.",0.63,Confident at 63%. I didn’t actually calculate that out but I think it’s right.,0.001,"Highly confident because even though it says $1, subtracting the total by the pencils gives you .10¢ as the value for the eraser.",0.75,"I want to say around 75%, since if they did get the answer right then their confidence level would be high enough to state it definitively and those who were off wouldn't be so sure.",0.98,"About 98% of the people answered both problems correctly because I believe most people understand basic arithmetic. If they don’t have a calculator on hand or their phone then that could impact their confidence level but as far as solving them, I think almost everyone can answer these two questions correctly."
231,,1a,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,0.98,98%,0.96,96%,0.67,"I'd say around 67%, if not higher.  People seem pretty smart overall.",0.5,Definitely less than those solving the first one. Maybe like half...something close to 50%.
232,,1b,BM,0,0.4,0,0.9,"$.40. She indicated some confusion about the value of “$2 more” than the banana since her initial response was $.90. When prompted to enter “the price of the banana,” however, she quickly affirmed her new response as correct.",1,0.1,0,9,.10 cents (erased answer of 9 cents after being asked about it in another question),0.8,80%,1,100%,0.3,30% (She stated that perhaps one-half might have solved the first problem but fewer for this one).,0.5,"50%. (Note from experimenter: Participants were informed that their answer could not exceed the percentage they had provided in the previous question. When given this information, she corrected her answer downward.)"
233,,1b,BM,1,0.45,1,0.45,$0.45,1,0.1,1,0.1,$0.10,0.7,70,1,100,0.4,40,0.5,50
234,,1b,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,0.85,85%,1,100%,0.7,70%,0.85,85%
235,,2b,PE,0,1,0,0.55,"Eraser = x; Pencil = x+1 => 1.1=2x, which means x = .55 so answer is .55 for eraser and 1.10- .55 or 0.55 for pencil",1,0.9,1,0.9,0.90 cents,0.9,High confidence.  90%.,0.99,99%,0.7,"Most will probably guess because of the first question but some people will do the math so maybe like 60%, or perhaps higher since school has taught people basic algebra.  Let me say 70%.",-0.95,I think most adults would get it right.  So about 80-95%.
236,,1a,PE,1,5,1,5,5 cents. Pencil costs a dollar so that means the eraser costs 10 - 5 = 5 cents.,1,90,1,90,90 cents. Subtracting the price of the magazine leaves me with 90 cents left for the banana.,1,100%. I was able to calculate it easily and double checked.,1,100%. Easy math problem that requires no thinking about subtraction methods.,0.8,80%. People have a tendency to forget there's more than one way to look at a problem like this so they might assume the pencil has to be an even dollar amount.,0.65,65%. There might still be people who don't understand there's only one answer and think both the banana and magazine can cost any amount.
237,,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,1,100%,1,100%,0.4,40%,0.5,50%
238,,2a,BM,1,0.45,1,0.45,$0.45,0,,0,,Eraser is free.,1,100%,1,100%,0.6789,I think 67.89%,0.875,At least 87.5%. This question appears obvious.
239,,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,1,I am 100% sure that my answer is correct.,1,I am 100% sure that my answer is correct.,0.8,80% or above,0.9,At least 90% if not more.
240,,1a,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,0.9,90%.  I used trial and error until i found the solution.,0.8,80% - I did my mental math wrong first time around; caught my mistake quickly though.,0.009,About 60%.  Some would get the $1 plus $0.10 equals $1.10 but not notice that they can interpret the $1 as being broken down into .10 cents for the eraser and $0.90 for the pen.,0.009,70%.  It's easier to see the relationship between the two objects here than it was with the pencil and eraser because one of the items is already given in terms of dollars ($2).  But there could still be confusion over where the remainder $0.90 comes from when applied to the banana.
241,,1b,BM,0,90,0,90,"I don’t think it really matters if it’s dollars or cents. Um so 90¢ because then you add two which is two dollars, so it makes sense, like the other one made sense.",1,0.1,1,0.1,$.10. Because they said that's how much it was.,0.01,"Like an 80%. If you did it with cents instead of dollars, my answer would still be right though. It could go either way and still make sense. But the difference between 90¢ and $1 isn’t as drastic.",0.95,95%,0.6,"I feel like most people got this wrong last time, but since it's presented differently here I want to say maybe like 60%.",0.25,Maybe like 25%?
242,,1b,BM,0,2.4,0,2.4,"Okay. So, um…the magazine is two dollars MORE than the banana. That means the banana costs…wait! Hm. Banana must be fifty cents and mag is $2.40!",0,,0,,The eraser costs ten cents.,,Like ninety-eight percent. This one was a bit tricky but I feel like I got it.,1,100,,"Ehhh, thirty. Maybe twenty-five. It was weird and confusing. But if they get it then good for them!",0.5,"I think maybe only like 50%, or even less than that. People don’t think right sometimes when there’s a trick involved!"
