Subject,Subject.1,CB,StandardProblem,StandardAcc,StandardResp,StandardAccLast,StandardRespLast,StandardStr,ControlAcc,ControlResp,ControlAccLast,ControlRespLast,ControlStr,StandardConfidence,StandardConfidenceStr,ControlConfidence,ControlConfidenceStr,StandardOpinion,StandardOpinionStr,ControlOpinion,ControlOpinionStr
169,,1a,PE,0,0.1,0,0.1,".10 (I used subtraction, not multiplication)",1,0.9,1,0.9,$.90 (multiplied by two for comparison's sake),,"I would be totally sure if I hadn't just read that this question is testing me on my multiplication skills. Since I can only assume it wasn't really testing my arithmetic abilities, but rather something related to psychology or perception (or some other such field which I have no expertise in) then I am only fairly confident because of my misgivings about the purpose behind the problem.",,I felt absolutely positive. This one made perfect sense.,0.95,"95%, as it seems a large majority could figure it out with simple addition/subtraction (though they may feel compelled to enter something else due to similar psychological or perceptive factors).",0.9,"Over 90%, but slightly less than last time. Most will answer correctly due to simplicity and intuition (at least compared to the first question)."
170,,1b,BM,0,90,0,2,90 cents for the banana and 2 dollars for the magazine.,0,,0,,"It's a trick question, they give the answer already.",1,100%. This is basic math.,0.85,85%,0.75,At least 75%. It is simple arithmetic.,0.6,60%. I think that many people would notice the 'trick' and solve it properly. Others would automatically subtract one from the total without questioning it.
171,,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,0.85,85%,0.9,90%,0.75,75%,0.5,50%
172,,2b,PE,1,0.05,1,0.05,The Eraser costs $.05.,1,0.9,1,0.9,The Banana Costs $.90.,0.85,"I am 85% confident in my answer, because even though it's straightforward, the numbers themselves give off an impression that is different from the actual value.",1,I am 100% confident in my answer.,0.75,"Around 75% because while most people get the answer right away, others may fall into the trap thinking it's impossible for the eraser to be only five cents.",-1,I believe that around 90-100% of people will solve it correctly because it's very straightforward.
173,,2b,PE,1,0.05,0,0.1,"I believe the eraser costs $.05, because $1.10 minus $1 equals $.10. But then again, maybe this problem has some trick. . .  Hmm, yes, the eraser could cost $.10, and if so the total would be $1.10. My intuition tells me the answer is $.10, but I don't really understand why; there may be other reasons the eraser costs only $.05. Perhaps I should do some calculations just in case. Let's see. If I subtract $1 from $1.10, it gives me $.10, so I think that the eraser must therefore cost $.10. Yes, I am quite sure now. The eraser costs $.10. I have never been surer of anything! In fact, my confidence is a perfect hundred percent!",1,0.9,1,0.9,$.90,0.98,"98%. It was a difficult question, and although I feel certain about the answer, it still seemed sort of fishy at first glance.",1,I am 100 percent confident in my response.,0.52,"Maybe about half, because it looked like such an easy problem to solve at first, but then on second thought it became clear that the answer might possibly be something else entirely, especially for someone who isn't all that quick when it comes to solving simple math problems. But still, a good fraction would get it right. Say, maybe, 52%.",1,I believe that 100 percent of people answering this question will solve it correctly because the answer seems obvious.
174,,1a,PE,1,0.05,0,0.1,"Eraser - $.05, Pencil - $.10 + $.05 = $.15. Total $.05+$.15=$.20 not equal to $.10 provided.",1,0.9,1,0.9,Banana - $.90,0.9,"90%. It's obvious that there is some kind of error in the question. I am pretty sure it is wrong, but the numbers could be arranged in a way that make it work. However, no such solution has come to me immediately and so I feel unsure about my answer.",1,"100%. It’s obvious and simple enough, so I don’t have any doubts about my answer.",-0.7,"I would say that less than 40% of all participants get it right because this type of problems can easily mislead you. However, since most adults should know math basics and understand fractions, I suppose that up to 60-70% might solve this problem correctly if they read and understood it well. The problem for them would be rather psychological – many people fail to think logically in this case, while others might simply disregard the contradictory total price value given in the problem as an unimportant detail, which isn't supposed to affect their calculations. All these factors make the final estimation quite difficult, and I cannot give any precise number.",0.85,"At least 85%. This task doesn’t contain any unexpected pitfalls or ambiguous statements like the previous one, so the majority of participants should easily solve it, though some may still miss or overlook the correct solution due to a lack of attention. Nevertheless, since the required mathematical skills are elementary, almost everybody who has at least completed primary education must get it right."
175,,1a,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,0.95,I am 95% confident that my answer is correct.,1,I am 100% confident that my answer is correct.,0.8,I believe that 75% - 80% of people would solve this problem correctly.,0.95,I believe that over 95% of people would solve this problem correctly.
176,,1a,PE,1,0.05,1,0.05,Eraser costs $.05,1,0.9,1,0.9,Banana costs $.90,0.95,95%,0.6,60%,0.8,80%,0.45,45%
177,,1b,BM,1,0.45,1,0.45,$.45 (I double checked my calculation),1,0.1,1,0.1,$.10 (It was specified as a problem with math),0.99,99%.,0.98,98%,0.6,60%.,0.75,75%.
178,,2b,PE,1,0.05,0,1.05,Eraser costs $0.05 cents and the Pencil costs $1.05,1,0.9,1,0.9,.90cents,,Sure that the answer is right because that's how I interpreted the question - which I assume is the intent.,0.009,I am 100% sure that it's .90 cents.,0.5,Less than 50%. Many might just take the literal meaning without understanding it as an algebraic expression and hence could go wrong in the interpretation. This one is tricky because it needs some deeper thought.,0.75,"Maybe 75%. It seems like a fairly straightforward problem so perhaps many can get it correct, but then again there may be others who did not understand or solve it as intended. So a majority probably gets it right."
179,,2a,BM,1,0.45,1,0.45,$.45 (Correct answer),1,0.1,1,0.1,$0.10 (Correct answer),0.8,80%. (Reasonable given that most people get this problem right.),0.9,90%. (Even though it's wrong!),-0.7,60-70%. (Overestimate. About half do).,-0.95,90-95% (Strong overestimation as very few solve it correctly)
180,,1b,BM,1,0.45,1,0.45,The banana costs $.45 cents.,0,,0,,Ten cents,,I'm pretty sure I got it right.,0.95,95%,0.3,Maybe around 30%.,0.6,I think that about 60% answered it correct.
181,,2b,PE,0,1,0,0.1,"Okay, so if the pencil is $1 more than the eraser, then the pencil is worth $1.00 and the eraser is $0.10.",1,0.9,1,0.9,The banana costs $.90,0.97,Pretty sure again! 97%.,0.98,"I'm pretty sure that my answer is correct, so around 98%.",0.85,"If they understood the prompt then they probably got the solution. About 85%, maybe less because there were some errors on the previous one.",0.95,I think that most people solving this would get it right. So around 95%.
182,,2b,PE,1,5,0,1,The eraser costs 5 cents and the pencil 1 dollar and five cents.,1,90,1,90,90 cents,0.9,I'm quite certain. Maybe I should say I'm at least 90% sure.,,I'm absolutely certain.,-0.4,I'd estimate that around 30-40 percent might have answered it correctly.,0.8,I would guess about 80%.
183,,1b,BM,1,0.45,1,0.45,Banana costs $.45 (because 2.90 - 2 = .90 / 2 = .45),1,0.1,0,1.1,Eraser costs $.10 (because 1 + .10 = 1.10),1,100%,1,100%,0.7,"70%, because although its structure is identical to the pencil-eraser question, the numbers are less intuitive so more people will answer incorrectly",0.85,"85%, because some people may use flawed reasoning or get distracted by irrelevant info like sales taxes and discounts"
184,,2a,BM,0,50,0,0.9,"50 cents, I calculated the difference between 2.90 and 2 was .90 which I divided by two to find the price of the banana.",1,10,1,10,"10 cents, I used subtraction for this one.",0.8,"80%, my confidence could be higher if I had taken the time to check my work but it seemed too straight forward.",0.9,This seems even easier than the first question so I'd say 90%.,0.6,I'd like to think that about 60% will get it right because I remember some of my peers having difficulty with word problems.,0.75,For this second problem I would have to guess at least 75% answered this correctly due to its simplicity.
185,,1b,BM,1,0.45,0,2.45,"Banana costs $0.45, Magazine $2.45 (correct answer)",1,0.1,1,0.1,0.10 (correct answer),0.95,95%,1,100%,0.65,65%,0.7,70%
186,,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,1,100%,0.95,95%,0.7,70%,0.6,60%
187,,1a,PE,0,0.1,0,0.1,.10 cents,1,0.9,1,0.9,.90 cents,1,100 percent,1,100 percent,0.2,20 percent,0.2,20 percent
188,,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$0.90,1,100%,1,100%,0.3,30%,0.75,75%
189,,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$0.10,1,100%,1,100%,0.5,50%,0.75,75%
190,,1b,BM,0,2.9,0,0.9,"First off, let's find out what ""x"" stands for, by substituting it into the equation. ""The magazine costs x dollars more than the banana"" can be written mathematically as M = B + x. Therefore, our goal now is to isolate B so we know its value. To do that, we substitute our first equation into the second one. We get 2.90 = B + x. Since we also know that x = 2, we replace 'x' with '2'. Our final equation becomes 2.90 = B + 2. Solving for B gives us a result of B = 0.90, which means the banana costs $0.90 cents.",1,0.1,0,0.05,"It is often said that this problem makes people feel a bit silly for missing something so obvious, but if you think about it in terms of price ratios the answer is straightforward. The eraser can't be $0.10 because then the total would only be $1.00, not $1.10. But the eraser also cannot be free, or else there would be no need for anyone to charge for one; if they did, they would have charged some small amount instead. Thus, the only logical solution (even though most people aren't very logical when confronted by questions like this) is that the eraser has to cost $0.05 to meet both constraints simultaneously.",0.95,"95%. I applied basic algebraic principles here, though it has been a few years since I took high school math. But still, my memory serves me well.",0.95,95%,0.6,"Less than 60%, because even though there's no trick involved like before, it requires some understanding of mathematics or ability to reason through abstract problems logically.",0.3,"Less than 30%, as per several sources."
191,,2b,PE,1,0.05,0,1.05,0.05 for the eraser and $1.05 for the pen.,1,0.9,1,0.9,$0.90,0.4,40,1,100,0.3,30,0.7,70
192,,1a,PE,0,0.1,0,1.1,"Eraser = .10, Pencil = 1.10 (Wrong answer)",1,0.9,1,0.9,Banana = $.90 (Correct answer!),0.5,50%,0.7,70%,0.3,30%,0.65,65%
193,,1a,PE,1,0.05,1,0.05,Eraser is $.05 because Pencil=$1.05 ($.05 more than eraser).,1,0.9,1,0.9,"Banana costs $.90, same concept as last question.",1,100%.,1,100%.,0.75,"75%, because many get stuck on conventional thinking.",0.5,"50%, there may be some confusion regarding price."
194,,1b,BM,1,45,0,10,Banana would be 45 cents with a 10 cent margin of error because the magazine being two dollars more could imply that they rounded up to an even dollar amount for convenience.,0,,0,,"Eraser costs ten cents because if you subtract the price of the pencil from their total sum, that's what's left for the eraser.",0.15,"My confidence level is at 85%, but that 15% allows room for the possibility that I may have made some sort of arithmetic mistake or miscalculation somewhere along the line.",1,I am 100% sure my answer is correct.,0.3,"Based on past experience and observing others' difficulties, maybe only around 30% will solve this question accurately.",0.75,Probably 75%.
195,,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,0.9,90%,0.9,90%,0.8,80%,0.9,90%
196,,2a,BM,1,0.45,1,0.45,$0.45,1,0.1,1,0.1,$0.10,0.98,98%,1,100%,0.5,50%,0.75,75%
197,,1b,BM,1,0.45,0,1,"The banana cost $.45, if we assume the question asks for a solution whereby the banana costs less than $1.00. If such an assumption isn’t made then there could be various possible answers because we cannot rule out that the price of the banana is greater than that of the magazine.",1,0.1,0,1,"0.1 cents or 1 cent, both can be accepted as correct answers in this context.",0.8,"80%, but the answer depends upon how we interpret the relationship between the costs of these two objects.",0.99,99%,0.04,I expect perhaps 3/4 of all participants will solve this correctly.,0.75,I think that upwards of 75 percent would respond appropriately.
198,,1a,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,0.8,80%,1,100%,0.6,60%,0.7,70%
199,,2b,PE,1,0.05,0,1.05,Eraser = $0.05 and Pencil = $1.05,1,0.9,1,0.9,"The Banana would cost $0.90.  The price is given, no need to calculate it.",0.95,95% confident.  Simple subtraction!,0.85,"85%.  I'm pretty sure, but can always be wrong!",0.5,"Well above 50%, if they don't rush through and do their basic arithmetic.",0.75,"At least 75%, unless they did not read carefully enough."
200,,2a,BM,1,0.45,1,0.45,"Banana costs $0.45, Magazines cost $2.45.  Answer keyed in: 0.45",1,0.1,1,0.1,Eraser costs $0.10. Answer keypad entry:  0.1,0.8,80%,1,100%,0.6,60%.  Number entered:  60,0.9,90%. Number entered: 90
201,,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,1,100%,1,100%,0.75,75%,0.75,75%
202,,1a,PE,1,0.05,0,1.05,"Eraser - $.05, Pencil - $1.05",1,0.9,1,0.9,Banana - $.90,0.1,I am completely sure in my answer because there was no other way that adding a dollar could equal 10 cents without one of them being this amount or less than half.,,"Again, I feel pretty certain with my response unless someone tells me something weird about the pricing situation. Then again, weirder things have happened...",0.4,"If they answered .05 + 1.05 = 1.10 then I think at least 65%, but if they put some arbitrary number instead of .05 like .20 then maybe closer to 40%.",-0.9,Considering there's only two variables involved here I would guess around 85-90%.
203,,1a,PE,0,0.95,0,0.95,".95 cents - I added them up, then subtracted a dollar from both",1,0.9,1,0.9,$.90 cents.  Because that's the difference between the two amounts.,0.9,90%,1,"100%.  It's just basic algebra, really.",0.65,65%,-0.95,"85-95%.  Most people have taken some basic algebra, so they should know how to subtract."
204,,1a,PE,1,0.05,0,1.05,Eraser cost $0.05 and pencil cost $1.05,1,0.9,1,0.9,Banana cost $0.90,0.9,90%,0.9,90%,0.5,50%,0.7,70%
205,,2b,PE,1,0.05,0,0.5,.05 or .5,1,0.9,1,0.9,.90,0.6,60%,0.85,85%,0.2,20%,0.5,50%
206,,1b,BM,1,0.45,0,2,"Banana = $0.45; Magazine = $2.45.  First, take 2.90 minus the 2 dollars for the magazine to find out how much the banana is worth.",0,,0,,"Ten cents, because a dollar plus ten cents equals eleven dimes.",0.85,"85% I used algebra to solve it, so I'm pretty certain the results are accurate.",0.75,"75%.  I don't know why but it just sounds right, but at the same time it seems like there's something missing here that doesn't quite make sense.",0.6,"This one might be closer to 60%, but not higher because most people wouldn't even bother using math when they could just do some simple addition.",0.3,Maybe only about 30% or so would give the correct answer.  I think more people than usual would get this one wrong.
207,,2a,BM,1,45,1,45,45 cents,0,,0,,Ten cents,1,100%,1,100%,0.8,80%,0.7,70%
208,,1b,BM,1,0.45,1,0.45,"$.45 (I worked backward through the information given, as opposed to solving directly from the first piece of information.)",1,0.1,1,0.1,"$.10 (This problem might require a moment for consideration, but it seems pretty straightforward.)",0.99,"99%. (It feels solid based on my understanding of the math involved; if someone can explain why their calculation is different, I'd love to hear it.)",0.8,"80%. (I feel like there's probably something tricky I'm missing that would cause me to doubt my answer, but I don't know what that would be.)",0.6,60%. (This one might seem less obvious to people that don't want to work with actual math for fear of looking bad or being wrong in some other way.),0.75,"75%. (A lot of people seem to get tricked by those ""obviously correct"" answers sometimes. Also, the numbers given are small enough to easily calculate without having to think too hard about them.)"
209,,2a,BM,1,0.45,1,0.45,$0.45,1,0.1,1,0.1,$.10,0.9,"I am pretty certain that my answer is correct because when I first read it, it seemed very intuitive, and after trying several other possible values for both items, I could not come up with an answer that added up to $2.90. However, as soon as I submitted my answer, I thought about an alternate solution where you might use some multiplication or division between prices. While that would not be logical to me from the phrasing of the problem, I do not want my confidence rating to be influenced by this doubt so I will still rate myself 90%.",0.95,"Although the phrasing is slightly different than the previous question, my initial solution came up immediately as being .10, because the price difference was given directly in dollars rather than an indirect reference using subtraction. That's why I feel more secure in my answer here compared to the previous question. I would rate myself 95%.",0.5,"It seems like there can only be two groups of respondents: those who solve the problem intuitively with subtraction ($2.45-$2.00=$0.45) and others who think too deeply about the problem and use division or multiplication ($2.90/$3.00=.97*$3.00=$2.91). Therefore I would estimate around half, so 50%, although this may vary based on education level, background and how they tend to process problems (analytically vs instinctively.)",-0.9,"Given that the difference between the total price and pencil price is stated explicitly ($1.10-$1.00=$.10), I believe most people will give the correct response. Therefore, I estimate about 85-90%."
210,,1b,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10 (cent),,I am totally sure,,I am totally sure,0.75,75%,0.85,85%
211,,2b,PE,0,,0,,The eraser costs ten cents.,1,90,1,90,90 cents.,0.9,"90%, but mostly just because I think its really easy for mistakes on problems involving numbers and even with all the time in the world sometimes things get missed... It seems obvious now though and I can't imagine being wrong unless I somehow accidentally transposed some digits or messed up my arithmetic.",0.85,85%.,0.9,"At least 90%. This seems incredibly straight forward since there aren't many opportunities for confusion here compared to other types of questions like ones about wording where information is given in English paragraphs or something, so if someone managed to make a mistake here I would guess they were probably distracted by something or maybe not fully paying attention...",0.75,I'd guess 50% since sometimes I find myself getting distracted by seemingly irrelevant information and end up overlooking something basic like forgetting to account for tax or soemthing. But then again if it were a simple addition mistake like that it would probably be pretty obvious when reviewing one's answer afterwords... 75% might be closer then.
212,,2b,PE,1,0.05,0,1.1,Oh...uhm. Eraser: $.05; Pencil: $1.05. Add 'em up and we get $1.10!,1,90,1,90,90 cents or 90c (whatever notation),0.7,Hm.... I'd say about 70% because I had trouble with the last one and just want to check my answer.,0.9,I'm pretty sure that's correct. Maybe around 90%.,0.5,"Honestly, I have no idea since most people would immediately solve this as ""pencil = $1, eraser = $0.10"", but then that doesn't add up correctly. So maybe only half will get the right answer? About 50%.",0.8,I think most people will answer correctly so probably around 80%.
213,,2a,BM,1,0.45,0,0.95,$.45 (Banana) $.95(magazine). This answer was selected from a table showing all possible answers.,1,0.1,1,0.1,$.10 (eraser). This answer was selected from a table showing all possible answers.,0.8,"80%. This answer was provided on a slide that said, ""Answer this question after making a choice""",0.9,"90%. This answer was provided on a slide that said, ""Answer this question after making a choice""",0.3,30%,0.6,60%
214,,2b,PE,1,0.05,1,0.05,0.05,1,0.9,1,0.9,0.90,0.95,95%,0.95,95%,0.6,60%,0.8,80%
215,,2a,BM,0,0.9,0,2,Banana is $0.90 and magazine is $2.00.,1,0.1,1,0.1,Eraser is $0.10.,0.009,"100%. I know this because there was only one thing that would add up to $2.90 if you take $2 from it, leaving $.90 for the banana.",1,100%. Again I know this by simple addition.,0.5,"At least 50%, probably. There's always people who make careless mistakes so that drags down the average.",,"Easier question, almost everybody should get it right."
216,,1b,BM,0,4,0,0.5,"The answer to question 4 was not right, so I am going to say something else; I don't have an exact number though, but the cost of the banana would be less than $.50, since the magazine cannot be free.",1,0.1,1,0.1,".10 cents, because I thought it asked for the price difference.",0.5,50%,0.6,60%,0.4,"40% because they probably did not consider the magazine has a price too, and assumed it was free like before.",0.95,"95%, because most will realize that I gave them two pieces of information instead of one."
217,,1a,PE,1,0.05,0,1.1,"$.05, because the eraser would have to be cheaper by one dollar for the difference between the two to come out to $1.10 when added up.",1,0.9,0,2,"$.90, just subtracting $2 from the total to determine the cost of the banana.",0.9,90%,1,"100%, its simply a subtraction problem.",0.001,60%. Some people will get stuck on adding .10 to .10 instead of considering other values that would add up to .10.,0.85,"85%, it is only slightly more difficult because it uses subtraction instead of addition."
218,,2a,BM,0,0.9,0,0.9,.90,1,0.1,1,0.1,$.10 cents,1,"100%. I know my answer is right because it's basic subtraction, so unless something is wrong with my computer I don't see how I could have gotten this problem wrong.",1,"100%. This question seems even simpler than the last one. Basic subtraction again, and if someone made an error with the last answer, they would surely notice their mistake here and correct it.",0.7,"At least 50%, but probably closer to 70%. Most people can do this level of addition or subtraction. Some might have made an arithmetic mistake though.",0.98,"98%, if not everyone. Seriously, anyone who cannot answer this is illiterate and/or mentally deficient. I don't mean that offensively, I'm just saying I think most of these questions should be answered accurately by anyone reading them."
219,,2b,PE,1,0.05,0,1.05,Eraser = $0.05; Pencil = $1.05,1,0.9,1,0.9,$.90,1,100,1,100,-0.9,That’s simple arithmetic. There shouldn’t be any mistakes here so probably most if not all will get the correct answer. Maybe like 80-90 percent will.,0.75,I would think that everyone who solves it gets the right answer but there may be some who do not know or for whatever reason did not give the right answer. So I would say maybe around 75%.
220,,1b,BM,0,2.9,0,0.9,"This question is more difficult but using simple logic one can figure out that if the magazine costs two dollars more than the banana, then one dollar separates the cost of these two items. Thus, since the total price of both magazine and banana equals $2.90 and given that one dollar separates their individual cost, we just subtract that one dollar from $2.90 for an answer of $1.90 for the magazine. Therefore the banana must cost $0.90 cents.",1,10,0,1.1,"10 cents (since the pencil costs $1 and the total is $1.10, then it follows that the eraser would be the remaining amount).",1,"100%.  I double-checked my calculations and made sure they were correct, as well as relying on my math skills.",1,100%.  I used simple logic to solve the problem so my answer must be right.,0.85,At least 85%.,0.85,85% at least
221,,1a,PE,1,0.05,1,0.05,"$0.05, because if the pencil costs a dollar more, that's one fifty.",1,90,0,3,"I'm going to assume a tax for the difference between two dollars and twenty nine cents is applied on top of the cost of the banana alone, so 90 cents would be the cost before the tax and 90 cents divided by the sum of 1 + .06(tax rate)= 94.5 cents. So the banana itself is $0.945, rounded to 95 cents for simplicity, which leaves me with 3 cents as change if I pay two dollars.",0.99,99,0.75,75,0.8,80,0.2,20
222,,2a,BM,0,10,0,10,"I would guess 10 cents for the banana because 1 dollar (the price difference) divided by 2 dollars (the difference between 2 and 4 dollars, which is the sum total) equals .5 or 50 percent so therefore half the sum would be 1.45 for the magazine making the banana 10 cents.",0,,0,,The eraser costs ten cents.,1,100 percent.,0.999,I am about 99.9 percent sure because there’s always that tiny chance I could be wrong.,-0.5,My initial instinct says that most people solve it incorrectly.  But it also depends on their math backgrounds. So maybe around 40-50%.,0.8,Because I was once involved in standardized testing training at another institution I have an idea how certain problems stump people who wouldn't normally get tripped up. For instance when questions are presented as puzzles. That being said I believe over 80 percent of the general population would arrive at my answer given they can perform basic subtraction.
223,,1b,BM,0,2.9,0,1.1,Well I know this isn't going to be easy. If we work backwards then the magazine is $2.90 - $2 = .90 cents. And since the magazine costs $2 more than the banana that means the banana would need to cost .90 - 2 = -$1.10. But that doesn't make any sense because you can't have negative prices! So something must be wrong here. Maybe there was a mistake on my part? Let me think about this...,1,0.1,1,0.1,"$.10, because if the pencil alone is $1 then obviously the only thing left that it could have cost would be .10 cents.",0.011,"60%, I just don't know what to say anymore. Something has got to be wrong because a banana can't cost -$1.10! It might even be zero dollars if they gave it away with purchase, but definitely not negative! This one is confusing as hell though so maybe others will also be unsure too.",0.85,"85%, because even though I know the answer there's still like this little tiny fraction of a doubt in my mind for no particular reason... I guess just second-guessing myself!",-0.2,"Well, I didn't get it right. I only got 4 out of every 10 questions correct last year when taking standardized tests - and these types of problems were included! Plus, sometimes people guess or misread. So yeah, probably like 15%-20%. These kinds of problems seem really hard.",0.04,"75%. While some people might get it right they may also question themselves. Or, others who didn't think too hard or were in a rush could easily answer incorrectly. So I guess I feel like maybe around 25% won't answer correctly. But generally speaking I feel pretty good about this one - 3/4 correct."
224,,2a,BM,1,0.45,0,1.5,"$0.45. (To calculate, the participant used the equation 1.5*banana = total cost; so, banana=total cost / 1.5.)",1,0.1,1,0.1,"Eraser cost $.10. This is obviously wrong (the question was repeated, but she got the same response).",1,100%. She is very confident that her answer was correct.,0.98,98%. She feels extremely certain about the answer even though it is incorrect.,0.375,"I’m going to say 50% because the numbers look misleading. (Actually, only 37.5 percent were able to solve it correctly.)",0.65,At least 65%. But that may be my bias since I know there has to be more than one correct answer for both problems.
225,,1a,PE,1,0.05,0,1.05,The eraser costs $0.05 and the pencil costs $1.05.,1,0.9,1,0.9,The banana costs $0.90.,1,I am 100% confident that my answer is correct.,1,I am 100% confident that my answer is correct.,0.8,I think that about 80% of people who solve this problem will be able to answer correctly.,0.95,"I would guess that most people can solve this problem easily, so I will say 95%."
226,,1a,PE,0,0.1,0,0.1,I believe the answer is $.10 but that doesn't seem correct.,1,0.9,1,0.9,I know immediately that the banana costs .90 cents.,0.99,"I guess about 99%. But, like I said earlier it doesn't seem right.",1,I am very certain - about 100%.,0.001,About 75% of people would get it wrong because they assume both items cost more than .10 cents each. So they think the pencil must be over a dollar.,-0.95,Most people can do this one because there is no conflict in numbers like the last question. It will probably be closer to 90-95%.
227,,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,0.8,80%,1,100%,0.4,40%,0.95,95%
228,,2b,PE,1,0.05,1,0.05,0.05 dollars,1,0.9,1,0.9,0.90 dollars (the most common answer),0.9,90 %,0.75,75 %,0.75,75 %,0.6,60%
229,,1a,PE,0,1,0,1,"I think that it would be easy for people to fall into a trap here, thinking in terms of adding 1 dollar to something, rather than subtracting from 1 dollar. So let's try and avoid doing that.",0,,0,,"Oh wow, this is interesting because my first thought was actually to add two dollars to the one-dollar price tag from before, instead of starting fresh with the numbers presented in this question. Anyway, this time we can just take one dollar away from the total amount and conclude that the banana costs ninety cents.",0.95,95%,0.99,"I feel like this question requires less thinking than the first one, so I'm going to go ahead and say 99%.",0.25,"25%. Because they might get stuck in the same mindset as me, but never come out of it. It really depends on whether or not they notice their own mistake.",0.75,"At least 50%, probably more like 75%. People are generally pretty good at solving problems when they aren't being misdirected by previous examples."
230,,2a,BM,1,0.45,1,0.45,$.45 (Correct Answer),1,0.1,1,0.1,$.10 (Correct Answer),0.9,90%,0.8,80%,0.6,60%,0.7,70%
231,,1a,PE,0,10,0,10,Eraser costs 10 cents,1,0.9,1,0.9,Banana costs $0.90,,I am very sure about this answer.,,I'm pretty sure I answered that one correct.,,I think everyone would get this right if they did not rush.,0.5,"Some could make mistakes due to miscalculation or other reasons. Probably over 50%, I hope so anyway."
232,,1b,BM,1,0.45,1,0.45,.45 or .45 cents,1,0.1,1,0.1,.10,0.9,90,1,100,0.5,50,0.75,75
233,,1b,BM,0,,0,,Ninety cents.,0,,0,,Ten cents.,0.7,70%.,0.95,95%.,0.3,30%.,0.75,75%.
234,,1b,BM,1,45,1,0.45,"The banana costs 45 cents. If the magazine is 2 dollars more than the banana, then the difference between the total price ($2.90) and the price of the magazine ($2) is equal to twice the price of the banana, so ($2.90-$2) = 90 cents divided by 2 equals .45 cents which is the cost of the banana",1,10,1,10,"10 cents, since the question states ""together"" the cost must be $1.10 which subtracting the pencil's price leaves 10 cents for the eraser",0.45,"95%, since if you do the math using the information provided in the question the only possible answer is 45 cents.",0.1,"85%, it just makes sense that if a pen and eraser are sold together for 1.10 and we already know one of them costs 1.00, then the other must logically cost 10 cents",0.6,"60%, I imagine many people would struggle with interpreting or solving this equation",0.75,"75%, I imagine many people would answer incorrectly due to lack of understanding or failure to consider that they were given the prices for both items"
235,,2b,PE,0,10,0,1.1,"Eraser - 10 cents, Pencil - $1.10",1,90,1,90,90 cents,0.95,95%,0.85,85%,0.4,40%,0.6,60%
236,,1a,PE,0,1.05,1,0.05,"The pencil cost $1.05, so the eraser would then be $0.05.",0,0.6,0,2,"Bananas typically sell for $0.60, which works out perfectly since $0.30 cents is left after buying a $2 magazine.",0.98,98%,0.9,90%,0.0005,"50% or less.  Many will say $0.05 for both, and others might try to get fancy and overthink it.",0.02,"At least 75%. Most people know that a typical price for a banana would be $0.60, making them realize it's the only solution when presented with a $2 item already priced.  There might still be some who get creative with their responses though."
237,,2b,PE,1,0.05,1,0.05,$.05 (response immediately given with some confusion expressed),1,0.9,1,0.9,$.90 (answer provided quickly),0.5,50% (significantly longer time taken to respond and uncertainty observed),0.75,75% (some hesitation observed),-0.7,Maybe around 60-70%. (quick response but less confidence apparent),0.5,I would say about 50%. (Some delay in responding)
238,,2a,BM,1,0.45,1,0.45,$0.45,1,0.1,1,0.1,$0.10,0.9,90%,0.85,85%,0.8,80%,0.65,65%
239,,2a,BM,0,35,0,2,35 cents (cost of banana) = Total - cost of magazine; ($2.90-$2),1,10,1,10,10 cents,0.75,75%,1,100%,0.8,80%,0.9,90%.
240,,1a,PE,0,0.1,0,0.1,Eraser cost .10 cents,1,90,1,90,Banana Costs 90 cents,0.95,I am 95 percent sure,1,I feel 100% certain with my answer,0.8,I would guess that about 80 percent answered the question correctly,0.75,At least 75 percent got it correct
241,,1b,BM,0,,0,,Bananas cost thirty cents.,0,,0,,The eraser costs ten cents.,0.95,95%,0.95,95%,0.7,"Again, I think 70% would get it right.",0.7,I think 70% would solve it correctly.
