Subject,Subject.1,CB,StandardProblem,StandardAcc,StandardResp,StandardAccLast,StandardRespLast,StandardStr,ControlAcc,ControlResp,ControlAccLast,ControlRespLast,ControlStr,StandardConfidence,StandardConfidenceStr,ControlConfidence,ControlConfidenceStr,StandardOpinion,StandardOpinionStr,ControlOpinion,ControlOpinionStr
199,,2b,PE,1,0.05,1,0.05,$.05 cents.  Not so sure about this one though.  It sounds too simple to be correct.,1,0.9,1,0.9,$.90 cents.  My wife would kill me if I didn't get this one.,1,75%.  I am not 100% sure but close enough to bet my next paycheck on it.,1,100%.,0.4,"40%  Again, it's one of those questions that is either totally obvious or something you have to think about.  And most of us don't like thinking when we don't have to!",0.75,75%.  It seems pretty obvious but sometimes I can surprise myself...and others...with some really dumb answers!
200,,2a,BM,1,0.45,1,0.45,$0.45 for banana,1,10,1,10,10 cents for eraser,0.85,85%,0.9,90%,0.7,70%.,0.85,85%.
201,,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,0.85,85,0.85,85,0.5,50,0.75,75
202,,1a,PE,1,0.05,0,0.65,"Eraser must be $0.05 then Pencil would be $1.05, however answer key says 0.05 which leads me to believe that it may be possible for pencil and eraser to each cost an uneven amount instead of assuming the total number had to add up to a whole dollar amount... which isn't something I ever considered until now. So either .05 or .65 depending on how strict adherence to the rules are being enforced.",1,0.9,1,0.9,Banana costs $0.90,0.8,80%,1,100%,0.5,"I have no idea, most likely less than 50%.",0.9,"Probably 90%, but maybe some would have trouble with that too."
203,,1a,PE,0,1.1,0,0.1,"I am assuming that the problem states, ""A pen and eraser..."" in which case if you have a total of $1.10, the pen would be $1 and the eraser .10 or one dime, thus answering the question correctly as long as it says 'pen'. If this were a trick question, please let me know.",0,2.9,1,0.9,"Well now, since we already know the cost of the magazine, then the difference between the $2.90 would be for the banana. Thus, $2.90 - $2 = $.90, making the answer easy to find without any mathematical tricks or assumptions.",0.95,95%,1,"I am absolutely sure that my answer is correct. I had no need to assume anything, so there should be no mistake with the numbers provided. I'd give myself 100%, although knowing humans as well as I do, something could always go wrong!",0.6,60%. People are often led astray by these types of problems,0.75,"Since we were given exact prices, and did not have to make an assumption regarding a word choice issue such as 'pen', which was corrected, I believe that this time more people will arrive at the right answer, probably around 75%. Of course I'm being generous. The truth might very well be lower due to human nature."
204,,1a,PE,0,0.1,0,0.1,.10,1,0.9,1,0.9,.90,0.5,50%,0.75,75%,0.25,25%,0.9,90%
205,,2b,PE,1,0.05,1,0.05,$.05 (five cents).,1,0.9,1,0.9,$.90 (ninety cents),0.75,This time I was only around 75 percent confident.,0.85,I am about 85 percent confident that my response is accurate.,,Hmmm...I would guess less than half will solve this one accurately.,0.5,About 50%. I would think this problem causes some people confusion.
206,,1b,BM,1,0.45,1,0.45,0.45,1,0.1,1,0.1,0.10,0.75,75%,0.9,90%,0.6,60%,0.85,85%
207,,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,1,100%,1,100%,0.0045,"50%. I know it’s easy for most people to overlook the “$2 more” and just go for .45, but I think if given enough time, most people would come to the correct answer.",0.85,"85%. This one is harder than the first because of its similarity with the last example, which had an incorrect solution floating around. I think more people will miss this one."
208,,1b,BM,0,49,0,0.47,"Bananas usually sell for about 49 or 59 cents. If we add that sum to two dollars, we get three dollars and nine cents. That would leave eight cents as the difference between the total value and the price of the magazine. So, we must deduct eight cents from the original total of twenty-nine cents to arrive at our correct answer: forty-seven cents or $.47 for the banana.",1,0.1,0,1.1,"Ten cents or $.10 because the eraser would be 10 cents if the pencil cost a dollar and was also on sale for ten cents less than its original price.  So, without the special deal on the pencil, it's normally $1.10 and the eraser, at full price, is therefore ten cents.",,"Let me check my math. OK, here we go:",0.95,95%.,0.93,"Based on my earlier answer about the pencil and eraser question, I'm going to say around 93%.",0.95,"I think around 95%. It seems pretty straightforward, though I know some will struggle with lateral thinking problems. But then again, so did I when faced with my first one in a survey like this - that time I had to work out which direction I was facing by only looking at my shadow!"
209,,2a,BM,0,70,0,70,70 cents (the only correct answer).,1,10,1,10,10 cents (the only correct answer.),0.8,80%,1,100%,,I have no idea!,0.65,65% or so…I think most people get this one.
210,,1b,BM,0,0.7,0,0.2,I have a feeling you want me to think outside of the box here since my initial gut answer is $0.70 based on the first problem...but that's incorrect so let me consider further - if the difference between them is $2 then the magazine should be $2.70 and the banana $0.20,1,0.1,0,1.2,"$.10, because that would make a total of $1.20 which is incorrect but the question asks for ""how much"" not necessarily an actual price",0.5,50% because there were two possibilities considered,0.5,50%,0.3,30%,0.8,80%
211,,2b,PE,1,0.05,0,1.1,"The eraser costs $.05 cents, the pencil costs $1.05 cents. At first glance, I thought it was an even split, but then remembered that the pencil costs $1 more so subtracted $0.95 from $1.10 for the correct answer.",1,0.9,0,2.9,"$.90 cents. The first question asked how old I was, but now there is a different context asking for the price of an item. At first, my brain wants to respond as if it is asking me about age, which doesn't make sense so my brain corrects itself by making the comparison between $2.00 and $2.90 rather than just trying to guess what the actual price might be from looking at a single price tag in a vacuum without any reference.",0.8,80%. This question was slightly harder because it required subtraction rather than simple addition.,0.9,90%. This seemed like a relatively easy problem compared to others.,0.6,"60%. Many people will assume an equal split like before, making them choose wrong answers. But others should be able to figure out the correct one if they pay attention to details.",0.75,"75%. Most people should get this right because they would think similarly to how I did, especially if they read my explanation. However, some may still struggle due to distractions or difficulty understanding the instructions."
212,,2b,PE,1,0.05,0,1.05,The eraser is $.05 and the pencil is $.10+$.05=$1.05,1,0.9,1,0.9,$0.90. You can use subtraction (price of mag-banana price=0.90) or addition (total price/price of mag). Both give you the same result.,0.95,"95%. I did some simple arithmetic in my head, so it shouldn't be that hard to calculate.",1,"100%. I calculated it quickly in my head, so it was very easy and fast to come up with an answer.",0.4,"40%. There is a common misconception in which one subtracts instead of adding when faced with a mathematical situation such as this. Many individuals will fail to realize that there exists an addition problem, and instead focus on solving subtraction equations.",0.75,"75%. This problem isn't particularly tricky if one remembers their simple math skills; therefore, the vast majority of respondents would likely have answered it correctly."
213,,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,0.75,75,0.85,85,0.9,90,0.6,60
214,,2b,PE,1,0.05,1,0.05,"Eraser= $.05 cents and pencil = $1.05 cents.  Same as above, just requires reversing the numbers from $1.05 back down to .05 cents.",1,0.9,1,0.9,"$.90 cents, I'm pretty sure that this question tries to trick people into thinking in reverse and coming up with $1.10 for a banana instead of .90cents because of the number order.",0.9,"90%, I did these calculations several times.",0.85,85%.,0.0005,"60%, again because many seem to reverse the answer in their heads and get $1.05 instead of the correct answer of $.05 cents.",0.7,"70%.  It seems like an easy math problem but when tested with kids on Sesame Street (or was it another show), many still had trouble understanding."
215,,2a,BM,1,0.45,0,2,$0.45 (I subtracted 2 from the price of the magazine).,1,0.1,1,0.1,$.10 (It's just like the last one only with smaller numbers so I did the same operation on it).,0.98,98%.,1,100%.,0.6,60%.,0.8,80%.
216,,1b,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,0.7,70,0.9,90,0.3,30,0.8,80
217,,1a,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,1,100%,1,100%,0.4,40%,0.7,70%
218,,2a,BM,1,0.45,1,0.45,$0.45,1,0.1,1,0.1,$.10,1,100%,1,100%,0.8,80%,0.8,80%
219,,2b,PE,0,1,0,1.05,"Let ""e"" represent the eraser’s price. Given that the pencil (p = e + $1) is priced at exactly $1 higher than the eraser, then solving for ""e,"" we find that if the pencil and eraser together cost $1.10, which implies the following equation:  e + ($1 + e) = $1.10. By solving this simple equation, we can see that the eraser must cost 5 cents, so the pencil will cost $1 plus this value, or $1.05.",1,90,1,90,"90 cents.  If a magazine and banana together cost 2 dollars and 90 cents, and the magazine was 2 dollars, then by subtracting the magazine's price from their total price (which leaves the banana's price), it follows that the banana must cost 90 cents.",1,"100%. I'm totally sure of my answer because it involves solving an algebraic equation which requires no assumptions or estimations; thus, given that I have sufficient mathematical knowledge, my confidence should be very high.",0.9,"100%. I'm totally sure of my answer because the question is asking for the exact price of one item relative to the other items being sold; thus, since they state the other item’s price, I know the banana costs 90 cents.",0.3,"30%. It seems like many people would struggle with this problem because it does require some basic algebraic skills. Those without such education might estimate answers based on common price points rather than using math to find out the exact values, leading to incorrect solutions.",0.65,65%. It seems like many people would probably be able to get this correct because it doesn't require complex mathematics or reasoning.
220,,1b,BM,0,2.6,0,0.3,"The magazine costs $2.60 and the banana costs $0.30. This is because if we express the relationship between their prices with an equation, then 1) Mag + Ban = 2.9 and 2) Mag = Ban+2; hence Ban = -2.6+2.9/2 = 0.3.",1,0.1,1,0.1,"$0.10, because I was asked ""how much"" not ""what percentage of the total"".",1,100%,0.95,"95%, but still unsure if it is the right way to ask this question since we know that most things have multiple possible answers, even if only one is usually used for practical purposes.",-0.8,I hope that everyone solves it as required. 75-80%.,0.001,"At least 80% will give the answer as stated by me, but another part may use an alternative approach where they calculate how much of the whole should be assigned to the eraser based on the price of the pencil, which also gives $0.10 as a result, just calculated differently."
221,,1a,PE,0,10,0,0.1,The eraser would be 10 cents. (0.1),1,0.9,1,0.9,Bananas cost $.90 (0.9),0.85,I am 85% confident that my answer is correct.,0.9,I am 90% confident that my answer is correct.,0.7,70%.,0.75,75%.
222,,2a,BM,1,0.45,1,0.45,$0.45,1,0.1,1,0.1,$0.10,0.95,95,0.99,99,0.55,55,0.87,87
223,,1b,BM,0,2.9,0,72.5,"First off, we don't know the sales tax amount added onto this $2.90. So with only knowing these pieces of information, we have to make an assumption; let’s assume there's no sales tax added here. That said, if we consider the difference between their prices to equal two dollars, then we can figure out that one-quarter of this combined price would equal the cost of the banana, since the magazine costs four times more. Now we just divide 2.90 by 4. I got the answer: 72.5 cents (rounded to the nearest cent).",1,0.1,1,0.1,"Ten cents ($0.10). I was assuming they were sold separately but in a packaged deal, so no sales tax applies.",0.8,"I am around 80% sure because it depends on whether there is sales tax applied to the combined cost of the items, which we do not know about. Without additional information regarding sales tax or some other factor, my answer might differ from reality. But assuming no tax applies, my reasoning seems correct to me.",0.95,95%. There's still some room for error due to me potentially overlooking something minor.,0.55,"Given that this problem requires both critical thinking and arithmetic calculations, plus considering people’s assumptions towards taxes, I believe approximately half of participants will solve it correctly – say 55%.",0.78,78%. There could be various reasons that hold other participants back such as making an arithmetic mistake or simply misreading/misinterpreting the question.
224,,2a,BM,1,0.45,1,0.45,0.45cents,1,0.1,1,0.1,0.10cents,0.78,78%,0.93,93%,0.9,90%,0.8,80%
225,,1a,PE,0,0.1,0,0.1,.10 (The eraser cost $0.10),1,0.9,1,0.9,.90 (The banana cost $0.90),0.95,95,1,100,0.7,70,0.8,80
226,,1a,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,1,100,1,100,0.98,98,0.96,96
227,,2b,PE,1,0.05,1,0.05,"$.05 (5 cents). The eraser is obviously less than one dollar because it only costs $1.10 total, so we know right away that 1-cents won't work since it would still be too much for the total, leaving .05 as the only alternative.",1,0.9,1,90,$.90 (90 cents),0.85,"About 85%. If the first question taught me anything, it was that sometimes I think things that seem obvious are true when they really aren't. So I tried to think through it logically instead of just going with my gut reaction.",0.9,90%. It's an easy question so I was pretty sure of it.,0.01,"I would say around 65%. Some people might assume the difference between the pencil and eraser has to be a round number like .25 or .50, but if you actually do the math it becomes clear very quickly that can't be true since $1 is such a large difference compared to the total price of everything combined.",0.09,"Maybe about 75-85%. Not everyone realizes that even though ""nine"" comes before ""two"" lexographically (when looking at it as a word), ""2"" is smaller than ""9""."
228,,2b,PE,1,0.05,0,1.05,"$.05 for the eraser, and $1.05 for the pen.  This question requires slightly more thought; however, the answer is still pretty obvious.",1,0.9,0,2,"$.90 (the easy way) or $1 if I try to compute in my head, because that's the difference between total cost and the price of the mag (which I remember was $2).",1,100%.  See previous statement.,1,"100%.  Because, again, this isn't even an interesting problem.",,Well under half if they are required to solve this problem only mentally; perhaps significantly more with calculator/writing implement assistance.,0.9,"At least 85% but probably over 90%.  Again, it's just addition, and subtraction in reverse."
229,,1a,PE,0,0.1,0,0.1,"Eraser costs $0.10 cents because if it's less than that, the pencil would have to be negative.",1,0.9,1,0.9,Banana costs $0.90,1,100%,0.95,95%,0.8,80%.,0.7,70%
230,,2a,BM,1,0.45,1,0.45,"I would need a calculator... but it's .45 cents.  Answer seems counter-intuitive at first glance, especially if you're doing this quickly without writing it out.",1,0.1,1,0.1,This one's easy... the eraser costs $.10!,0.8,"I was about 65%, then recalculated. Now I am 80% certain that my answer is correct.",0.99,"99% certain because there can be no other answer unless something funny happens like pencil or eraser being free, which doesn't seem likely given context clues.",0.5,"I think only half of people will get this right immediately, so I think 50%.",0.75,"Maybe 75%, since some people might not read carefully and assume the second part says ""the eraser ALSO costs..."" but honestly even if they didn't read carefully, most should still get it right because math."
231,,1a,PE,0,0.1,0,0.1,.10,1,90,1,90,90 cents,0.9,90%,0.8,80%,0.6,60%,0.55,55%
232,,1b,BM,1,0.45,1,0.45,Bananas cost $.45 each,1,0.1,1,0.1,.10cents,1,100%,1,100%,0.75,Again my answer would only reflect those within my immediate circle of acquaintances or a random survey. It is difficult to accurately assess without feedback but based upon previous experiences such as polling my classmates when completing similar exercises in college I would venture to say approximately 75%.,0.85,I am unsure as I would have no way of knowing other than perhaps asking everyone I come into contact with or posting on some type of forum for a more extensive sampling. My best guess at a moment’s notice would be about 85%.
233,,1b,BM,0,2.9,0,-1.1,"Let B represent the cost of the Banana and M represent the cost of the Magazine.  We know two things about these quantities; firstly they add up to $2.90 so we can write an equation that says M + B = 2.90. Secondly we also know that the magazine costs $2 more than the banana which is written as M = 2 +B. By substitution, we find out that 4 + B = 2.90 or B = -1.10. However since we cannot have negative money values, this implies that there has been some inconsistency in the statement of the problem.",0,1.1,1,0.1,"It is given that a pencil and an eraser cost $1.10, but only the price of the pencil has been revealed as $1.  This implies that the eraser alone would cost the balance price which is equal to the total minus the amount for the pencil.  In other words, $1.10 - $1 = $.10",1,"While my calculation was correct and consistent with basic arithmetic concepts, it contradicts real world constraints. In fact, it appears likely that there may be some error in either the given information or my interpretation. I am thus less than 100 percent confident in my response.",1,I am 100 % sure.,-0.25,"The majority would likely have assumed that the problem was well posed and attempted to solve it directly. Since this leads to contradictory results, I suspect that only about 15-25% of participants will respond as I did by questioning the validity of the question. Of those who accept the problem at face value, very few might arrive at an answer indicating awareness of logical inconsistencies.",-1,"Given its simplicity, I would estimate that around 95-100% of the population will solve the math question correctly."
234,,1b,BM,1,0.45,1,0.45,$.45 cents,1,0.1,1,0.1,.10 cents,0.8,80%,1,100%,0.75,75%,,I don't know
235,,2b,PE,1,0.05,1,0.05,0.05,1,0.9,1,0.9,0.90,1,100%,1,100%,0.5,50%,0.8,80%
236,,1a,PE,0,0.1,0,0.1,".10 cents because the eraser is .90 cheaper than the pencil, making it 90 cents but when combined with the total amount it becomes 110 cents so we subtract 100 from that number to get the original value, thus resulting in .10 cents as our answer for the price of an eraser",1,90,1,90,"It's 90 cents; we just need to take away 2 dollars since that is how much the magazine costs, which leaves us with 90 cents being the price of a banana",0.87,87 percent,1,100 percent,0.45,45 percent,0.73,73 percent
237,,2b,PE,1,0.05,0,1.05,Eraser costs $.05 and the pencil costs $1.05; I did this one by looking at it backwards basically saying if the eraser costs x that means the pencil would have to cost a dollar plus x but you know that the total has an extra dime so you take out a nickel from both values and get your final values.,1,0.9,1,0.9,"$.90, I would think that if it said how much the banana was in relation to the magazine then all of the price is being used up by the magazine so the only thing left over is the amount for the banana.",0.95,"95%, since it is basic arithmetic which I feel comfortable with doing I am fairly certain about my answer unless there was a mistake somewhere or if there is something i dont see yet.",0.65,"65%, my answer seems logical but the way its written makes me doubt myself a little bit.",0.75,"75%, a good portion of the population knows basic arithmetic even though there may be those who will make simple mistakes.",0.85,"85%, maybe more since its a common logic problem but then again I could be wrong on how many people can solve it."
238,,2a,BM,1,0.45,0,0.95,Banana costs $.45 and Magazine costs $.95. (Correct!),1,0.1,0,1,Eraser costs $.10 and Pencil costs $1.00. (Incorrect!),0.73,"I'm pretty confident about that, so I give myself a 73%.",0.92,"It was too easy to be mistaken, so I'd say my confidence is 92%.",0.67,"I think at least half will be able to do this, so maybe around 67%.",0.75,"Maybe 75%, if they weren't deceived by an unexpected solution."
239,,2a,BM,1,0.45,1,0.45,$.45 cents,1,0.1,1,0.1,$.10,0.8,80%,0.8,80%,0.4,40%,0.95,95%
240,,1a,PE,1,0.05,0,1.1,"Eraser cost is $.05 because if Pencil = $1 + Eraser, then 1+.05 = 1.10.",1,0.9,0,2.9,Banana costs $.90 because 2 + .90 = 2.90.,1,100%.,1,100%.,0.75,75%.,0.85,85%.
241,,1b,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,0.75,75%,1,100%,,Less than half maybe,,I’m not going to make that judgment
242,,1b,BM,0,0.9,0,0.75,"First thought would be that the banana would cost .90 but then I realized if there was a difference between the two items, it's possible for both to equal the same price so my answer is .75",1,10,1,10,10 cents,0.99,99,1,100,0.7,70,0.8,80
243,,1a,PE,0,0.1,0,1.1,.10 cents because if the pencil was a dollar more that would make it $1.10 plus whatever the eraser was. I thought for a moment but not sure how much time passed while thinking.,1,0.9,1,0.9,$.90 cents. I did not think too long on this one at all.,0.6,"60%, it makes sense mathematically but it seems so easy I doubt my answer slightly.",0.9,90% because I am pretty confident after solving many similar problems during childhood and throughout school years.,0.5,50%. This question is often answered wrongly by some students when taught as part of their coursework in basic algebra or arithmetic.,0.9,90% because these kinds of problems are generally considered quite simple.
244,,1b,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,0.8,80,0.95,95,0.7,70,0.6,60
245,,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,0.85,85%,0.98,98%,0.7,70%,0.6,60%
246,,2a,BM,1,0.45,0,2.45,"Banana costs $0.45, Magazine costs $2.45",1,0.1,0,1,"Eraser costs $0.10, Pencil Costs $1",0.98,I am about 98 percent certain,1,I am 100 percent sure,0.6,I think around 60 percent will answer correctly,0.85,I think more than 85 percent answered this one correctly
247,,1a,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,0.98,98%,0.77,77%,0.32,32%,0.42,42%
248,,2a,BM,1,0.45,0,100,Banana costs .45 cents (45/100 dollars),0,1,0,100,Eraser costs 1 cent (1/100 dollars),0.87,87 percent,0.92,92 percent,0.3,30 %,0.6,60 %
249,,1b,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,0.9,90%,0.95,95%,0.8,80%,0.9,90%
250,,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$0.90,0.7,70%,0.9,90%,0.35,35%,0.75,75%
251,,2a,BM,1,0.45,1,0.45,"I believe it's a trap question, but after some thought...$.45 for banana.",1,0.1,1,0.1,"Eraser costs $0.10, same scenario.",0.75,75%.  I had some hesitation.,0.01,98%.  Seems clearer than before since $1 is already given for the pencil.,0.0045,"25%, perhaps less.  People seem to have trouble thinking about price differences and simply subtract $.45 from total price to get banana price.",-0.7,"65%.  Still many will make mistake on first question but then recognize that it's the same process, so probably around 65-70%."
252,,1a,PE,1,5,1,5,"5 cents because if the pencil is one dollar, and it's a dollar more expensive than the eraser, then the eraser is obviously five cents cheaper, so 5 cents.",1,90,1,90,"90 cents, same method as last time.",0.96,"96%, just a tiny bit of doubt that my logic didn't fall apart somewhere along the line.",0.98,98% this one seems pretty straightforward,0.4,"40%, I bet most people don't think past the ""it costs one dollar"" part",0.85,"85%, unless they are making the mistake of thinking the price difference between two things is always the same as the individual price for one"
253,,1a,PE,0,0.1,0,0.1,Eraser = .10,1,0.9,1,0.9,Banana = $.90,0.01,"95%. I know it's unusual to give such a high confidence level for such an easy problem, but my brain tends to like working through things logically until there's no question that something can be any other way. I think this one might just be me though as most people probably would have given less of a percentage if anything at all, since there's little reason to second guess oneself when dealing with numbers so small. It was only when I started looking at the answers afterwards that I noticed quite a few were different from mine, which surprised me since it seemed obvious to me what the correct answer should be. That said, while my initial thought process did involve checking to see if it was possible for the pencil price to be a whole number above $1, as well as confirming whether or not a zero-cent value could exist for either object before settling on my final answer, I'm fairly certain these weren't factors taken into consideration by",0.95,"95%. Once again, logic wins out over any potential uncertainty regarding unconventional pricing schemes involving perishable goods like fruit. This one seems rather straightforward too though; maybe more so than the last question since there's less room for interpretation here due to only two items being mentioned instead of three.",0.2,"Maybe around 20%. However, considering how much time has passed since first seeing it and the fact that others might not approach it the same way I do, who knows? Perhaps even less than half will end up getting it right...",0.5,"Probably close to 60%, given how simple it is compared to the previous question. But then again, people can be weird about prices when shopping, especially if they think they're getting ripped off, which could lead some to make mistakes. So perhaps slightly lower, but still well above 50%."
254,,2b,PE,1,0.05,1,0.05,The Eraser Costs $.05 Cents,1,0.9,1,0.9,The Banana Costs $.90 cents,0.8,I am very confident that my answer is correct. Let us assume 80%.,1,I am totally sure my answer is correct - so 100%.,0.75,"I think most of them should be right but some may stumble with negative numbers, so let us say 75% are correct.",0.95,I believe almost everyone will solve it correctly - let's say 95%.
255,,1b,BM,1,45,1,45,45 cents for the banana,1,10,1,10,10 cents,1,100%,1,100%,-0.85,I would guess that at least 80-85% do.  It is one of those problems that some will find difficult but most can work out.,0.95,I am not sure - maybe about 95% or more
256,,1a,PE,0,10,0,10,"The eraser costs 10 cents.  It's a classic example of people failing to realize that there might be multiple correct solutions - if you assume whole dollar prices, then the eraser has to cost either 5 or 10 cents.",0,2.9,1,90,"This time, if I am understanding things correctly, then we're looking for a number such that two dollars plus X (the value of the banana) equals 2.90. That leaves us with 90 cents as the correct answer to how much the banana costs. If I was ever in doubt about something like this, then I could always check whether my calculations made sense by adding both values back together again to ensure that they actually matched up with the total given. So far as confidence goes, I think I'd place myself somewhere near 90%. It feels almost silly to be less than completely sure when answering questions like these because the numbers themselves should tell you exactly what to do - but you never know...",0.8,"80%.  I know that some people might argue that you can't have multiple valid answers to a problem like this. But I've read enough cognitive psychology studies by now to know that most people will give one particular answer when asked questions like this one. So, even though there might be room for argument over my interpretation of what was being asked here, I felt pretty good about what I had put down as an answer.",0.9,90%.,-0.8,"Based on what I have learned through reading cognitive psychology studies, I would guess around 70-80%.  And those are just the folks who arrived at the answer that I did.  The ones who came up with the more widely accepted wrong answer are still going to make up quite a large portion of all responders.",-0.7,"Considering all the possible interpretations of problems involving addition and subtraction, I would put my guess at maybe 65-70%. Some people might get confused by having the total price listed first rather than last. Others could potentially mix up their order of operations when doing math inside their heads. And then there's always going to be some subset of individuals who just aren't great at mental arithmetic no matter what sort of question gets posed to them."
257,,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$0.90,0.95,95,1,100,0.65,65,0.65,65
258,,2b,PE,0,10,0,10,"Eraser costs 10 cents, pencil would cost $1.10 if that was true so pencil actually costs $1, therefore eraser costs 10 cents",1,90,1,90,90 cents,0.85,85%,1,100%,0.4,40%,0.85,85%
259,,2a,BM,1,0.45,1,0.45,$0.45,1,0.1,1,0.1,$0.10,0.85,85%,0.99,99%,0.5,50%,0.7,70%
260,,1b,BM,0,2,0,0.7,"If we call the price of the banana X, then the price of the magazine becomes X + $2. Together, they should equal $2.90. This means we have to solve the equation: X + (X+$2) = $2.90 => X=$0.70. Therefore, the banana costs $0.70 cents.",1,0.1,0,0.05,"It seems like the price of the pencil already includes the $0.10. So, if the pencil itself is $1, then the eraser must be free. I think a common mistake people make here is assuming that they have to split the $0.10 in half and pay $0.05 for the eraser. That's not what the question implies though.",0.95,"95%, as long as my calculations are correct.",0.95,I would say around 95%. Since it's possible that there was some sort of trickery involved.,0.3,"Considering that many people might struggle with algebraic equations, I would guess maybe 30%. But that's just an estimate.",-0.6,"Maybe about 50-60%, but it's hard to say since sometimes these questions can catch people off guard."
261,,1a,PE,1,0.05,1,0.05,Eraser cost $.05,1,0.9,1,0.9,Banana cost $.90,0.9,90%,0.95,95%,0.75,75%,0.6,60%
262,,2b,PE,0,0.1,0,0.1,.10,1,0.9,1,0.9,$.90,0.85,85,0.9,90,0.3,30,0.65,65
263,,1a,PE,1,0.05,0,0.1,"Eraser Costs $.05 (The common answer to this question is $.10, but some participants get it correct)",1,0.9,1,0.9,Banana costs $.90 (Correct),0.97,I am 97% sure of my answer.,1,I am 100% sure of my answer.,0.3,Maybe 30%,0.6,Definitely higher than 60%.  Most people should have gotten that one right.
264,,2a,BM,1,45,0,2.9,The banana costs 45 cents and the magazine 2.45 dollars (since the magazine costs two dollars more) for a total of 2.90 dollars as instructed in the question.,0,1,1,0.1,"This problem seems very similar to the last one, except reversed.  Therefore, I know from my previous experience with that problem that the original statement is misleading me here because obviously you can't buy a pen for $1 when the total cost was supposedly $1.10, and thus the first price quoted ($1) must also be incorrect.  If they had given the actual prices for both items at the start without trying to trick me like this, then it would make more sense and seem fairer.  But now that I see through their deception, I will simply add these numbers together instead of subtracting them to arrive at -$0.10, which shows there was never enough money in this scenario anyway (at least not according to how they presented it).  As such, since it doesn't add up correctly due to faulty math provided earlier, I cannot answer this part of the question honestly unless someone clarifies what they meant by",1,"100% (I'm an undergrad student taking an intro psych course, and I learned this trick back in middle school.)",1,"Based on my prior reasoning about the apparent discrepancy between the two amounts originally stated versus the reality of purchasing objects costing those prices, I am quite certain that their question does not accurately reflect real-world situations or possibilities. Thus, I would say I am 100% confident that I cannot provide an accurate answer under the current circumstances because the information given is inherently flawed.",-0.7,"If they follow the instructions of the first statement, then perhaps 10%.  If they calculate that one of them costs $1.45, which isn't possible given the options, maybe another 30% or so would solve it by dividing 2.90 / 2 = 1.45 and realize there is no such coin.  Otherwise, assuming all other possibilities were considered, most people would get it right; but I can easily see someone getting stuck on a circular logic with some variation of $2.50 - $1.05 = $1.45, making their final answer $1.05 and still within the range provided for solving the puzzle, so even those who have made an arithmetic mistake would still be 'correct' by definition in terms of passing the question.   So I think the percent of those actually correct might be as low as 60-70% if most people don'",0.3,"Given that the majority of people seem to have fallen for the same misdirection as before, I suspect very few will realize the error and even fewer will manage to give the correct solution based on true mathematics.  So perhaps only 5-10%.  However, if we include all who chose one of the incorrect answers presented due to being led astray by the deceptive phrasing, then maybe closer to 30% or so might be 'correct' within the bounds specified here; though they wouldn't necessarily understand why their choice was right according to the actual numbers involved."
265,,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,1,100%,0.95,95%,0.6,60%,0.85,85%
266,,1a,PE,0,0.1,0,0.1,$.10,1,0.9,1,0.9,$.90,1,100%,1,100%,0.2,20%,0.8,80%
267,,1b,BM,0,,0,,Twenty cents,0,,0,,Ten cents,0.9,90%,0.95,95%,0.4,40%,0.8,80%
268,,1b,BM,1,0.45,1,0.45,0.45,1,0.1,1,0.1,.10,0.7,70,0.9,90,0.6,60,0.5,50
269,,1b,BM,0,2.9,0,0.9,If the magazine costs two dollars more than the banana then the banana is priced at whatever remains when two dollars is subtracted from the price of the magazine and banana combined ($2.90). This means the banana costs $2.90 - $2.00 = $.90,1,10,1,10,"It would seem that the eraser would have to be worth 10 cents in order for the total to be $1.10 but it really says ""The pencil COSTS $1"", so I think the implication is that the total amount spent on both items is $1.10, which would make the eraser free. But if this is a trick question then perhaps they want me to say 10 cents even though that's not what the question states. Well...I will stick with my original answer!",1,100%,1,100%,0.02,Perhaps higher because this time they stated explicitly that the magazine costs $2.00 more than the banana.,,Maybe around half or so depending on whether people read closely enough?
270,,2a,BM,1,0.45,1,0.45,0.45,1,0.1,1,0.1,0.10,0.99,99,1,100,0.67,67,0.67,67
