Subject,Group,Age,Gender,StandardProblem,CBType,StandardAcc,StandardResp,ControlAcc,ControlResp,StandardRT,ControlRT,StandardConfidence,ControlConfidence,StandardOpinion,ControlOpinion,StandardRecall,ControlRecall,StandardMC,ControlMC,LogStandardRT,LogControlRT,LogRTdiff,Confdiff,Opindiff,temp
392,LLM_L2WVU70,22,Female,PE,1a,0,0.5,1,0.9,,,0.8,0.8,0.7,0.8,,,,,,,,0,-0.1,0.9
393,LLM_L2WVU70,22,Female,PE,1a,1,5,1,90,,,0.93,0.94,0.78,0.86,,,,,,,,-0.01,-0.08,1
394,LLM_L2WVU70,22,Female,PE,1a,0,0.55,0,2.45,,,0.65,0.85,0.3,0.7,,,,,,,,-0.2,-0.4,1.6
395,LLM_L2WVU70,22,Female,PE,1a,0,,0,0.88,,,0.46,0.71,0.73,0.93,,,,,,,,-0.25,-0.2,3.2
396,LLM_L2WVU70,22,Male,PE,1a,1,5,1,90,,,0.8,0.7,0.6,0.4,,,,,,,,0.1,0.2,0.1
397,LLM_L2WVU70,22,Male,PE,1a,1,5,1,90,,,0.9,0.7,0.8,0.6,,,,,,,,0.2,0.2,0.2
398,LLM_L2WVU70,22,Male,PE,1a,1,5,1,90,,,0.8,0.7,0.6,0.4,,,,,,,,0.1,0.2,0.3
399,LLM_L2WVU70,22,Male,PE,1a,0,0.5,0,0.7,,,0.8,0.9,0.6,0.8,,,,,,,,-0.1,-0.2,0.4
400,LLM_L2WVU70,22,Male,PE,1a,1,5,1,90,,,0.7,0.8,0.4,0.6,,,,,,,,-0.1,-0.2,0.5
401,LLM_L2WVU70,22,Male,PE,1a,0,,0,,,,0.75,0.8,0.6,0.8,,,,,,,,-0.05,-0.2,0.6
402,LLM_L2WVU70,22,Male,PE,1a,1,5,1,90,,,0.9,0.8,0.6,0.7,,,,,,,,0.1,-0.1,0.7
403,LLM_L2WVU70,22,Male,PE,1a,0,90,0,70,,,0.5,0.8,0.6,0.8,,,,,,,,-0.3,-0.2,0.8
404,LLM_L2WVU70,22,Male,PE,1a,0,0.55,1,0.9,,,0.85,0.75,0.86,0.43,,,,,,,,0.1,0.43,0.9
405,LLM_L2WVU70,22,Male,PE,1a,1,5,1,90,,,0.85,0.7,0.9,0.65,,,,,,,,0.15,0.25,1
406,LLM_L2WVU70,22,Male,PE,1a,0,35,1,90,,,0.87,0.66,0.49,0.59,,,,,,,,0.21,-0.1,1.6
407,LLM_L2WVU70,22,Male,PE,1a,0,,0,,,,0.99,0.99,1,1,,,,,,,,0,0,3.2
408,LLM_L2WVU70,22,Female,PE,1a,1,5,1,90,,,0.9,0.7,0.8,0.6,,,,,,,,0.2,0.2,0.1
409,LLM_L2WVU70,22,Female,PE,1a,1,5,1,90,,,0.9,0.7,0.8,0.6,,,,,,,,0.2,0.2,0.2
410,LLM_L2WVU70,22,Female,PE,1a,1,5,1,90,,,0.8,0.7,0.6,0.4,,,,,,,,0.1,0.2,0.3
411,LLM_L2WVU70,22,Female,PE,1a,1,5,1,90,,,0.8,0.7,0.9,0.6,,,,,,,,0.1,0.3,0.4
412,LLM_L2WVU70,22,Female,PE,1a,0,50,1,90,,,0.94,0.93,0.68,0.78,,,,,,,,0.01,-0.1,0.5
413,LLM_L2WVU70,22,Female,PE,1a,1,5,1,90,,,0.9,0.8,0.6,0.7,,,,,,,,0.1,-0.1,0.6
414,LLM_L2WVU70,22,Female,PE,1a,0,0.5,1,0.9,,,0.78,0.93,0.62,0.94,,,,,,,,-0.15,-0.32,0.7
415,LLM_L2WVU70,22,Female,PE,1a,0,10,1,90,,,0.85,0.75,0.6,0.4,,,,,,,,0.1,0.2,0.8
416,LLM_L2WVU70,22,Female,PE,1a,1,5,1,90,,,0.76,0.82,0.4,0.83,,,,,,,,-0.06,-0.43,0.9
417,LLM_L2WVU70,22,Female,PE,1a,1,5,1,90,,,0.84,0.73,0.6,0.85,,,,,,,,0.11,-0.25,1
418,LLM_L2WVU70,22,Female,PE,1a,0,10,0,0.3,,,0.87,0.62,0.84,0.63,,,,,,,,0.25,0.21,1.6
419,LLM_L2WVU70,22,Female,PE,1a,0,,0,,,,0.0045,0.65,0.0087,,,,,,,,,-0.6455,,3.2
420,LLM_L2WVU70,22,Male,PE,1a,1,5,1,90,,,0.9,0.7,0.8,0.6,,,,,,,,0.2,0.2,0.1
421,LLM_L2WVU70,22,Male,PE,1a,1,5,1,90,,,0.9,0.7,0.8,0.6,,,,,,,,0.2,0.2,0.2
422,LLM_L2WVU70,22,Male,PE,1a,1,5,1,90,,,0.8,0.7,0.6,0.4,,,,,,,,0.1,0.2,0.3
423,LLM_L2WVU70,22,Male,PE,1a,1,5,0,40,,,0.7,0.8,0.6,0.8,,,,,,,,-0.1,-0.2,0.4
424,LLM_L2WVU70,22,Male,PE,1a,0,0.5,1,0.9,,,0.95,0.8,0.6,0.7,,,,,,,,0.15,-0.1,0.5
425,LLM_L2WVU70,22,Male,PE,1a,1,5,1,90,,,0.95,0.8,0.4,0.6,,,,,,,,0.15,-0.2,0.6
426,LLM_L2WVU70,22,Male,PE,1a,0,0.5,1,0.9,,,0.75,0.8,0.9,0.8,,,,,,,,-0.05,0.1,0.7
427,LLM_L2WVU70,22,Male,PE,1a,1,5,1,90,,,1,1,0.98,0.95,,,,,,,,0,0.03,0.8
428,LLM_L2WVU70,22,Male,PE,1a,1,5,1,90,,,0.8,0.75,0.3,0.6,,,,,,,,0.05,-0.3,0.9
429,LLM_L2WVU70,22,Male,PE,1a,1,5,1,90,,,0.7,0.65,0.45,0.55,,,,,,,,0.05,-0.1,1
430,LLM_L2WVU70,22,Male,PE,1a,0,,1,0.9,,,,0.6,0.55,-0.5,,,,,,,,,1.05,1.6
431,LLM_L2WVU70,22,Male,PE,1a,0,,0,0.5,,,0,0.6,0,0.85,,,,,,,,-0.6,-0.85,3.2
432,LLM_L2WVU70,22,Female,PE,1a,1,5,1,90,,,0.8,0.7,0.6,0.4,,,,,,,,0.1,0.2,0.1
433,LLM_L2WVU70,22,Female,PE,1a,1,5,1,90,,,0.7,0.8,0.6,0.8,,,,,,,,-0.1,-0.2,0.2
434,LLM_L2WVU70,22,Female,PE,1a,0,0.5,1,0.9,,,0.8,0.7,0.6,0.4,,,,,,,,0.1,0.2,0.3
435,LLM_L2WVU70,22,Female,PE,1a,1,5,1,90,,,0.9,0.7,0.8,0.6,,,,,,,,0.2,0.2,0.4
436,LLM_L2WVU70,22,Female,PE,1a,1,5,1,90,,,0.8,0.6,0.7,0.4,,,,,,,,0.2,0.3,0.5
437,LLM_L2WVU70,22,Female,PE,1a,1,5,1,90,,,0.9,0.8,0.3,0.7,,,,,,,,0.1,-0.4,0.6
438,LLM_L2WVU70,22,Female,PE,1a,1,5,1,90,,,0.6,0.7,0.8,0.4,,,,,,,,-0.1,0.4,0.7
439,LLM_L2WVU70,22,Female,PE,1a,1,5,0,40,,,0.8,0.6,0.75,0.85,,,,,,,,0.2,-0.1,0.8
440,LLM_L2WVU70,22,Female,PE,1a,1,5,1,0.9,,,0.4,0.65,0.8,0.8,,,,,,,,-0.25,0,0.9
441,LLM_L2WVU70,22,Female,PE,1a,0,75,1,0.9,,,0.98,1,0.6,0.9,,,,,,,,-0.02,-0.3,1
442,LLM_L2WVU70,22,Female,PE,1a,0,1.1,1,0.9,,,,0.6,-0.8,0.92,,,,,,,,,-1.72,1.6
443,LLM_L2WVU70,22,Female,PE,1a,0,7,0,,,,,,,0.04,,,,,,,,,,3.2
444,LLM_L2WVU70,22,Male,PE,1a,1,5,1,90,,,0.7,0.8,0.6,0.8,,,,,,,,-0.1,-0.2,0.1
445,LLM_L2WVU70,22,Male,PE,1a,1,5,1,90,,,0.8,0.6,0.7,0.4,,,,,,,,0.2,0.3,0.2
446,LLM_L2WVU70,22,Male,PE,1a,1,5,1,90,,,0.6,0.8,0.7,0.8,,,,,,,,-0.2,-0.1,0.3
447,LLM_L2WVU70,22,Male,PE,1a,1,5,1,90,,,0.9,0.9,0.8,0.7,,,,,,,,0,0.1,0.4
448,LLM_L2WVU70,22,Male,PE,1a,1,5,1,90,,,0.8,0.6,0.75,0.45,,,,,,,,0.2,0.3,0.5
449,LLM_L2WVU70,22,Male,PE,1a,0,0.1,1,0.9,,,0.65,0.8,0.7,0.8,,,,,,,,-0.15,-0.1,0.6
450,LLM_L2WVU70,22,Male,PE,1a,1,5,1,90,,,0.9,0.8,0.6,0.7,,,,,,,,0.1,-0.1,0.7
451,LLM_L2WVU70,22,Male,PE,1a,1,5,1,90,,,0.83,0.74,0.6,0.7,,,,,,,,0.09,-0.1,0.8
452,LLM_L2WVU70,22,Male,PE,1a,0,35,1,90,,,0.6,0.8,0.4,0.7,,,,,,,,-0.2,-0.3,0.9
453,LLM_L2WVU70,22,Male,PE,1a,0,1.35,0,2,,,1,1,0.8,0.7,,,,,,,,0,0.1,1
454,LLM_L2WVU70,22,Male,PE,1a,0,0.55,0,0.5,,,0.75,0.73,0.86,0.94,,,,,,,,0.02,-0.08,1.6
455,LLM_L2WVU70,22,Male,PE,1a,0,4,0,89,,,0.5,0.57,0.6,0.35,,,,,,,,-0.07,0.25,3.2
456,LLM_L2WVU70,22,Female,PE,1a,1,5,1,90,,,0.9,0.7,0.8,0.6,,,,,,,,0.2,0.2,0.1
457,LLM_L2WVU70,22,Female,PE,1a,1,5,1,90,,,0.9,0.7,0.8,0.6,,,,,,,,0.2,0.2,0.2
458,LLM_L2WVU70,22,Female,PE,1a,1,5,1,90,,,0.8,0.9,0.7,0.6,,,,,,,,-0.1,0.1,0.3
459,LLM_L2WVU70,22,Female,PE,1a,1,5,1,90,,,0.9,0.8,0.7,0.6,,,,,,,,0.1,0.1,0.4
460,LLM_L2WVU70,22,Female,PE,1a,0,10,1,90,,,0.75,0.6,0.8,0.4,,,,,,,,0.15,0.4,0.5
461,LLM_L2WVU70,22,Female,PE,1a,1,5,1,90,,,0.9,0.8,0.7,0.6,,,,,,,,0.1,0.1,0.6
462,LLM_L2WVU70,22,Female,PE,1a,0,0.5,1,0.9,,,0.9,0.8,0.45,0.75,,,,,,,,0.1,-0.3,0.7
463,LLM_L2WVU70,22,Female,PE,1a,0,7,1,90,,,0.45,0.3,0.85,0.6,,,,,,,,0.15,0.25,0.8
464,LLM_L2WVU70,22,Female,PE,1a,0,,0,,,,,,,,,,,,,,,,,0.9
465,LLM_L2WVU70,22,Female,PE,1a,0,,0,,,,,,,,,,,,,,,,,1
466,LLM_L2WVU70,22,Female,PE,1a,1,5,1,90,,,1,1,0.84,0.73,,,,,,,,0,0.11,1.6
467,LLM_L2WVU70,22,Female,PE,1a,0,,0,,,,0.43,,,,,,,,,,,,,3.2
468,LLM_L2WVU70,22,Male,PE,1a,1,5,1,90,,,0.8,0.6,0.7,0.4,,,,,,,,0.2,0.3,0.1
469,LLM_L2WVU70,22,Male,PE,1a,1,5,1,90,,,0.9,0.7,0.8,0.6,,,,,,,,0.2,0.2,0.2
470,LLM_L2WVU70,22,Male,PE,1a,1,5,1,90,,,0.8,0.6,0.7,0.4,,,,,,,,0.2,0.3,0.3
471,LLM_L2WVU70,22,Male,PE,1a,1,5,1,90,,,0.8,0.7,0.7,0.65,,,,,,,,0.1,0.05,0.4
472,LLM_L2WVU70,22,Male,PE,1a,1,5,1,90,,,0.9,0.8,0.6,0.7,,,,,,,,0.1,-0.1,0.5
473,LLM_L2WVU70,22,Male,PE,1a,1,5,0,40,,,0.75,0.6,0.8,0.3,,,,,,,,0.15,0.5,0.6
474,LLM_L2WVU70,22,Male,PE,1a,0,1.1,0,2,,,0.95,0.74,0.68,0.35,,,,,,,,0.21,0.33,0.7
475,LLM_L2WVU70,22,Male,PE,1a,0,10,1,90,,,0.95,0.98,0.7,0.83,,,,,,,,-0.03,-0.13,0.8
476,LLM_L2WVU70,22,Male,PE,1a,1,5,1,90,,,0.98,0.7,0.6,0.75,,,,,,,,0.28,-0.15,0.9
477,LLM_L2WVU70,22,Male,PE,1a,0,,1,0.9,,,0,0.85,0.95,0.8,,,,,,,,-0.85,0.15,1
478,LLM_L2WVU70,22,Male,PE,1a,0,1,1,0.9,,,0.75,0.8,0.009,0.96,,,,,,,,-0.05,-0.951,1.6
479,LLM_L2WVU70,22,Male,PE,1a,0,0.9,0,0.8,,,0.64,0.53,0.72,0.55,,,,,,,,0.11,0.17,3.2
480,LLM_L2WVU70,22,Female,PE,1a,1,5,1,90,,,0.9,0.7,0.8,0.6,,,,,,,,0.2,0.2,0.05
481,LLM_L2WVU70,22,Female,PE,1a,1,5,1,90,,,0.9,0.85,0.675,0.472,,,,,,,,0.05,0.203,1.3
482,LLM_L2WVU70,22,Female,PE,1a,0,0.3,0,0.8,,,0.65,0.72,0.9,0.62,,,,,,,,-0.07,0.28,2.4
483,LLM_L2WVU70,22,Male,PE,1a,1,5,1,90,,,0.9,0.7,0.8,0.6,,,,,,,,0.2,0.2,0.05
484,LLM_L2WVU70,22,Male,PE,1a,0,0.5,1,0.9,,,0.8,0.8,0.7,0.7,,,,,,,,0,0,1.3
485,LLM_L2WVU70,22,Male,PE,1a,0,70,0,85.2,,,0.536,0.354,0.435495,0.8,,,,,,,,0.182,-0.364505,2.4
486,LLM_L2WVU70,22,Female,PE,1a,1,5,1,90,,,0.9,0.7,0.8,0.6,,,,,,,,0.2,0.2,0.05
487,LLM_L2WVU70,22,Female,PE,1a,0,0.6,0,0.75,,,0.9,0.85,0.3,0.45,,,,,,,,0.05,-0.15,1.3
488,LLM_L2WVU70,22,Female,PE,1a,0,1,0,0.65,,,,,,,,,,,,,,,,2.4
489,LLM_L2WVU70,22,Male,PE,1a,1,5,1,90,,,0.8,0.6,0.7,0.4,,,,,,,,0.2,0.3,0.05
490,LLM_L2WVU70,22,Male,PE,1a,0,0.45,1,0.9,,,1,0.75,0.3,0.7,,,,,,,,0.25,-0.4,1.3
491,LLM_L2WVU70,22,Male,PE,1a,0,,0,0.47,,,0.65,1,0.8,0.8,,,,,,,,-0.35,0,2.4
492,LLM_L2WVU70,22,Female,PE,1a,1,5,1,90,,,0.9,0.7,0.8,0.6,,,,,,,,0.2,0.2,0.05
493,LLM_L2WVU70,22,Female,PE,1a,1,5,0,5,,,,,0.6,0.75,,,,,,,,,-0.15,1.3
494,LLM_L2WVU70,22,Female,PE,1a,0,1.6,0,9,,,0.87,,0.92,0.85,,,,,,,,,0.07,2.4
495,LLM_L2WVU70,22,Male,PE,1a,1,5,1,90,,,0.8,0.7,0.6,0.4,,,,,,,,0.1,0.2,0.05
496,LLM_L2WVU70,22,Male,PE,1a,0,0.55,1,0.9,,,0.7,0.9,0.98,0.94,,,,,,,,-0.2,0.04,1.3
497,LLM_L2WVU70,22,Male,PE,1a,1,5,1,0.9,,,0.87,0.37,0.45,0.67,,,,,,,,0.5,-0.22,2.4
498,LLM_L2WVU70,22,Female,PE,1a,1,5,1,90,,,0.9,0.7,0.8,0.6,,,,,,,,0.2,0.2,0.05
499,LLM_L2WVU70,22,Female,PE,1a,0,1.3,1,0.9,,,0.75,0.9,0.4,,,,,,,,,-0.15,,1.3
500,LLM_L2WVU70,22,Female,PE,1a,0,0.15,1,0.9,,,0.87,0.47,0.73,0.69,,,,,,,,0.4,0.04,2.4
501,LLM_L2WVU70,22,Male,PE,1a,1,5,1,90,,,0.8,0.7,0.6,0.4,,,,,,,,0.1,0.2,0.05
502,LLM_L2WVU70,22,Male,PE,1a,0,7,0,20,,,0.85,0.65,0.3,0.4,,,,,,,,0.2,-0.1,1.3
503,LLM_L2WVU70,22,Male,PE,1a,0,0.45,0,0.18,,,0.65,0.7,0.98,0.89,,,,,,,,-0.05,0.09,2.4
504,LLM_L2WVU70,22,Female,PE,1a,1,5,1,90,,,0.8,0.7,0.6,0.4,,,,,,,,0.1,0.2,0.05
505,LLM_L2WVU70,22,Female,PE,1a,0,0.45,1,0.9,,,0.96,1,0.8,1,,,,,,,,-0.04,-0.2,1.3
506,LLM_L2WVU70,22,Female,PE,1a,1,5,0,5,,,0.6,0.8,0.3,0.8,,,,,,,,-0.2,-0.5,2.4
507,LLM_L2WVU70,22,Male,PE,1a,1,5,1,90,,,0.9,0.7,0.8,0.6,,,,,,,,0.2,0.2,0.05
508,LLM_L2WVU70,22,Male,PE,1a,0,,0,,,,,,,,,,,,,,,,,1.3
509,LLM_L2WVU70,22,Male,PE,1a,0,,0,1.68,,,0.75,,,0.84,,,,,,,,,,2.4
510,LLM_L2WVU70,22,Female,PE,1a,1,5,1,90,,,0.8,0.6,0.7,0.4,,,,,,,,0.2,0.3,0.05
511,LLM_L2WVU70,22,Female,PE,1a,0,9,1,0.9,,,0.85,0.8,0.75,0.9,,,,,,,,0.05,-0.15,1.3
512,LLM_L2WVU70,22,Female,PE,1a,0,49,0,99,,,0.86,0.78,0.43,0.45,,,,,,,,0.08,-0.02,2.4
513,LLM_L2WVU70,22,Male,PE,1a,1,5,1,90,,,0.8,0.6,0.7,0.4,,,,,,,,0.2,0.3,0.05
514,LLM_L2WVU70,22,Male,PE,1a,0,0.1,1,0.9,,,0.87,0.95,0.56,0.74,,,,,,,,-0.08,-0.18,1.3
515,LLM_L2WVU70,22,Male,PE,1a,0,0.5,1,0.9,,,0.83,0.93,0.47,0.61,,,,,,,,-0.1,-0.14,2.4
516,LLM_L2WVU70,22,Female,PE,1a,1,5,1,90,,,0.8,0.7,0.6,0.4,,,,,,,,0.1,0.2,0.05
517,LLM_L2WVU70,22,Female,PE,1a,0,0.5,1,0.9,,,0.65,0.78,0.9,0.43,,,,,,,,-0.13,0.47,1.3
518,LLM_L2WVU70,22,Female,PE,1a,1,0.05,0,0.85,,,0.86,0.78,0.42,0.37,,,,,,,,0.08,0.05,2.4
519,LLM_L2WVU70,22,Male,PE,1a,1,5,1,90,,,0.8,0.6,0.7,0.4,,,,,,,,0.2,0.3,0.05
520,LLM_L2WVU70,22,Male,PE,1a,1,5,1,90,,,0.7,0.9,0.6,0.8,,,,,,,,-0.2,-0.2,1.3
521,LLM_L2WVU70,22,Male,PE,1a,0,0.55,1,0.9,,,0.78,0.72,0.62,0.63,,,,,,,,0.06,-0.01,2.4
522,LLM_L2WVU70,22,Female,PE,1a,1,5,1,90,,,0.8,0.7,0.6,0.4,,,,,,,,0.1,0.2,0.05
523,LLM_L2WVU70,22,Female,PE,1a,0,0.95,0,0.8,,,0.9,0.75,0.76,0.8,,,,,,,,0.15,-0.04,1.3
524,LLM_L2WVU70,22,Female,PE,1a,0,0.95,0,0.89,,,0.99,1,0.42,0.62,,,,,,,,-0.01,-0.2,2.4
525,LLM_L2WVU70,22,Male,PE,1a,1,5,1,90,,,0.9,0.7,0.8,0.6,,,,,,,,0.2,0.2,0.05
526,LLM_L2WVU70,22,Male,PE,1a,0,0.5,1,0.9,,,0.97,0.96,0.83,0.95,,,,,,,,0.01,-0.12,1.3
527,LLM_L2WVU70,22,Male,PE,1a,0,1,0,0.15,,,0.473,0.62,0.75,0.83,,,,,,,,-0.147,-0.08,2.4
528,LLM_L2WVU70,22,Female,PE,1a,1,5,1,90,,,0.9,0.7,0.8,0.6,,,,,,,,0.2,0.2,0.05
529,LLM_L2WVU70,22,Female,PE,1a,0,,0,,,,0.75,0.85,,,,,,,,,,-0.1,,1.3
530,LLM_L2WVU70,22,Female,PE,1a,0,,0,,,,0.93,0.94,-0.76,,,,,,,,,-0.01,,2.4
531,LLM_L2WVU70,22,Male,PE,1a,1,5,1,90,,,0.9,0.7,0.8,0.6,,,,,,,,0.2,0.2,0.05
532,LLM_L2WVU70,22,Male,PE,1a,0,0.905,0,2.1,,,0.85,0.73,0.83,0.54,,,,,,,,0.12,0.29,1.3
533,LLM_L2WVU70,22,Male,PE,1a,0,10,1,90,,,0.75,0.4325,0.682,0.24,,,,,,,,0.3175,0.442,2.4
534,LLM_L2WVU70,22,Female,PE,1a,1,5,1,90,,,0.8,0.7,0.6,0.4,,,,,,,,0.1,0.2,0.05
535,LLM_L2WVU70,22,Female,PE,1a,0,90,1,0.9,,,0.85,0.95,0.7,0.87,,,,,,,,-0.1,-0.17,1.3
536,LLM_L2WVU70,22,Female,PE,1a,1,0.05,0,0.6,,,0.4,0.75,0.85,0.93,,,,,,,,-0.35,-0.08,2.4
537,LLM_L2WVU70,22,Male,PE,1a,1,5,1,90,,,0.8,0.6,0.7,0.4,,,,,,,,0.2,0.3,0.05
538,LLM_L2WVU70,22,Male,PE,1a,0,0.1,1,0.9,,,0.86,0.85,0.75,0.84,,,,,,,,0.01,-0.09,1.3
539,LLM_L2WVU70,22,Male,PE,1a,0,1,0,2,,,0.63,0.64,0.89,0.97,,,,,,,,-0.01,-0.08,2.4
540,LLM_L2WVU70,22,Female,PE,1a,1,5,1,90,,,0.8,0.7,0.6,0.4,,,,,,,,0.1,0.2,0.05
541,LLM_L2WVU70,22,Female,PE,1a,0,10,0,50,,,0.84,0.96,0.98,0.93,,,,,,,,-0.12,0.05,1.3
542,LLM_L2WVU70,22,Female,PE,1a,1,0.05,1,0.9,,,0.944671,0.749573,0.60921,0.808762,,,,,,,,0.195098,-0.199552,2.4
543,LLM_L2WVU70,22,Male,PE,1a,1,5,1,90,,,0.8,0.6,0.7,0.4,,,,,,,,0.2,0.3,0.05
544,LLM_L2WVU70,22,Male,PE,1a,0,6,0,2,,,0.8,0.83,0.64,0.7,,,,,,,,-0.03,-0.06,1.3
545,LLM_L2WVU70,22,Male,PE,1a,0,,0,,,,0.75,0.76,0.64,0.87,,,,,,,,-0.01,-0.23,2.4
546,LLM_L2WVU70,22,Female,PE,1a,1,5,1,90,,,0.9,0.7,0.8,0.6,,,,,,,,0.2,0.2,0.05
547,LLM_L2WVU70,22,Female,PE,1a,0,45,0,70,,,0.68,0.47,0.53,0.35,,,,,,,,0.21,0.18,1.3
548,LLM_L2WVU70,22,Female,PE,1a,0,,0,,,,,,,,,,,,,,,,,2.4
549,LLM_L2WVU70,22,Male,PE,1a,1,5,1,90,,,0.8,0.6,0.7,0.4,,,,,,,,0.2,0.3,0.05
550,LLM_L2WVU70,22,Male,PE,1a,0,0.5,0,4,,,0.75,0.6,0.3,0.85,,,,,,,,0.15,-0.55,1.3
551,LLM_L2WVU70,22,Male,PE,1a,0,50,0,1,,,0.99,,0.7,,,,,,,,,,,2.4
552,LLM_L2WVU70,22,Female,PE,1a,1,5,1,90,,,0.9,0.7,0.8,0.6,,,,,,,,0.2,0.2,0.05
553,LLM_L2WVU70,22,Female,PE,1a,0,0.95,1,0.9,,,0.95,0.98,0.86,0.73,,,,,,,,-0.03,0.13,1.3
554,LLM_L2WVU70,22,Female,PE,1a,0,0.4,0,1,,,0.85,0.85,0.3,0.35,,,,,,,,0,-0.05,2.4
555,LLM_L2WVU70,22,Male,PE,1a,1,5,1,90,,,0.8,0.6,0.7,0.4,,,,,,,,0.2,0.3,0.05
556,LLM_L2WVU70,22,Male,PE,1a,0,,1,90,,,0.75,0.65,0.6,,,,,,,,,0.1,,1.3
557,LLM_L2WVU70,22,Male,PE,1a,0,96,0,3,,,0.83,0.57,0.28,0.87,,,,,,,,0.26,-0.59,2.4
558,LLM_L2WVU70,22,Female,PE,1a,1,5,1,90,,,0.8,0.6,0.7,0.4,,,,,,,,0.2,0.3,0.05
559,LLM_L2WVU70,22,Female,PE,1a,0,,0,,,,,,,,,,,,,,,,,1.3
560,LLM_L2WVU70,22,Female,PE,1a,0,95,0,,,,1,,0.73,0.65,,,,,,,,,0.08,2.4
561,LLM_L2WVU70,22,Male,PE,1a,1,5,1,90,,,0.8,0.6,0.7,0.4,,,,,,,,0.2,0.3,0.05
562,LLM_L2WVU70,22,Male,PE,1a,0,,0,,,,0.97,0.86,0.73,0.92,,,,,,,,0.11,-0.19,1.3
563,LLM_L2WVU70,22,Male,PE,1a,0,0.75,0,1,,,1,1,0.432,0.84,,,,,,,,0,-0.408,2.4
564,LLM_L2WVU70,22,Female,PE,1a,1,5,1,90,,,0.9,0.7,0.8,0.6,,,,,,,,0.2,0.2,0.05
565,LLM_L2WVU70,22,Female,PE,1a,1,5,0,0.45,,,0.7,0.8,0.6,0.78,,,,,,,,-0.1,-0.18,1.3
566,LLM_L2WVU70,22,Female,PE,1a,0,0.5,1,0.9,,,0.9,0.95,0.8,0.6,,,,,,,,-0.05,0.2,2.4
567,LLM_L2WVU70,22,Male,PE,1a,1,5,1,90,,,0.8,0.6,0.7,0.4,,,,,,,,0.2,0.3,0.05
568,LLM_L2WVU70,22,Male,PE,1a,1,5,1,90,,,0.9,0.75,0.3,0.8,,,,,,,,0.15,-0.5,1.3
569,LLM_L2WVU70,22,Male,PE,1a,0,0.5,1,0.9,,,0.65,0.75,0.975,0.85,,,,,,,,-0.1,0.125,2.4
570,LLM_L2WVU70,22,Female,PE,1a,1,5,1,90,,,0.8,0.6,0.7,0.4,,,,,,,,0.2,0.3,0.05
571,LLM_L2WVU70,22,Female,PE,1a,0,50,1,90,,,0.8,0.76,0.94,0.78,,,,,,,,0.04,0.16,1.3
572,LLM_L2WVU70,22,Female,PE,1a,0,0.45,0,1,,,0.75,0.93,0.56,0.82,,,,,,,,-0.18,-0.26,2.4
573,LLM_L2WVU70,22,Male,PE,1a,1,5,1,90,,,0.8,0.6,0.7,0.4,,,,,,,,0.2,0.3,0.05
574,LLM_L2WVU70,22,Male,PE,1a,1,5,1,0.9,,,0.9,1,0.7,-0.9,,,,,,,,-0.1,1.6,1.3
575,LLM_L2WVU70,22,Male,PE,1a,0,0.5,0,0.5,,,0.6,0.45,0.8,0.9,,,,,,,,0.15,-0.1,2.4
576,LLM_L2WVU70,22,Female,PE,1a,1,5,1,90,,,0.8,0.6,0.7,0.4,,,,,,,,0.2,0.3,0.05
577,LLM_L2WVU70,22,Female,PE,1a,0,,1,0.9,,,0.65,1,0.48,0.97,,,,,,,,-0.35,-0.49,1.3
578,LLM_L2WVU70,22,Female,PE,1a,1,0.05,0,0.7,,,0.36,0.96,0.89,0.14,,,,,,,,-0.6,0.75,2.4
579,LLM_L2WVU70,22,Male,PE,1a,1,5,1,90,,,0.8,0.6,0.7,0.4,,,,,,,,0.2,0.3,0.05
580,LLM_L2WVU70,22,Male,PE,1a,0,0.5,1,0.9,,,0.9,0.95,0.8,0.6,,,,,,,,-0.05,0.2,1.3
581,LLM_L2WVU70,22,Male,PE,1a,1,5,0,62,,,0.73,0.9,0.74,0.84,,,,,,,,-0.17,-0.1,2.4
582,LLM_L2WVU70,22,Female,PE,1a,1,5,1,90,,,0.9,0.7,0.8,0.6,,,,,,,,0.2,0.2,0.05
583,LLM_L2WVU70,22,Female,PE,1a,0,15,0,37,,,0.85,0.98,0.6,0.97,,,,,,,,-0.13,-0.37,1.3
584,LLM_L2WVU70,22,Female,PE,1a,0,0.65,1,0.9,,,1,1,0.01,0.85,,,,,,,,0,-0.84,2.4
585,LLM_L2WVU70,22,Male,PE,1a,1,5,1,90,,,0.8,0.6,0.7,0.4,,,,,,,,0.2,0.3,0.05
586,LLM_L2WVU70,22,Male,PE,1a,0,1.1,0,2,,,0.9,0.8,0.85,0.8,,,,,,,,0.1,0.05,1.3
587,LLM_L2WVU70,22,Male,PE,1a,1,5,0,70,,,0.98,0.6,0.37,0.85,,,,,,,,0.38,-0.48,2.4
588,LLM_L2WVU70,22,Female,PE,1a,1,5,1,90,,,0.9,0.8,0.7,0.6,,,,,,,,0.1,0.1,0.05
589,LLM_L2WVU70,22,Female,PE,1a,0,0.1,1,0.9,,,0.85,1,0.937,1,,,,,,,,-0.15,-0.063,1.3
590,LLM_L2WVU70,22,Female,PE,1a,0,1.1,0,2.9,,,0.76,0.75,0.93,0.85,,,,,,,,0.01,0.08,2.4
591,LLM_L2WVU70,22,Male,PE,1a,1,5,1,90,,,0.8,0.6,0.7,0.4,,,,,,,,0.2,0.3,0.05
