Subject,Dataset,Age,Age_break_new,Age_break,Gender,StandardProblem,CBType,StandardAcc,StandardResp,ControlAcc,ControlResp,StandardRT,ControlRT,StandardConfidence,ControlConfidence,StandardOpinion,ControlOpinion,StandardRecall,ControlRecall,StandardMC,ControlMC,LogStandardRT,LogControlRT,LogRTdiff,Confdiff,Opindiff
103,Human,18,Age_18,Age_18,Male,PE,2b,1,0.05,1,0.9,18.021,11.839,1,1,0.95,1,-999,-999,1,0,1.279233346,1.108531199,0.170702147,-999,-999
104,Human,20,Age_20_21,Age_20_22,Male,PE,1a,0,0.1,1,0.9,10.133,9.376,1,1,0.99,0.99,-999,-999,1,0,1.046612209,1.016029963,0.030582246,-999,-999
105,Human,20,Age_20_21,Age_20_22,Female,BM,1b,1,0.45,1,0.1,29.503,9.498,0.95,1,0.8,0.95,1,0,1,0,1.484342555,1.021106568,0.463235986,-999,-999
106,Human,18,Age_18,Age_18,Female,BM,2a,0,0.9,1,0.1,20.58,5.591,1,1,0.75,0.8,0,0,1,0,1.33405144,0.818951312,0.515100129,-999,-999
107,Human,22,Age_22_24,Age_20_22,Male,PE,1a,1,0.05,1,0.9,374.151,206.036,0.9,0.9,0.5,0.9,1,0,1,0,2.574206108,2.316045868,0.25816024,-999,-999
108,Human,19,Age_19,Age_19,Female,PE,2b,1,0.05,1,0.9,62.674,13.112,0.8,1,0.5,0.95,-999,-999,1,0,1.803962133,1.149588568,0.654373565,-999,-999
109,Human,20,Age_20_21,Age_20_22,Female,BM,1b,1,0.45,1,0.1,40.193,7.605,1,1,0.65,0.99,0,0,1,0,1.614823422,0.934750875,0.680072547,-999,-999
110,Human,19,Age_19,Age_19,Male,PE,1a,0,0.1,1,0.9,12.634,7.091,1,1,0.9,0.9,-999,-999,1,1,1.13462329,0.908002201,0.226621088,-999,-999
111,Human,19,Age_19,Age_19,Female,BM,2a,0,0.9,1,0.1,65.416,29.063,0.95,0.97,0.6,0.96,1,0,1,0,1.822272716,1.478032317,0.344240399,-999,-999
112,Human,19,Age_19,Age_19,Male,PE,2b,0,0.1,1,0.9,14.758,20.051,1,1,1,1,1,0,1,0,1.197501096,1.323272731,-0.125771635,-999,-999
113,Human,18,Age_18,Age_18,Female,PE,2b,1,0.05,1,0.9,13.048,8.472,1,1,0.7,1,1,0,1,0,1.147614499,0.976441689,0.171172809,-999,-999
114,Human,22,Age_22_24,Age_20_22,Male,BM,1b,0,0.9,1,0.1,45.819,18.091,0.9,0.9,0.85,0.9,-999,-999,1,0,1.670422133,1.280828678,0.389593456,-999,-999
115,Human,19,Age_19,Age_19,Male,PE,1a,0,0.1,1,0.9,80.203,13.881,0.3,1,0.1,0.9,1,0,1,0,1.909572074,1.172632117,0.736939958,-999,-999
116,Human,19,Age_19,Age_19,Female,BM,2a,0,0.9,1,0.1,11.282,6.714,1,1,0.9,1,0,0,1,0,1.089269093,0.887279635,0.201989459,-999,-999
117,Human,19,Age_19,Age_19,Male,BM,1b,0,-999,1,0.1,83.176,11.325,1,0.98,0.35,0.95,1,0,1,0,1.925188284,1.090786928,0.834401357,-999,-999
118,Human,20,Age_20_21,Age_20_22,Male,PE,1a,0,0.1,1,0.9,10.587,10.258,0.95,1,0.8,0.95,1,0,1,0,1.063971007,1.051461244,0.012509763,-999,-999
119,Human,20,Age_20_21,Age_20_22,Female,PE,2b,0,0.1,1,0.9,15.856,11.66,1,0.99,0.99,0.99,-999,-999,1,0,1.226754523,1.102433706,0.124320817,-999,-999
120,Human,19,Age_19,Age_19,Male,BM,2a,0,0.9,1,0.1,13.724,7.311,0.95,0.99,0.7,0.9,1,0,1,0,1.168025809,0.919653282,0.248372526,-999,-999
121,Human,18,Age_18,Age_18,Female,PE,1a,0,0.1,1,0.9,25.144,20.524,1,1,0.75,0.75,0,0,1,0,1.417372035,1.332922983,0.084449051,-999,-999
122,Human,19,Age_19,Age_19,Male,BM,2a,0,0.9,1,0.1,19.288,8.22,1,1,0.93,1,0,-999,1,0,1.307239236,0.964730921,0.342508315,-999,-999
123,Human,19,Age_19,Age_19,Female,BM,1b,1,0.45,1,0.1,127.269,24.326,1,1,0.7,0.8,0,0,1,0,2.108121709,1.403566603,0.704555106,-999,-999
124,Human,19,Age_19,Age_19,Male,PE,2b,0,0.1,1,0.9,7.838,9.249,1,1,1,0.9,-999,-999,1,0,0.946353997,1.010681493,-0.064327496,-999,-999
125,Human,20,Age_20_21,Age_20_22,Male,BM,1b,0,0.9,1,0.1,13.587,7.826,1,1,0.99,0.99,0,0,1,0,1.163965983,0.945763923,0.21820206,-999,-999
126,Human,18,Age_18,Age_18,Male,BM,2a,0,0.9,1,0.1,31.408,9.408,1,1,0.5,0.9,-999,-999,1,0,1.51065223,1.017367284,0.493284947,-999,-999
127,Human,19,Age_19,Age_19,Male,PE,1a,0,0.1,1,0.9,103.244,20.07,0.99,0.99,0.98,0.99,0,-999,1,0,2.018051068,1.323664536,0.694386532,-999,-999
128,Human,18,Age_18,Age_18,Male,PE,1a,0,0.1,1,0.9,49.547,29.5,1,1,0.75,0.8,1,-999,1,0,1.703695385,1.484299839,0.219395546,-999,-999
129,Human,32,Age_29_33,Age_30_35,Female,BM,2a,1,0.45,0,0.05,7.331,5.49,0.9,1,0.5,0.5,-999,-999,1,1,0.920697134,0.812244697,0.108452438,-999,-999
130,Human,44,Age_42_65,Age_41_65,Male,PE,1a,1,0.05,1,0.9,5.401,10.03,1,1,0.8,1,-999,-999,1,0,0.806247827,1.042575512,-0.236327685,-999,-999
131,Human,27,Age_25_28,Age_25_29,Male,PE,1a,1,0.05,1,0.9,2.366,17.069,1,1,0.5,1,-999,-999,0,0,0.527114112,1.256934118,-0.729820006,-999,-999
132,Human,33,Age_29_33,Age_30_35,Male,PE,1a,1,0.05,1,0.9,11.987,12.066,1,1,0.7,0.9,1,0,1,0,1.113508841,1.116142654,-0.002633813,-999,-999
133,Human,35,Age_34_41,Age_30_35,Male,PE,1a,1,0.05,1,0.9,9.876,8.229,1,1,0.95,1,1,0,1,0,1.036469199,0.965154646,0.071314553,-999,-999
134,Human,37,Age_34_41,Age_36_40,Male,BM,1b,1,0.45,1,0.1,38.28,12.834,1,1,0.65,0.99,-999,-999,1,0,1.594171479,1.140947771,0.453223708,-999,-999
135,Human,23,Age_22_24,Age_23_24,Male,BM,1b,1,0.45,1,0.1,47.611,10.443,1,1,0.6,1,1,-999,1,1,1.686734555,1.058539898,0.628194657,-999,-999
136,Human,29,Age_29_33,Age_25_29,Male,PE,2b,1,0.05,1,0.9,11.648,8.031,1,1,0.95,0.99,1,-999,1,0,1.102021857,0.955735842,0.146286015,-999,-999
137,Human,26,Age_25_28,Age_25_29,Male,PE,2b,1,0.05,1,0.9,6.039,4.02,1,1,0.95,0.7,-999,-999,1,0,0.847510965,0.700703717,0.146807248,-999,-999
138,Human,34,Age_34_41,Age_30_35,Female,BM,1b,0,0.9,1,0.1,4.954,8.416,0,0,0,0,-999,0,0,0,0.77480883,0.97386645,-0.19905762,-999,-999
139,Human,25,Age_25_28,Age_25_29,Male,BM,1b,0,0.9,1,0.1,19.159,19.859,0.8,1,0.7,0.9,1,-999,1,1,1.304468985,1.319293484,-0.014824499,-999,-999
140,Human,34,Age_34_41,Age_30_35,Female,PE,1a,0,0.1,1,0.9,11.064,56.682,0.5,0.6,0.3,0.85,-999,-999,0,0,1.081491329,1.76104031,-0.679548982,-999,-999
141,Human,37,Age_34_41,Age_36_40,Female,PE,1a,1,0.05,0,0.8,10.592,5.129,0.9,0.85,0.5,0.4,1,-999,1,1,1.064158372,0.787389621,0.276768751,-999,-999
142,Human,32,Age_29_33,Age_30_35,Female,PE,2b,0,0.1,1,0.9,29.153,11.878,1,0,0.8,0.8,-999,-999,1,0,1.479330528,1.109848421,0.369482107,-999,-999
143,Human,31,Age_29_33,Age_30_35,Female,BM,2a,0,0.9,1,0.1,53.416,8.804,0.75,1,0.75,1,1,1,1,0,1.735726615,0.991403303,0.744323312,-999,-999
144,Human,28,Age_25_28,Age_25_29,Male,PE,1a,1,0.05,1,0.9,20.974,23.77,1,1,0.9,0.99,1,-999,1,0,1.34190912,1.393926007,-0.052016886,-999,-999
145,Human,46,Age_42_65,Age_41_65,Male,BM,1b,0,0.9,0,0.05,7.929,6.331,1,0.1,1,0.5,-999,-999,1,1,0.950802823,0.86516322,0.085639603,-999,-999
146,Human,50,Age_42_65,Age_41_65,Female,PE,2b,0,0.1,1,0.9,17.593,9.481,1,1,0.95,0.8,1,0,1,0,1.269349469,1.020402721,0.248946748,-999,-999
147,Human,27,Age_25_28,Age_25_29,Female,PE,2b,1,0.05,1,0.9,131.604,14.493,0.7,0.99,0.7,0.95,1,0,1,0,2.122556625,1.190135521,0.932421104,-999,-999
148,Human,53,Age_42_65,Age_41_65,Female,PE,2b,0,0.1,1,0.9,12.361,18.037,1,1,1,1,-999,-999,1,0,1.125838964,1.27959851,-0.153759546,-999,-999
149,Human,28,Age_25_28,Age_25_29,Male,PE,2b,0,0.1,1,0.9,10.243,15.039,0.8,0.6,0.8,0.7,0,0,0,0,1.050882211,1.205177287,-0.154295077,-999,-999
150,Human,50,Age_42_65,Age_41_65,Female,BM,1b,1,0.45,1,0.1,181.54,59.335,1,1,0.65,1,1,0,1,0,2.261358046,1.780569317,0.480788729,-999,-999
151,Human,38,Age_34_41,Age_36_40,Male,BM,1b,0,0.9,1,0.1,14.172,16.819,1,1,0.85,0.9,-999,-999,1,0,1.181042834,1.250883328,-0.069840494,-999,-999
152,Human,32,Age_29_33,Age_30_35,Male,PE,1a,1,0.05,1,0.9,32.923,29.028,1,1,0.9,0.9,1,-999,1,0,1.530494252,1.477526407,0.052967845,-999,-999
153,Human,47,Age_42_65,Age_41_65,Female,PE,1a,1,0.05,1,0.9,11.494,17.902,1,1,1,1,0,0,1,0,1.096701502,1.276507759,-0.179806257,-999,-999
154,Human,36,Age_34_41,Age_36_40,Female,BM,2a,0,0.9,1,0.1,15.751,6.265,1,1,0.99,1,1,0,1,0,1.224040739,0.861235619,0.36280512,-999,-999
155,Human,59,Age_42_65,Age_41_65,Female,BM,1b,0,0.9,0,0.05,215.601,15.858,0.7,1,0.8,0.8,1,1,1,1,2.335660457,1.22680605,1.108854408,-999,-999
156,Human,27,Age_25_28,Age_25_29,Male,PE,2b,1,0.05,1,0.9,5.616,81.822,0.2,0.8,0.4,0.5,-999,-999,1,0,0.820595497,1.918145714,-1.097550217,-999,-999
157,Human,29,Age_29_33,Age_25_29,Female,BM,1b,0,0.9,1,0.1,14.486,6.762,1,0.95,0.6,0.9,1,0,1,0,1.189939255,0.889973638,0.299965617,-999,-999
158,Human,33,Age_29_33,Age_30_35,Female,BM,2a,0,0.9,1,0.1,241.389,9.949,1,1,0.99,1,0,0,1,0,2.384512907,1.039374456,1.345138451,-999,-999
159,Human,33,Age_29_33,Age_30_35,Female,BM,2a,1,0.45,1,0.1,27.096,12.911,1,1,0.6,1,-999,-999,1,0,1.448644494,1.143358351,0.305286144,-999,-999
160,Human,38,Age_34_41,Age_36_40,Male,BM,1b,1,0.45,1,0.1,55.374,18.479,1,1,0.5,0.8,1,0,1,0,1.751078851,1.289566658,0.461512194,-999,-999
161,Human,42,Age_42_65,Age_41_65,Male,BM,1b,1,0.45,1,0.1,223.225,27.439,0.9,1,0.5,0.99,-999,0,1,0,2.350684033,1.453914321,0.896769711,-999,-999
162,Human,47,Age_42_65,Age_41_65,Male,BM,1b,0,0.9,1,0.1,176.598,40.321,1,1,1,1,1,-999,1,1,2.249438071,1.616170823,0.633267247,-999,-999
163,Human,30,Age_29_33,Age_30_35,Female,BM,2a,0,0.9,1,0.1,18.686,8.327,1,1,1,1,-999,-999,1,1,1.294157481,0.969741977,0.324415504,-999,-999
164,Human,60,Age_42_65,Age_41_65,Male,PE,1a,1,0.05,1,0.9,4.071,11.097,1,1,0.8,0.99,-999,-999,0,0,0.705093611,1.082677681,-0.37758407,-999,-999
165,Human,26,Age_25_28,Age_25_29,Male,BM,2a,0,0.9,1,0.1,9.271,6.06,1,1,0.4,1,1,0,1,1,1.011612729,0.848804701,0.162808028,-999,-999
166,Human,25,Age_25_28,Age_25_29,Male,BM,2a,1,0.45,1,0.1,10.187,12.089,1,1,0.9,0.95,-999,-999,1,0,1.048713638,1.116906468,-0.06819283,-999,-999
167,Human,55,Age_42_65,Age_41_65,Male,PE,1a,1,0.05,1,0.9,23.789,27.457,0.55,0.88,0.55,0.67,-999,-999,1,0,1.394259007,1.454189114,-0.059930106,-999,-999
168,Human,49,Age_42_65,Age_41_65,Male,PE,1a,0,0.1,1,0.9,50.763,4.87,1,1,1,1,1,1,1,1,1.714019439,0.768638101,0.945381337,-999,-999
169,Human,30,Age_29_33,Age_30_35,Male,PE,1a,1,0.05,1,0.9,17.136,30.98,1,1,0.95,0.95,0,0,1,0,1.258541507,1.504878459,-0.246336952,-999,-999
170,Human,24,Age_22_24,Age_23_24,Male,BM,1b,0,0.9,1,0.1,18.174,29.942,1,1,1,1,-999,-999,0,0,1.282712723,1.490548382,-0.207835659,-999,-999
171,Human,38,Age_34_41,Age_36_40,Male,BM,2a,1,0.45,1,0.1,32.398,15.735,0.98,0.98,0.6,0.85,-999,-999,1,0,1.52372046,1.223625717,0.300094744,-999,-999
172,Human,22,Age_22_24,Age_20_22,Male,PE,2b,1,0.05,1,0.9,84.33,83.121,1,1,0.2,0.8,1,0,1,0,1.931101746,1.924904427,0.006197319,-999,-999
173,Human,27,Age_25_28,Age_25_29,Male,PE,2b,0,0.1,1,0.9,5.087,4.995,1,1,1,0.95,-999,1,1,0,0.784403302,0.777789187,0.006614114,-999,-999
174,Human,30,Age_29_33,Age_30_35,Male,PE,1a,0,0.1,1,0.9,37.068,9.661,1,1,0.7,0.9,-999,-999,1,0,1.580560061,1.027797943,0.552762117,-999,-999
175,Human,25,Age_25_28,Age_25_29,Female,PE,1a,1,0.05,1,0.9,22.252,5.936,1,1,0.75,1,1,0,1,0,1.366460314,0.841109084,0.52535123,-999,-999
176,Human,25,Age_25_28,Age_25_29,Male,PE,1a,0,0.1,1,0.9,6.558,6.663,1,1,0.85,0.95,0,0,0,0,0.878406888,0.884398826,-0.005991938,-999,-999
177,Human,46,Age_42_65,Age_41_65,Male,BM,1b,0,0.9,1,0.1,12.188,21.594,1,1,1,1,-999,-999,1,0,1.120178938,1.353993124,-0.233814186,-999,-999
178,Human,50,Age_42_65,Age_41_65,Male,PE,2b,0,0.1,1,0.9,18.476,13.554,0.99,1,0.9,0.99,-999,-999,1,0,1.289499766,1.162982371,0.126517395,-999,-999
179,Human,53,Age_42_65,Age_41_65,Female,BM,2a,0,0.9,1,0.1,6.3,6.653,1,1,0.99,0.99,0,0,1,0,0.86332286,0.883831713,-0.020508853,-999,-999
180,Human,27,Age_25_28,Age_25_29,Male,BM,1b,1,0.45,1,0.1,87.817,8.162,1,1,0.5,0.95,0,0,1,0,1.9484961,0.961990287,0.986505812,-999,-999
181,Human,36,Age_34_41,Age_36_40,Female,PE,2b,1,0.05,1,0.9,66.842,64.488,0.9,1,0.75,1,1,0,1,0,1.831498643,1.816161727,0.015336915,-999,-999
182,Human,27,Age_25_28,Age_25_29,Male,PE,2b,0,0.1,1,0.9,21.432,21.575,1,1,0.4,0.6,-999,-999,1,1,1.350867996,1.353627759,-0.002759763,-999,-999
183,Human,26,Age_25_28,Age_25_29,Male,BM,1b,0,0.9,1,0.1,9.626,6.876,1,1,0.9,0.9,-999,0,1,0,1.026369812,0.896305707,0.130064104,-999,-999
184,Human,27,Age_25_28,Age_25_29,Female,BM,2a,0,0.9,1,0.1,12.055,10.187,0.8,0.8,0.7,0.7,-999,-999,1,0,1.115776876,1.048713638,0.067063238,-999,-999
185,Human,54,Age_42_65,Age_41_65,Male,BM,1b,0,0.9,1,0.1,11.75,8.604,0.4,0.4,0.1,0.1,1,-999,1,1,1.105510185,0.982452151,0.123058033,-999,-999
186,Human,35,Age_34_41,Age_30_35,Male,PE,2b,0,0.1,1,0.9,109.493,27.223,0.95,1,0.8,1,-999,-999,1,0,2.043334765,1.450603176,0.59273159,-999,-999
187,Human,44,Age_42_65,Age_41_65,Female,PE,1a,1,0.05,1,0.9,15.177,13.331,0.9,0.9,0.7,0.65,-999,0,1,0,1.208897985,1.156276496,0.052621489,-999,-999
188,Human,35,Age_34_41,Age_30_35,Female,PE,2b,0,0.1,1,0.9,33.166,10.888,0.99,1,0.99,1,1,0,1,0,1.533594137,1.075108796,0.45848534,-999,-999
189,Human,38,Age_34_41,Age_36_40,Male,BM,2a,1,0.45,1,0.1,130.205,30.901,0.9,1,0.75,0.8,1,0,1,0,2.117950386,1.503804297,0.614146088,-999,-999
190,Human,26,Age_25_28,Age_25_29,Female,BM,1b,0,0.9,1,0.1,22.61,12.845,0.9,0.8,0.9,0.7,-999,-999,1,1,1.373095987,1.14129296,0.231803027,-999,-999
191,Human,61,Age_42_65,Age_41_65,Female,PE,2b,0,0.1,1,0.9,10.83,13.492,0.5,0.5,0.3,0.25,-999,-999,1,0,1.072984745,1.161128325,-0.088143581,-999,-999
192,Human,50,Age_42_65,Age_41_65,Male,PE,1a,0,0.1,1,0.9,23.99,21.738,1,1,0.75,1,-999,-999,1,1,1.397766256,1.356752262,0.041013994,-999,-999
193,Human,59,Age_42_65,Age_41_65,Male,PE,1a,1,0.05,1,0.9,53.785,20.566,1,1,0.5,0.8,1,0,1,0,1.738661666,1.333769601,0.404892065,-999,-999
194,Human,39,Age_34_41,Age_36_40,Male,BM,1b,0,0.9,1,0.1,15.569,19.531,1,1,1,0.99,-999,-999,1,0,1.219296298,1.312410103,-0.093113805,-999,-999
195,Human,37,Age_34_41,Age_36_40,Male,BM,2a,1,0.45,1,0.1,76.541,43.784,1,1,0.85,1,1,0,1,0,1.889531398,1.651122881,0.238408516,-999,-999
196,Human,29,Age_29_33,Age_25_29,Male,BM,2a,0,0.9,1,0.1,11.436,8.8346,1,1,1,1,-999,-999,0,0,1.094680713,0.992756701,0.101924013,-999,-999
197,Human,27,Age_25_28,Age_25_29,Male,BM,1b,0,0.9,1,0.1,12.856,15.166,0.9,0.9,0.9,0.9,-999,-999,1,0,1.141637875,1.208602574,-0.0669647,-999,-999
198,Human,31,Age_29_33,Age_30_35,Male,PE,1a,0,0.1,1,0.9,112.862,25.538,0,1,0.6,0.99,1,-999,1,0,2.056378808,1.42386819,0.632510618,-999,-999
199,Human,26,Age_25_28,Age_25_29,Male,PE,2b,1,0.05,1,0.9,23.97,18.011,1,1,0.8,1,1,0,1,0,1.397418542,1.279004962,0.118413581,-999,-999
200,Human,35,Age_34_41,Age_30_35,Male,BM,2a,1,0.45,0,0.05,30.172,32.623,1,1,0.7,0.7,1,1,1,1,1.493764668,1.526636461,-0.032871793,-999,-999
201,Human,25,Age_25_28,Age_25_29,Male,BM,2a,0,0.9,1,0.1,71.85,42.708,1,1,0.7,1,1,1,1,1,1.862429556,1.640560934,0.221868622,-999,-999
202,Human,25,Age_25_28,Age_25_29,Male,PE,1a,0,0.1,1,0.9,31.286,8.399,1,1,1,0.5,-999,-999,0,0,1.509014242,0.97308165,0.535932593,-999,-999
203,Human,42,Age_42_65,Age_41_65,Male,PE,1a,1,0.05,1,0.9,26.744,21.393,1,1,0.9,1,1,-999,1,0,1.443169076,1.35011228,0.093056796,-999,-999
204,Human,33,Age_29_33,Age_30_35,Male,PE,1a,0,0.1,1,0.9,4.866,13.683,1,1,0.99,0.99,0,0,1,0,0.768342059,1.166814799,-0.39847274,-999,-999
205,Human,27,Age_25_28,Age_25_29,Male,PE,2b,0,0.1,1,0.9,5.893,7.419,1,1,0.99,0.99,-999,-999,1,0,0.838408278,0.92526051,-0.086852231,-999,-999
206,Human,26,Age_25_28,Age_25_29,Male,BM,1b,1,0.45,1,0.1,53.805,15.388,1,1,0.5,0.99,-999,-999,1,0,1.738820182,1.214525955,0.524294227,-999,-999
207,Human,31,Age_29_33,Age_30_35,Female,BM,2a,0,0.9,1,0.1,12.65,8.118,1,1,0.99,0.99,-999,-999,1,1,1.135132651,0.959899588,0.175233064,-999,-999
208,Human,33,Age_29_33,Age_30_35,Male,BM,1b,1,0.45,1,0.1,12.447,9.978,1,1,0.75,0.65,1,0,1,0,1.128625405,1.040523226,0.088102178,-999,-999
209,Human,38,Age_34_41,Age_36_40,Female,BM,2a,1,0.45,0,0.05,76.944,7.056,0.9,1,0.5,0.5,-999,-999,1,1,1.89178269,0.906119458,0.985663232,-999,-999
210,Human,36,Age_34_41,Age_36_40,Female,BM,1b,0,0.9,1,0.1,22.167,12.522,0,0.2,0.4,0.4,1,-999,1,0,1.364869799,1.131040932,0.233828867,-999,-999
211,Human,28,Age_25_28,Age_25_29,Male,PE,2b,0,0.1,1,0.9,13.269,11.919,1,1,1,1,-999,-999,1,1,1.154393538,1.111228898,0.04316464,-999,-999
212,Human,25,Age_25_28,Age_25_29,Male,PE,2b,0,0.1,1,0.9,21.105,9.492,0.95,1,0.95,0.95,0,0,0,0,1.344490519,1.020858282,0.323632237,-999,-999
213,Human,56,Age_42_65,Age_41_65,Male,BM,2a,0,0.9,1,0.1,22.288,13.523,1,1,0.9,0.95,1,-999,1,0,1.367132192,1.162056337,0.205075855,-999,-999
214,Human,37,Age_34_41,Age_36_40,Male,PE,2b,0,0.1,1,0.9,60.992,34.348,0.5,1,0.85,0.92,-999,-999,1,1,1.792335648,1.548364846,0.243970802,-999,-999
215,Human,34,Age_34_41,Age_30_35,Male,BM,2a,1,0.45,1,0.1,44.431,24.649,1,1,0.9,0.99,1,1,1,1,1.657352296,1.409070438,0.248281859,-999,-999
216,Human,25,Age_25_28,Age_25_29,Male,BM,1b,0,0.9,1,0.1,25.152,16.331,1,1,1,1,-999,-999,1,0,1.417504908,1.238823622,0.178681285,-999,-999
217,Human,38,Age_34_41,Age_36_40,Male,PE,1a,0,0.1,1,0.9,7.829,9.423,0.45,1,0.35,0.95,-999,-999,1,1,0.945911517,1.017992738,-0.072081221,-999,-999
218,Human,36,Age_34_41,Age_36_40,Female,BM,2a,0,0.9,0,0.05,20.858,184.498,1,1,0.85,0.5,0,1,0,1,1.339610422,2.268339232,-0.92872881,-999,-999
219,Human,39,Age_34_41,Age_36_40,Male,PE,2b,1,0.05,1,0.9,186.306,21.692,1,1,0.6,0.9,1,0,1,0,2.272551689,1.355872775,0.916678915,-999,-999
220,Human,30,Age_29_33,Age_30_35,Male,BM,1b,1,0.45,1,0.1,64.56,7.619,0.5,1,0.5,0.75,1,-999,1,1,1.816638945,0.935456881,0.881182064,-999,-999
221,Human,41,Age_34_41,Age_41_65,Male,PE,1a,1,0.05,1,0.9,50.313,27.553,1,1,0.6,0.6,1,1,1,1,1.710227406,1.455651745,0.254575661,-999,-999
222,Human,36,Age_34_41,Age_36_40,Male,BM,2a,0,0.9,1,0.1,59.752,37.071,1,1,0.75,0.72,1,0,1,0,1.78356058,1.580594284,0.202966295,-999,-999
223,Human,34,Age_34_41,Age_30_35,Female,BM,1b,0,0.9,1,0.1,19.878,19.805,0.9,1,0.9,0.9,1,0,1,0,1.319688893,1.31816772,0.001521173,-999,-999
224,Human,26,Age_25_28,Age_25_29,Female,BM,2a,0,0.9,1,0.1,90.31,153.815,1,0.5,0.6,0.75,1,0,1,0,1.960518343,2.189813037,-0.229294694,-999,-999
225,Human,36,Age_34_41,Age_36_40,Female,PE,1a,0,0.1,1,0.9,46.852,14.995,1,1,0.8,0.99,-999,-999,1,0,1.679900094,1.203984244,0.47591585,-999,-999
226,Human,51,Age_42_65,Age_41_65,Male,PE,1a,1,0.05,1,0.9,18.385,9.207,1,1,0.8,0.8,1,-999,1,0,1.287465805,1.008898115,0.278567691,-999,-999
227,Human,29,Age_29_33,Age_25_29,Male,PE,2b,1,0.05,1,0.9,7.718,26.237,1,1,0.5,0.9,1,0,1,0,0.940416865,1.435159271,-0.494742406,-999,-999
228,Human,29,Age_29_33,Age_25_29,Male,PE,2b,0,0.1,1,0.9,15.002,11.019,1,1,1,1,-999,-999,1,0,1.204174266,1.079868335,0.124305931,-999,-999
229,Human,19,Age_19,Age_19,Male,PE,1a,0,0.1,1,0.9,34.071,33.125,1,1,1,1,-999,-999,0,0,1.544948149,1.53307266,0.011875489,-999,-999
230,Human,29,Age_29_33,Age_25_29,Female,BM,2a,1,0.45,1,0.1,24.368,8.161,1,1,0.7,0.95,1,0,1,0,1.404286229,0.961942883,0.442343346,-999,-999
231,Human,24,Age_22_24,Age_23_24,Male,PE,1a,0,0.1,1,0.9,23.224,12.845,0.8,1,0.9,0.8,-999,-999,1,0,1.384245858,1.14129296,0.242952898,-999,-999
232,Human,32,Age_29_33,Age_30_35,Female,BM,1b,1,0.45,1,0.1,84.775,19.93,1,1,1,1,1,0,1,0,1.933360727,1.320769228,0.612591498,-999,-999
233,Human,28,Age_25_28,Age_25_29,Male,BM,1b,1,0.45,0,0.05,15.98,59.205,1,1,0.8,0.85,1,1,1,1,1.229937686,1.779632561,-0.549694875,-999,-999
234,Human,30,Age_29_33,Age_30_35,Female,BM,1b,0,0.9,1,0.1,19.704,16.485,1,1,0.9,0.99,-999,0,1,1,1.316054259,1.242665637,0.073388622,-999,-999
235,Human,37,Age_34_41,Age_36_40,Male,PE,2b,0,0.1,1,0.9,10.003,8.186,1,1,1,1,-999,-999,1,0,1.041511113,0.963126441,0.078384672,-999,-999
236,Human,23,Age_22_24,Age_23_24,Male,PE,1a,1,0.05,1,0.9,10.102,10.403,1,1,0.9,0.95,1,0,1,0,1.045401223,1.057019124,-0.011617901,-999,-999
237,Human,32,Age_29_33,Age_30_35,Female,PE,2b,1,0.05,1,0.9,90.899,25.228,0.85,1,0.5,0.95,-999,-999,1,0,1.963310786,1.418765175,0.544545611,-999,-999
238,Human,42,Age_42_65,Age_41_65,Male,BM,2a,0,0.5,0,0.05,44.258,38.209,0.5,0.75,0.65,0.8,-999,1,1,1,1.655695358,1.593385766,0.062309592,-999,-999
239,Human,41,Age_34_41,Age_41_65,Male,BM,2a,1,0.45,1,0.1,91.361,38.696,1,1,0.8,0.8,1,0,1,0,1.965488626,1.598746747,0.366741879,-999,-999
240,Human,30,Age_29_33,Age_30_35,Male,PE,1a,0,0.1,1,0.9,29.087,17.389,1,1,0.7,1,-999,-999,1,1,1.478378886,1.264558113,0.213820773,-999,-999
241,Human,34,Age_34_41,Age_30_35,Female,BM,1b,0,0.02,0,1,3.483,312.002,0.8,0.9,0.75,0.75,-999,-999,1,0,0.651568739,2.495547113,-1.843978374,-999,-999
242,Human,32,Age_29_33,Age_30_35,Female,BM,1b,1,0.45,1,0.1,121.751,9.595,1,1,0.75,0.99,1,0,1,1,2.089025039,1.025100961,1.063924078,-999,-999
243,Human,39,Age_34_41,Age_36_40,Male,PE,1a,1,0.05,1,0.9,10.29,12.484,0.99,1,0.75,0.99,1,0,1,0,1.052693942,1.129818744,-0.077124802,-999,-999
244,Human,31,Age_29_33,Age_30_35,Male,BM,1b,1,0.45,1,0.1,17.103,6.115,1,1,0.8,0.9,1,0,1,0,1.257750551,0.852174904,0.405575647,-999,-999
245,Human,30,Age_29_33,Age_30_35,Male,BM,2a,0,0.25,1,0.1,35.397,30.336,1,1,0.7,0.95,1,1,1,1,1.561065589,1.496043559,0.06502203,-999,-999
246,Human,30,Age_29_33,Age_30_35,Male,BM,2a,1,0.45,0,0.05,18.985,3.968,1,1,0.85,0.9,1,1,1,1,1.300704153,0.696181587,0.604522565,-999,-999
247,Human,54,Age_42_65,Age_41_65,Female,PE,1a,1,0.05,1,0.9,14.986,31.174,1,1,0.85,0.95,1,0,1,0,1.203739809,1.507505057,-0.303765249,-999,-999
