Subject,Dataset,Age,Age_break_new,Age_break,Gender,StandardProblem,CBType,Accuracy,Response,ProblemType
236,Llama2,23,Age_22_24,Age_23_24,Male,PE,1a,0,0.5,Standard
237,Llama2,32,Age_29_33,Age_30_35,Female,PE,2b,0,40,Standard
237,Llama2,32,Age_29_33,Age_30_35,Female,PE,2b,0,0.4,Standard
237,Llama2,32,Age_29_33,Age_30_35,Female,PE,2b,0,40,Standard
237,Llama2,32,Age_29_33,Age_30_35,Female,PE,2b,0,0.1,Standard
238,Llama2,42,Age_42_65,Age_41_65,Male,BM,2a,0,1.35,Standard
238,Llama2,42,Age_42_65,Age_41_65,Male,BM,2a,0,1,Standard
238,Llama2,42,Age_42_65,Age_41_65,Male,BM,2a,0,1.35,Standard
238,Llama2,42,Age_42_65,Age_41_65,Male,BM,2a,0,5,Standard
239,Llama2,41,Age_34_41,Age_41_65,Male,BM,2a,0,-999,Standard
239,Llama2,41,Age_34_41,Age_41_65,Male,BM,2a,0,0.5,Standard
239,Llama2,41,Age_34_41,Age_41_65,Male,BM,2a,0,0.5,Standard
239,Llama2,41,Age_34_41,Age_41_65,Male,BM,2a,0,90,Standard
240,Llama2,30,Age_29_33,Age_30_35,Male,PE,1a,0,25,Standard
240,Llama2,30,Age_29_33,Age_30_35,Male,PE,1a,0,0.45,Standard
240,Llama2,30,Age_29_33,Age_30_35,Male,PE,1a,0,50,Standard
240,Llama2,30,Age_29_33,Age_30_35,Male,PE,1a,1,5,Standard
241,Llama2,34,Age_34_41,Age_30_35,Female,BM,1b,0,1,Standard
241,Llama2,34,Age_34_41,Age_30_35,Female,BM,1b,0,1,Standard
241,Llama2,34,Age_34_41,Age_30_35,Female,BM,1b,0,60,Standard
241,Llama2,34,Age_34_41,Age_30_35,Female,BM,1b,0,1,Standard
242,Llama2,32,Age_29_33,Age_30_35,Female,BM,1b,0,40,Standard
242,Llama2,32,Age_29_33,Age_30_35,Female,BM,1b,0,65,Standard
242,Llama2,32,Age_29_33,Age_30_35,Female,BM,1b,0,60,Standard
242,Llama2,32,Age_29_33,Age_30_35,Female,BM,1b,0,1.4,Standard
243,Llama2,39,Age_34_41,Age_36_40,Male,PE,1a,1,5,Standard
243,Llama2,39,Age_34_41,Age_36_40,Male,PE,1a,0,50,Standard
243,Llama2,39,Age_34_41,Age_36_40,Male,PE,1a,0,0.5,Standard
243,Llama2,39,Age_34_41,Age_36_40,Male,PE,1a,0,0.45,Standard
244,Llama2,31,Age_29_33,Age_30_35,Male,BM,1b,0,0.9,Standard
244,Llama2,31,Age_29_33,Age_30_35,Male,BM,1b,0,0.4,Standard
244,Llama2,31,Age_29_33,Age_30_35,Male,BM,1b,0,1,Standard
244,Llama2,31,Age_29_33,Age_30_35,Male,BM,1b,0,0.85,Standard
245,Llama2,30,Age_29_33,Age_30_35,Male,BM,2a,0,1.5,Standard
245,Llama2,30,Age_29_33,Age_30_35,Male,BM,2a,0,1,Standard
245,Llama2,30,Age_29_33,Age_30_35,Male,BM,2a,0,1.5,Standard
245,Llama2,30,Age_29_33,Age_30_35,Male,BM,2a,0,1.5,Standard
246,Llama2,30,Age_29_33,Age_30_35,Male,BM,2a,0,1,Standard
246,Llama2,30,Age_29_33,Age_30_35,Male,BM,2a,0,1,Standard
246,Llama2,30,Age_29_33,Age_30_35,Male,BM,2a,0,1,Standard
246,Llama2,30,Age_29_33,Age_30_35,Male,BM,2a,0,1.5,Standard
247,Llama2,54,Age_42_65,Age_41_65,Female,PE,1a,0,9,Standard
247,Llama2,54,Age_42_65,Age_41_65,Female,PE,1a,0,0.89,Standard
247,Llama2,54,Age_42_65,Age_41_65,Female,PE,1a,0,0.3,Standard
247,Llama2,54,Age_42_65,Age_41_65,Female,PE,1a,0,0.6,Standard
248,Llama2,65,Age_42_65,Age_41_65,Male,BM,2a,0,1.45,Standard
248,Llama2,65,Age_42_65,Age_41_65,Male,BM,2a,0,1.4,Standard
248,Llama2,65,Age_42_65,Age_41_65,Male,BM,2a,0,1.8,Standard
248,Llama2,65,Age_42_65,Age_41_65,Male,BM,2a,0,15,Standard
249,Llama2,24,Age_22_24,Age_23_24,Male,BM,1b,0,0.5,Standard
249,Llama2,24,Age_22_24,Age_23_24,Male,BM,1b,0,1,Standard
249,Llama2,24,Age_22_24,Age_23_24,Male,BM,1b,0,0.3,Standard
249,Llama2,24,Age_22_24,Age_23_24,Male,BM,1b,0,0.7,Standard
250,Llama2,24,Age_22_24,Age_23_24,Male,PE,2b,0,30,Standard
250,Llama2,24,Age_22_24,Age_23_24,Male,PE,2b,0,0.1,Standard
250,Llama2,24,Age_22_24,Age_23_24,Male,PE,2b,0,0.5,Standard
250,Llama2,24,Age_22_24,Age_23_24,Male,PE,2b,0,0.6,Standard
251,Llama2,32,Age_29_33,Age_30_35,Male,BM,2a,0,1,Standard
251,Llama2,32,Age_29_33,Age_30_35,Male,BM,2a,0,-999,Standard
251,Llama2,32,Age_29_33,Age_30_35,Male,BM,2a,0,-999,Standard
251,Llama2,32,Age_29_33,Age_30_35,Male,BM,2a,0,65,Standard
252,Llama2,30,Age_29_33,Age_30_35,Male,PE,1a,1,5,Standard
252,Llama2,30,Age_29_33,Age_30_35,Male,PE,1a,1,5,Standard
252,Llama2,30,Age_29_33,Age_30_35,Male,PE,1a,0,0.25,Standard
252,Llama2,30,Age_29_33,Age_30_35,Male,PE,1a,0,0.5,Standard
253,Llama2,28,Age_25_28,Age_25_29,Male,PE,1a,0,0.5,Standard
253,Llama2,28,Age_25_28,Age_25_29,Male,PE,1a,0,0.95,Standard
253,Llama2,28,Age_25_28,Age_25_29,Male,PE,1a,1,5,Standard
253,Llama2,28,Age_25_28,Age_25_29,Male,PE,1a,1,5,Standard
254,Llama2,40,Age_34_41,Age_36_40,Male,PE,2b,0,-999,Standard
254,Llama2,40,Age_34_41,Age_36_40,Male,PE,2b,0,60,Standard
254,Llama2,40,Age_34_41,Age_36_40,Male,PE,2b,0,50,Standard
254,Llama2,40,Age_34_41,Age_36_40,Male,PE,2b,0,0.5,Standard
255,Llama2,47,Age_42_65,Age_41_65,Female,BM,1b,0,0.5,Standard
255,Llama2,47,Age_42_65,Age_41_65,Female,BM,1b,0,1,Standard
255,Llama2,47,Age_42_65,Age_41_65,Female,BM,1b,0,0.3,Standard
255,Llama2,47,Age_42_65,Age_41_65,Female,BM,1b,0,0.9,Standard
256,Llama2,35,Age_34_41,Age_30_35,Male,PE,1a,0,9,Standard
256,Llama2,35,Age_34_41,Age_30_35,Male,PE,1a,0,0.5,Standard
256,Llama2,35,Age_34_41,Age_30_35,Male,PE,1a,1,0.05,Standard
256,Llama2,35,Age_34_41,Age_30_35,Male,PE,1a,0,0.1,Standard
257,Llama2,18,Age_18,Age_18,Male,PE,2b,0,1.25,Standard
257,Llama2,18,Age_18,Age_18,Male,PE,2b,0,10,Standard
257,Llama2,18,Age_18,Age_18,Male,PE,2b,1,5,Standard
257,Llama2,18,Age_18,Age_18,Male,PE,2b,0,1,Standard
258,Llama2,19,Age_19,Age_19,Female,PE,2b,0,40,Standard
258,Llama2,19,Age_19,Age_19,Female,PE,2b,0,40,Standard
258,Llama2,19,Age_19,Age_19,Female,PE,2b,0,10,Standard
258,Llama2,19,Age_19,Age_19,Female,PE,2b,0,10,Standard
259,Llama2,19,Age_19,Age_19,Male,BM,2a,0,-999,Standard
259,Llama2,19,Age_19,Age_19,Male,BM,2a,1,0.45,Standard
259,Llama2,19,Age_19,Age_19,Male,BM,2a,1,0.45,Standard
259,Llama2,19,Age_19,Age_19,Male,BM,2a,0,50,Standard
260,Llama2,18,Age_18,Age_18,Male,BM,1b,0,0.4,Standard
260,Llama2,18,Age_18,Age_18,Male,BM,1b,0,1.4,Standard
260,Llama2,18,Age_18,Age_18,Male,BM,1b,1,0.45,Standard
260,Llama2,18,Age_18,Age_18,Male,BM,1b,0,70,Standard
261,Llama2,20,Age_20_21,Age_20_22,Female,PE,1a,1,5,Standard
261,Llama2,20,Age_20_21,Age_20_22,Female,PE,1a,0,40,Standard
261,Llama2,20,Age_20_21,Age_20_22,Female,PE,1a,1,5,Standard
261,Llama2,20,Age_20_21,Age_20_22,Female,PE,1a,0,0.1,Standard
262,Llama2,19,Age_19,Age_19,Female,PE,2b,0,0.1,Standard
262,Llama2,19,Age_19,Age_19,Female,PE,2b,0,0.6,Standard
262,Llama2,19,Age_19,Age_19,Female,PE,2b,0,10,Standard
262,Llama2,19,Age_19,Age_19,Female,PE,2b,0,0.5,Standard
263,Llama2,19,Age_19,Age_19,Male,PE,1a,1,5,Standard
263,Llama2,19,Age_19,Age_19,Male,PE,1a,0,25,Standard
263,Llama2,19,Age_19,Age_19,Male,PE,1a,1,5,Standard
263,Llama2,19,Age_19,Age_19,Male,PE,1a,1,5,Standard
264,Llama2,20,Age_20_21,Age_20_22,Male,BM,2a,0,1.05,Standard
264,Llama2,20,Age_20_21,Age_20_22,Male,BM,2a,0,1.45,Standard
264,Llama2,20,Age_20_21,Age_20_22,Male,BM,2a,0,0.5,Standard
264,Llama2,20,Age_20_21,Age_20_22,Male,BM,2a,1,45,Standard
265,Llama2,19,Age_19,Age_19,Female,PE,2b,0,10,Standard
265,Llama2,19,Age_19,Age_19,Female,PE,2b,0,40,Standard
265,Llama2,19,Age_19,Age_19,Female,PE,2b,0,60,Standard
265,Llama2,19,Age_19,Age_19,Female,PE,2b,0,50,Standard
266,Llama2,18,Age_18,Age_18,Male,PE,1a,1,5,Standard
266,Llama2,18,Age_18,Age_18,Male,PE,1a,1,5,Standard
266,Llama2,18,Age_18,Age_18,Male,PE,1a,0,0.55,Standard
266,Llama2,18,Age_18,Age_18,Male,PE,1a,1,5,Standard
267,Llama2,19,Age_19,Age_19,Male,BM,1b,0,1.8,Standard
267,Llama2,19,Age_19,Age_19,Male,BM,1b,0,1.4,Standard
267,Llama2,19,Age_19,Age_19,Male,BM,1b,0,60,Standard
267,Llama2,19,Age_19,Age_19,Male,BM,1b,1,0.45,Standard
268,Llama2,19,Age_19,Age_19,Male,BM,1b,0,30,Standard
268,Llama2,19,Age_19,Age_19,Male,BM,1b,0,0.5,Standard
268,Llama2,19,Age_19,Age_19,Male,BM,1b,0,60,Standard
268,Llama2,19,Age_19,Age_19,Male,BM,1b,0,0.9,Standard
269,Llama2,19,Age_19,Age_19,Male,BM,1b,0,60,Standard
269,Llama2,19,Age_19,Age_19,Male,BM,1b,1,45,Standard
269,Llama2,19,Age_19,Age_19,Male,BM,1b,0,0.5,Standard
269,Llama2,19,Age_19,Age_19,Male,BM,1b,0,0.6,Standard
270,Llama2,19,Age_19,Age_19,Female,BM,2a,0,80,Standard
270,Llama2,19,Age_19,Age_19,Female,BM,2a,0,-999,Standard
270,Llama2,19,Age_19,Age_19,Female,BM,2a,0,0.5,Standard
270,Llama2,19,Age_19,Age_19,Female,BM,2a,0,75,Standard
271,Llama2,19,Age_19,Age_19,Female,PE,1a,0,0.5,Standard
271,Llama2,19,Age_19,Age_19,Female,PE,1a,1,5,Standard
271,Llama2,19,Age_19,Age_19,Female,PE,1a,1,5,Standard
271,Llama2,19,Age_19,Age_19,Female,PE,1a,0,50,Standard
272,Llama2,19,Age_19,Age_19,Female,BM,1b,1,0.45,Standard
272,Llama2,19,Age_19,Age_19,Female,BM,1b,0,1.4,Standard
272,Llama2,19,Age_19,Age_19,Female,BM,1b,0,35,Standard
272,Llama2,19,Age_19,Age_19,Female,BM,1b,0,0.5,Standard
273,Llama2,20,Age_20_21,Age_20_22,Male,BM,2a,0,1.4,Standard
273,Llama2,20,Age_20_21,Age_20_22,Male,BM,2a,0,1,Standard
273,Llama2,20,Age_20_21,Age_20_22,Male,BM,2a,0,1.5,Standard
273,Llama2,20,Age_20_21,Age_20_22,Male,BM,2a,1,45,Standard
274,Llama2,18,Age_18,Age_18,Female,PE,2b,0,0.1,Standard
274,Llama2,18,Age_18,Age_18,Female,PE,2b,0,0.1,Standard
274,Llama2,18,Age_18,Age_18,Female,PE,2b,0,0.4,Standard
274,Llama2,18,Age_18,Age_18,Female,PE,2b,0,-999,Standard
275,Llama2,19,Age_19,Age_19,Male,BM,1b,0,0.4,Standard
275,Llama2,19,Age_19,Age_19,Male,BM,1b,0,40,Standard
275,Llama2,19,Age_19,Age_19,Male,BM,1b,1,45,Standard
275,Llama2,19,Age_19,Age_19,Male,BM,1b,0,0.5,Standard
276,Llama2,21,Age_20_21,Age_20_22,Male,BM,1b,0,60,Standard
276,Llama2,21,Age_20_21,Age_20_22,Male,BM,1b,0,0.5,Standard
276,Llama2,21,Age_20_21,Age_20_22,Male,BM,1b,0,0.7,Standard
276,Llama2,21,Age_20_21,Age_20_22,Male,BM,1b,0,0.9,Standard
277,Llama2,20,Age_20_21,Age_20_22,Female,BM,1b,0,0.8,Standard
277,Llama2,20,Age_20_21,Age_20_22,Female,BM,1b,0,50,Standard
277,Llama2,20,Age_20_21,Age_20_22,Female,BM,1b,0,0.9,Standard
277,Llama2,20,Age_20_21,Age_20_22,Female,BM,1b,0,40,Standard
278,Llama2,20,Age_20_21,Age_20_22,Male,BM,1b,0,50,Standard
278,Llama2,20,Age_20_21,Age_20_22,Male,BM,1b,0,0.4,Standard
278,Llama2,20,Age_20_21,Age_20_22,Male,BM,1b,0,1,Standard
278,Llama2,20,Age_20_21,Age_20_22,Male,BM,1b,0,3,Standard
279,Llama2,19,Age_19,Age_19,Male,BM,1b,0,0.3,Standard
279,Llama2,19,Age_19,Age_19,Male,BM,1b,1,0.45,Standard
279,Llama2,19,Age_19,Age_19,Male,BM,1b,0,0.5,Standard
279,Llama2,19,Age_19,Age_19,Male,BM,1b,0,70,Standard
280,Llama2,21,Age_20_21,Age_20_22,Female,BM,2a,1,45,Standard
280,Llama2,21,Age_20_21,Age_20_22,Female,BM,2a,0,1,Standard
280,Llama2,21,Age_20_21,Age_20_22,Female,BM,2a,0,50,Standard
280,Llama2,21,Age_20_21,Age_20_22,Female,BM,2a,0,0.5,Standard
281,Llama2,19,Age_19,Age_19,Female,PE,1a,0,-999,Standard
281,Llama2,19,Age_19,Age_19,Female,PE,1a,0,-999,Standard
281,Llama2,19,Age_19,Age_19,Female,PE,1a,0,50,Standard
281,Llama2,19,Age_19,Age_19,Female,PE,1a,0,0.1,Standard
282,Llama2,21,Age_20_21,Age_20_22,Male,PE,1a,1,5,Standard
282,Llama2,21,Age_20_21,Age_20_22,Male,PE,1a,1,5,Standard
282,Llama2,21,Age_20_21,Age_20_22,Male,PE,1a,1,5,Standard
282,Llama2,21,Age_20_21,Age_20_22,Male,PE,1a,0,3,Standard
283,Llama2,29,Age_29_33,Age_25_29,Male,BM,1b,0,40,Standard
283,Llama2,29,Age_29_33,Age_25_29,Male,BM,1b,0,40,Standard
283,Llama2,29,Age_29_33,Age_25_29,Male,BM,1b,0,0.9,Standard
283,Llama2,29,Age_29_33,Age_25_29,Male,BM,1b,0,1.5,Standard
284,Llama2,24,Age_22_24,Age_23_24,Male,BM,1b,0,0.8,Standard
284,Llama2,24,Age_22_24,Age_23_24,Male,BM,1b,0,30,Standard
284,Llama2,24,Age_22_24,Age_23_24,Male,BM,1b,1,0.45,Standard
284,Llama2,24,Age_22_24,Age_23_24,Male,BM,1b,0,-999,Standard
285,Llama2,30,Age_29_33,Age_30_35,Male,PE,2b,0,0.6,Standard
285,Llama2,30,Age_29_33,Age_30_35,Male,PE,2b,0,0.45,Standard
285,Llama2,30,Age_29_33,Age_30_35,Male,PE,2b,0,0.1,Standard
285,Llama2,30,Age_29_33,Age_30_35,Male,PE,2b,0,0.5,Standard
286,Llama2,40,Age_34_41,Age_36_40,Female,PE,1a,1,5,Standard
286,Llama2,40,Age_34_41,Age_36_40,Female,PE,1a,0,30,Standard
286,Llama2,40,Age_34_41,Age_36_40,Female,PE,1a,0,0.25,Standard
286,Llama2,40,Age_34_41,Age_36_40,Female,PE,1a,0,0.5,Standard
287,Llama2,37,Age_34_41,Age_36_40,Male,PE,2b,0,-999,Standard
287,Llama2,37,Age_34_41,Age_36_40,Male,PE,2b,0,0.15,Standard
287,Llama2,37,Age_34_41,Age_36_40,Male,PE,2b,0,0.2,Standard
287,Llama2,37,Age_34_41,Age_36_40,Male,PE,2b,0,10,Standard
288,Llama2,28,Age_25_28,Age_25_29,Male,PE,1a,0,0.5,Standard
288,Llama2,28,Age_25_28,Age_25_29,Male,PE,1a,0,0.45,Standard
288,Llama2,28,Age_25_28,Age_25_29,Male,PE,1a,0,0.55,Standard
288,Llama2,28,Age_25_28,Age_25_29,Male,PE,1a,0,0.55,Standard
289,Llama2,29,Age_29_33,Age_25_29,Male,PE,1a,1,5,Standard
289,Llama2,29,Age_29_33,Age_25_29,Male,PE,1a,0,0.45,Standard
289,Llama2,29,Age_29_33,Age_25_29,Male,PE,1a,1,5,Standard
289,Llama2,29,Age_29_33,Age_25_29,Male,PE,1a,1,5,Standard
290,Llama2,29,Age_29_33,Age_25_29,Female,BM,2a,0,0.5,Standard
290,Llama2,29,Age_29_33,Age_25_29,Female,BM,2a,0,0.5,Standard
290,Llama2,29,Age_29_33,Age_25_29,Female,BM,2a,1,45,Standard
290,Llama2,29,Age_29_33,Age_25_29,Female,BM,2a,0,50,Standard
291,Llama2,24,Age_22_24,Age_23_24,Male,PE,2b,0,0.5,Standard
291,Llama2,24,Age_22_24,Age_23_24,Male,PE,2b,0,50,Standard
291,Llama2,24,Age_22_24,Age_23_24,Male,PE,2b,0,0.65,Standard
291,Llama2,24,Age_22_24,Age_23_24,Male,PE,2b,0,0.6,Standard
292,Llama2,42,Age_42_65,Age_41_65,Female,BM,2a,0,1,Standard
292,Llama2,42,Age_42_65,Age_41_65,Female,BM,2a,0,1,Standard
292,Llama2,42,Age_42_65,Age_41_65,Female,BM,2a,0,85,Standard
292,Llama2,42,Age_42_65,Age_41_65,Female,BM,2a,0,1.5,Standard
293,Llama2,24,Age_22_24,Age_23_24,Male,PE,2b,0,0.1,Standard
293,Llama2,24,Age_22_24,Age_23_24,Male,PE,2b,0,50,Standard
293,Llama2,24,Age_22_24,Age_23_24,Male,PE,2b,0,0.35,Standard
293,Llama2,24,Age_22_24,Age_23_24,Male,PE,2b,0,60,Standard
294,Llama2,41,Age_34_41,Age_41_65,Female,BM,2a,0,35,Standard
294,Llama2,41,Age_34_41,Age_41_65,Female,BM,2a,0,65,Standard
294,Llama2,41,Age_34_41,Age_41_65,Female,BM,2a,0,0.5,Standard
294,Llama2,41,Age_34_41,Age_41_65,Female,BM,2a,0,0.5,Standard
295,Llama2,21,Age_20_21,Age_20_22,Male,PE,2b,0,60,Standard
295,Llama2,21,Age_20_21,Age_20_22,Male,PE,2b,1,0.05,Standard
295,Llama2,21,Age_20_21,Age_20_22,Male,PE,2b,0,0.35,Standard
295,Llama2,21,Age_20_21,Age_20_22,Male,PE,2b,0,0.1,Standard
296,Llama2,23,Age_22_24,Age_23_24,Female,BM,2a,0,1.45,Standard
296,Llama2,23,Age_22_24,Age_23_24,Female,BM,2a,0,1.5,Standard
296,Llama2,23,Age_22_24,Age_23_24,Female,BM,2a,0,-999,Standard
296,Llama2,23,Age_22_24,Age_23_24,Female,BM,2a,0,1.4,Standard
297,Llama2,21,Age_20_21,Age_20_22,Male,BM,2a,0,90,Standard
297,Llama2,21,Age_20_21,Age_20_22,Male,BM,2a,0,50,Standard
297,Llama2,21,Age_20_21,Age_20_22,Male,BM,2a,0,0.3,Standard
297,Llama2,21,Age_20_21,Age_20_22,Male,BM,2a,0,50,Standard
298,Llama2,22,Age_22_24,Age_20_22,Male,PE,2b,0,50,Standard
298,Llama2,22,Age_22_24,Age_20_22,Male,PE,2b,0,0.5,Standard
298,Llama2,22,Age_22_24,Age_20_22,Male,PE,2b,0,60,Standard
298,Llama2,22,Age_22_24,Age_20_22,Male,PE,2b,0,0.6,Standard
299,Llama2,20,Age_20_21,Age_20_22,Female,BM,2a,0,0.5,Standard
299,Llama2,20,Age_20_21,Age_20_22,Female,BM,2a,0,0.3,Standard
299,Llama2,20,Age_20_21,Age_20_22,Female,BM,2a,0,1,Standard
299,Llama2,20,Age_20_21,Age_20_22,Female,BM,2a,0,1.5,Standard
300,Llama2,26,Age_25_28,Age_25_29,Female,BM,1b,0,1.4,Standard
300,Llama2,26,Age_25_28,Age_25_29,Female,BM,1b,0,40,Standard
300,Llama2,26,Age_25_28,Age_25_29,Female,BM,1b,1,0.45,Standard
300,Llama2,26,Age_25_28,Age_25_29,Female,BM,1b,0,30,Standard
301,Llama2,28,Age_25_28,Age_25_29,Female,BM,1b,0,0.9,Standard
301,Llama2,28,Age_25_28,Age_25_29,Female,BM,1b,0,1.5,Standard
301,Llama2,28,Age_25_28,Age_25_29,Female,BM,1b,0,1,Standard
301,Llama2,28,Age_25_28,Age_25_29,Female,BM,1b,0,1,Standard
302,Llama2,29,Age_29_33,Age_25_29,Male,BM,2a,0,15,Standard
302,Llama2,29,Age_29_33,Age_25_29,Male,BM,2a,1,0.45,Standard
302,Llama2,29,Age_29_33,Age_25_29,Male,BM,2a,0,1.5,Standard
302,Llama2,29,Age_29_33,Age_25_29,Male,BM,2a,0,0.5,Standard
303,Llama2,23,Age_22_24,Age_23_24,Male,PE,2b,0,60,Standard
303,Llama2,23,Age_22_24,Age_23_24,Male,PE,2b,0,40,Standard
303,Llama2,23,Age_22_24,Age_23_24,Male,PE,2b,0,0.5,Standard
303,Llama2,23,Age_22_24,Age_23_24,Male,PE,2b,0,10,Standard
304,Llama2,29,Age_29_33,Age_25_29,Male,BM,1b,0,1.5,Standard
304,Llama2,29,Age_29_33,Age_25_29,Male,BM,1b,0,0.9,Standard
304,Llama2,29,Age_29_33,Age_25_29,Male,BM,1b,0,-999,Standard
304,Llama2,29,Age_29_33,Age_25_29,Male,BM,1b,0,0.5,Standard
305,Llama2,27,Age_25_28,Age_25_29,Male,BM,2a,0,15,Standard
305,Llama2,27,Age_25_28,Age_25_29,Male,BM,2a,0,1,Standard
305,Llama2,27,Age_25_28,Age_25_29,Male,BM,2a,0,0.5,Standard
305,Llama2,27,Age_25_28,Age_25_29,Male,BM,2a,0,1.5,Standard
306,Llama2,25,Age_25_28,Age_25_29,Male,BM,1b,0,0.3,Standard
306,Llama2,25,Age_25_28,Age_25_29,Male,BM,1b,0,90,Standard
306,Llama2,25,Age_25_28,Age_25_29,Male,BM,1b,1,0.45,Standard
306,Llama2,25,Age_25_28,Age_25_29,Male,BM,1b,0,0.3,Standard
307,Llama2,22,Age_22_24,Age_20_22,Male,BM,1b,0,40,Standard
307,Llama2,22,Age_22_24,Age_20_22,Male,BM,1b,1,0.45,Standard
307,Llama2,22,Age_22_24,Age_20_22,Male,BM,1b,0,0.4,Standard
307,Llama2,22,Age_22_24,Age_20_22,Male,BM,1b,0,50,Standard
308,Llama2,24,Age_22_24,Age_23_24,Female,PE,1a,0,0.5,Standard
308,Llama2,24,Age_22_24,Age_23_24,Female,PE,1a,1,0.05,Standard
308,Llama2,24,Age_22_24,Age_23_24,Female,PE,1a,0,50,Standard
308,Llama2,24,Age_22_24,Age_23_24,Female,PE,1a,0,0.5,Standard
309,Llama2,22,Age_22_24,Age_20_22,Male,PE,1a,0,0.5,Standard
309,Llama2,22,Age_22_24,Age_20_22,Male,PE,1a,1,5,Standard
309,Llama2,22,Age_22_24,Age_20_22,Male,PE,1a,0,0.6,Standard
309,Llama2,22,Age_22_24,Age_20_22,Male,PE,1a,1,5,Standard
310,Llama2,24,Age_22_24,Age_23_24,Female,BM,2a,0,1.5,Standard
310,Llama2,24,Age_22_24,Age_23_24,Female,BM,2a,0,1,Standard
310,Llama2,24,Age_22_24,Age_23_24,Female,BM,2a,0,1.5,Standard
310,Llama2,24,Age_22_24,Age_23_24,Female,BM,2a,0,0.5,Standard
311,Llama2,26,Age_25_28,Age_25_29,Male,PE,2b,0,30,Standard
311,Llama2,26,Age_25_28,Age_25_29,Male,PE,2b,0,30,Standard
311,Llama2,26,Age_25_28,Age_25_29,Male,PE,2b,0,0.4,Standard
311,Llama2,26,Age_25_28,Age_25_29,Male,PE,2b,0,80,Standard
312,Llama2,25,Age_25_28,Age_25_29,Male,PE,1a,0,90,Standard
312,Llama2,25,Age_25_28,Age_25_29,Male,PE,1a,0,0.6,Standard
312,Llama2,25,Age_25_28,Age_25_29,Male,PE,1a,0,0.6,Standard
312,Llama2,25,Age_25_28,Age_25_29,Male,PE,1a,0,0.6,Standard
313,Llama2,23,Age_22_24,Age_23_24,Male,PE,1a,0,-999,Standard
313,Llama2,23,Age_22_24,Age_23_24,Male,PE,1a,1,5,Standard
313,Llama2,23,Age_22_24,Age_23_24,Male,PE,1a,1,5,Standard
313,Llama2,23,Age_22_24,Age_23_24,Male,PE,1a,1,5,Standard
314,Llama2,28,Age_25_28,Age_25_29,Male,BM,2a,0,50,Standard
314,Llama2,28,Age_25_28,Age_25_29,Male,BM,2a,0,1,Standard
314,Llama2,28,Age_25_28,Age_25_29,Male,BM,2a,0,1,Standard
314,Llama2,28,Age_25_28,Age_25_29,Male,BM,2a,0,90,Standard
315,Llama2,24,Age_22_24,Age_23_24,Male,PE,2b,0,0.1,Standard
315,Llama2,24,Age_22_24,Age_23_24,Male,PE,2b,0,10,Standard
315,Llama2,24,Age_22_24,Age_23_24,Male,PE,2b,1,0.05,Standard
315,Llama2,24,Age_22_24,Age_23_24,Male,PE,2b,0,0.15,Standard
316,Llama2,35,Age_34_41,Age_30_35,Female,PE,2b,0,10,Standard
316,Llama2,35,Age_34_41,Age_30_35,Female,PE,2b,0,0.1,Standard
316,Llama2,35,Age_34_41,Age_30_35,Female,PE,2b,0,70,Standard
316,Llama2,35,Age_34_41,Age_30_35,Female,PE,2b,0,0.4,Standard
317,Llama2,25,Age_25_28,Age_25_29,Male,PE,2b,0,60,Standard
317,Llama2,25,Age_25_28,Age_25_29,Male,PE,2b,0,0.4,Standard
317,Llama2,25,Age_25_28,Age_25_29,Male,PE,2b,0,30,Standard
317,Llama2,25,Age_25_28,Age_25_29,Male,PE,2b,0,50,Standard
318,Llama2,20,Age_20_21,Age_20_22,Male,BM,2a,0,1,Standard
318,Llama2,20,Age_20_21,Age_20_22,Male,BM,2a,0,50,Standard
318,Llama2,20,Age_20_21,Age_20_22,Male,BM,2a,0,1,Standard
318,Llama2,20,Age_20_21,Age_20_22,Male,BM,2a,0,0.9,Standard
319,Llama2,23,Age_22_24,Age_23_24,Male,BM,2a,0,1.6,Standard
319,Llama2,23,Age_22_24,Age_23_24,Male,BM,2a,0,1.5,Standard
319,Llama2,23,Age_22_24,Age_23_24,Male,BM,2a,0,0.5,Standard
319,Llama2,23,Age_22_24,Age_23_24,Male,BM,2a,0,1,Standard
320,Llama2,39,Age_34_41,Age_36_40,Male,PE,2b,0,10,Standard
320,Llama2,39,Age_34_41,Age_36_40,Male,PE,2b,0,0,Standard
320,Llama2,39,Age_34_41,Age_36_40,Male,PE,2b,0,0.1,Standard
320,Llama2,39,Age_34_41,Age_36_40,Male,PE,2b,0,0.4,Standard
321,Llama2,23,Age_22_24,Age_23_24,Male,BM,2a,0,-999,Standard
321,Llama2,23,Age_22_24,Age_23_24,Male,BM,2a,0,1.5,Standard
321,Llama2,23,Age_22_24,Age_23_24,Male,BM,2a,0,1.5,Standard
321,Llama2,23,Age_22_24,Age_23_24,Male,BM,2a,0,1,Standard
322,Llama2,20,Age_20_21,Age_20_22,Male,PE,2b,0,0.3,Standard
322,Llama2,20,Age_20_21,Age_20_22,Male,PE,2b,0,10,Standard
322,Llama2,20,Age_20_21,Age_20_22,Male,PE,2b,0,10,Standard
322,Llama2,20,Age_20_21,Age_20_22,Male,PE,2b,0,90,Standard
323,Llama2,21,Age_20_21,Age_20_22,Male,PE,1a,0,0.5,Standard
