Subject,Group,Age,Gender,StandardProblem,CBType,StandardAcc,StandardResp,ControlAcc,ControlResp,StandardRT,ControlRT,StandardConfidence,ControlConfidence,StandardOpinion,ControlOpinion,StandardRecall,ControlRecall,StandardMC,ControlMC,LogStandardRT,LogControlRT,LogRTdiff,Confdiff,Opindiff,temp
371,LLM_MIX8X7B_T13,26,Male,BM,2a,1,0.45,1,0.1,,,0.9,1,0.85,0.95,,,,,,,,-0.1,-0.1,1.3
372,LLM_MIX8X7B_T13,19,Female,PE,1a,1,5,1,90,,,0.87,0.9,0.45,0.33,,,,,,,,-0.03,0.12,1.3
373,LLM_MIX8X7B_T13,24,Male,PE,2b,1,0.05,1,0.9,,,0.45,0.65,0.3,0.8,,,,,,,,-0.2,-0.5,1.3
374,LLM_MIX8X7B_T13,25,Female,PE,1a,1,5,1,90,,,1,1,0.9,0.5,,,,,,,,0,0.4,1.3
375,LLM_MIX8X7B_T13,26,Male,BM,2a,1,0.45,1,0.1,,,0.85,0.95,0.4,0.6,,,,,,,,-0.1,-0.2,1.3
376,LLM_MIX8X7B_T13,21,Female,BM,2a,1,0.45,1,0.1,,,0.7,1,0.6,0.99,,,,,,,,-0.3,-0.39,1.3
377,LLM_MIX8X7B_T13,20,Male,BM,1b,0,2.9,1,0.1,,,1,1,0.85,0.85,,,,,,,,0,0,1.3
378,LLM_MIX8X7B_T13,20,Male,PE,1a,1,5,1,90,,,1,1,0.9,1,,,,,,,,0,-0.1,1.3
379,LLM_MIX8X7B_T13,21,Female,PE,2b,0,10,1,90,,,1,0.95,0.7,0.6,,,,,,,,0.05,0.1,1.3
380,LLM_MIX8X7B_T13,22,Male,PE,1a,0,0.1,1,0.9,,,0.98,0.99,0.75,0.95,,,,,,,,-0.01,-0.2,1.3
381,LLM_MIX8X7B_T13,26,Male,BM,1b,0,2,0,1.1,,,0.95,0.85,0.97,0.95,,,,,,,,0.1,0.02,1.3
382,LLM_MIX8X7B_T13,21,Male,PE,2b,1,0.05,1,0.9,,,0.7,1,0.4,0.8,,,,,,,,-0.3,-0.4,1.3
