Subject,Subject.1,CB,StandardProblem,StandardAcc,StandardResp,StandardAccLast,StandardRespLast,StandardStr,ControlAcc,ControlResp,ControlAccLast,ControlRespLast,ControlStr,StandardConfidence,StandardConfidenceStr,ControlConfidence,ControlConfidenceStr,StandardOpinion,StandardOpinionStr,ControlOpinion,ControlOpinionStr
158,,2a,BM,1,0.45,0,2,"$.45, because $2.90 - $2 = $.90 / 2 (for each item).",1,0.1,1,0.1,"$.10, because that would make sense for things priced around that range.",0.8,"80%, I guess sometimes this isn't exactly right, but I feel like it should be.",1,100%. I know my numbers and money pretty well.,0.7,"70%, because lots of people don't have any interest in doing that kind of thing.",0.65,65%. This is just something people mess up on often or can't figure out quickly enough to really remember after they get one problem done and try another one.
159,,2a,BM,0,0.7,0,2.9,"I would say that the banana costs $.70 and the magazine would cost $2.20, since .70 + $2.20 = $2.90.",0,1,0,1.1,"It seems like there must be some sort of mistake here. But if we take the question at face value, the eraser doesn’t cost anything because $1 + $0 = $1.10",0.85,I am about 85% sure this is the correct answer.,0.9,"Although my response goes against common sense, given that they wouldn’t sell an eraser for nothing, I think I would be 90% sure that I answered it correctly.",0.4,"I think around 40%, or slightly lower than half might get this correct.",0.25,"Given that this problem doesn’t make logical sense unless the numbers are changed, I imagine that only about 25% got this one right."
160,,1b,BM,1,0.45,1,0.45,$0.45,1,0.1,1,0.1,".10 cents or just ten cents (I'm using ""cent"" as a singular word instead of cents)",0.95,95,1,100,0.7,I think maybe about 70% because if they got the first one correct then maybe they could do that again but I still think some get caught up by the way it was written in the pencil question or something like that.,0.65,65
161,,1b,BM,0,0.9,0,0.9,$0.90 cents. (This was another classic framing problem),1,0.1,1,0.1,"$.10 cents (this was a classic framing problem, i.e., changing the frame of reference from an addition to a subtraction problem)",0.98,98%,0.95,95%,0.65,"65%. (Interestingly, as we often observe, participants tended to be far less confident in other people’s responses compared to their own)",0.8,80%
162,,1b,BM,1,45,0,2.45,Banana costs 45 cents and magazine 2.45 dollars,1,10,1,10,"10 cents, I subtracted a dollar from one dollar ten cents",0.9,90%,0.99,99%,0.02,Less than half because the phrasing makes some people add instead of subtracting 2 dollars to find the value of the banana,0.95,95%. I think that most people get caught up in the way the question is asked but can still solve the actual math part
163,,2a,BM,1,0.45,1,0.45,$0.45 cents,1,0.1,1,0.1,"It seems like a trick question because of the last one, but seriously the answer is $0.10",1,100%,1,100%,0.6,I would estimate that around 60% would solve it correctly,0.75,Perhaps more than the previous one -- let's say about 75%
164,,1a,PE,1,5,1,5,"5 cents; if a pencil cost $1.05, then an eraser would be 5 cents less.",1,90,1,90,"90 cents, if a magazine costs $2, then a banana would be 90 cents less.",0.95,95%,1,100%,0.2,20%,0.9,90%
165,,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,0.8,80%,1,100%,0.5,50%,0.75,75%
166,,2a,BM,0,3,0,6,"Banana = (total - magazine) / 3, because there's a ""thinking tax"". So, let's first find out how many times higher than banana is a magazine. Banana = 1 dollar, so magazine = banana + 2 dollars = 3 dollars. And if banana = 1 dollar, then the magazine was worth exactly what it cost in our calculations. I see the question as an interesting challenge, and it takes me about 6 seconds to solve it.",1,10,0,1,"Eraser = 10 cents. I didn't even think twice on this one. It just took less than 1 second to solve the problem, since the difference between total price and pencil cost is evident here.",1,"I am quite sure (~75%) that this solution is correct. Maybe it makes sense for other people too, but I cannot be 100% sure without seeing their thought process and math.",0.95,"I am totally confident about my answer (95%). There might always be some corner cases which could require more calculations, but most likely the solution would still stand correct.",0.3,"About 30%. People often tend to quickly look at the given data, ignore certain nuances, or overcomplicate things by dividing the total amount by three right away.",0.7,"Approximately 70%, maybe even more, as it is quite simple."
167,,1a,PE,0,0.9,0,1.1,.90 cents.  Eraser=1.10-1=$0.10; Pencil = $1 + $0.10 = $1.10,1,0.9,0,2.9,"The Banana costs $0.90, as calculated by subtracting the price of the Magazine ($2) from the total cost ($2.90).",1,100%.,1,100%.,0.2,"Less than 40%, most likely close to 20%.",0.5,Probably more than 50% would get it correct.
168,,1a,PE,1,5,0,1,"Eraser - 5 cents, Pencil - 1 dollar ten cents",1,90,0,2,"Banana - 90 cents, Magazine - 2 dollars",1,100%,1,100%,0.75,75%,0.8,80%
169,,1a,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,0.99,99%,0.99,99%,0.5,50%,0.8,80%
170,,1b,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,1,100,1,100,0.7,70,0.95,95
171,,2a,BM,1,0.45,1,0.45,.45 cents,1,0.1,1,0.1,.10 cent,0.7,70 percent,0.8,80 percent,0.3,30 percent,0.6,60 percent
172,,2b,PE,0,10,0,2,"Eraser = 10 cents. Pencil = 1.10 - .10 = $1. So $1 is one dollar more expensive then .10 cents. This seems off because it doesn't fit our common sense notion of ""more."" We might assume that when we hear something like ""$x more"" we think of an increase from the original price, so something like $0.60 (which would mean a pencil costing $1.70). But that's incorrect here since the total cost of both items combined isn't included. Here is another way to arrive at this answer: let x be the value of the eraser and y be the value of the pencil. Then x + y = 1.1. Also, y = x + 1 (pencil is one dollar more than the eraser), so we can rearrange the equation to find y=2x (subtract x from both sides",1,0.9,1,0.9,0.90,0.9,90,0.85,85,0.3,30,0.5,50
173,,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,0.8,80%,1,100%,0.4,40%,0.5,50%
174,,1a,PE,0,0.95,0,0.9,.95 cents or .90 cents (depending on the context),1,90,1,90,90 cents,0.009,I would say 95% or 90% based on whether my response was .95 cents or .90 cents,,Certainly - I am totally sure my answer is correct!,0.5,I suspect around half the population may solve it correctly - so I would estimate a little over 50%,0.6,More than half for this problem - maybe closer to 60%?
175,,1a,PE,0,0.1,0,0.1,.10 cents,1,90,1,90,90 cents,0.9,90,0.8,80,0.7,70,0.5,50
176,,1a,PE,1,0.05,0,1,$.05 ($.95 + $.05 = $1.00),1,0.9,0,2.9,$.90 ($.90 + $2.00 = $2.90),0.76,76%,0.87,87%,0.5,50%,0.75,75%
177,,1b,BM,0,3.3,0,3.3,The banana costs forty cents and the magazine costs $3.30.,0,,0,,The eraser costs ten cents.,1,100%,0.98,98%,0.98,98%,0.95,95%
178,,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,0.6,60,0.9,90,0.1,10,0.9,90
179,,2a,BM,1,0.45,1,0.45,$0.45,1,0.1,1,0.1,$0.10,1,100%,1,100%,0.7,70%,0.85,85%
180,,1b,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,0.95,95%,0.95,95%,0.6,60%,0.8,80%
181,,2b,PE,1,0.05,0,1.05,"Eraser=$.05, Pencil=$1.05",1,0.9,1,0.9,$.90,0.9,90%,1,100%,0.35,35%,0.8,80%
182,,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,0.95,95%,0.85,85%,0.75,75%,0.65,65%
183,,1b,BM,0,2,0,2,"If we know that the magazine is $2 pricier then the banana must be $1 because $1 plus $1 equals the $2 needed for the discount off the initial price of $2.90. So, the banana costs a dollar and the magazine costs $2.",1,10,1,10,"The eraser costs 10 cents, since the cost of the pencil was subtracted from the total cost when asked about the eraser separately.",,I am quite sure that I’m correct because my calculations were simple enough to double check even though there isn’t any need to do so as my solution is pretty obvious.,0.95,95%,0.75,"Maybe around 75% or less due to some difficulty with arithmetic problems but since this one has a logical approach, many should still be able to answer right.",0.85,I think about 85% will answer it correctly if they have a good grasp on elementary school math.
184,,2a,BM,0,2,0,0.9,Banana cost = price of mag - \$2 = (\$2.90-\$2)/1 = \$0.90.  Answer: \$0.90,0,1.1,1,0.1,Eraser cost = $1.10 - $1 = \$0.10. Answer: \$0.10,0.95,95%.  I first did this in my head and then double checked on paper.,0.95,"95%. Again, I did this in my head and then double-checked with a pen and paper.",0.5,50%.  I would think that those who did this in their heads might be slightly less likely to get this correct unless they really thought through what was being asked.,0.8,80%. This seems pretty straight forward as long as you remember to subtract the cost of the pencil from the total price when calculating the price of the eraser.
185,,1b,BM,1,45,0,2.9,"First thought was 45cents, but realized that an easier way to approach this question is to consider first, that if the difference between the two items equals $2 then the magazine would be priced at $2.90 - $2 = $.90 cents and therefore the banana would cost $2.90 - $.90 = $2 cents, so the banana price must be higher because you said, ""the magazine cost $2 more"" (not ""less"") than the banana. So, we just add $2 to .90 cents for the correct answer which would mean the banana sells for $2.90. This question seems more tricky and thus I am less certain of my response here, though logically it still has to make sense from the original wording. I suspect that most people won't think about how this problem can be solved, but will instead jump immediately into attempting a math equation with answers close",1,0.1,0,1,"The eraser costs .10cents.  (The answer provided by most people is .05, but if a store was selling the pencil for $1 and a pencil and an eraser were $1.10 cents the eraser would be sold separately at a price greater than .05 cents because they need to make up the other .65 cents in order to sell the pencil individually at $1).",0.1,"Only about 70% certain given the wording of the problem could imply two possible solutions, although one makes more logical sense. I don't believe that there can really be such an obvious trap as described in some surveys where someone asks what time it is when your watch stopped working and then shows you a picture of only 10 clocks.  Most people won't fall for such blatant tricks unless they feel under pressure or rushed.",0.8,"80%. I know my age and feel quite certain that the cost of the pencil and eraser can't be as reported in most studies, however I am only about 80% positive of this alternate explanation.",0.5,Less than 50%. People tend to trust their initial impulses without considering all aspects of a problem carefully before deciding upon a solution.,0.25,"25%. Although I believe there may be more individuals who think like I do with regard to prices, many more will respond on the basis of common knowledge rather than considering what actually goes on in business environments where goods may be sold either together or separately."
186,,2b,PE,1,0.05,0,1.05,The eraser costs $.05 and the pencil costs $1.05.,1,0.9,1,0.9,The banana costs $.90 (dollars ninety cents),0.65,65%,1,100 %,0.4,40%. I am unsure about how many will get it correct as some may be fooled by their first response or fail to take time to think through the problem,0.75,75 %.  I assume most would answer the question incorrectly
187,,1a,PE,0,0.1,0,1.1,"The eraser would cost .10 cents, making the pencil $1.00 for a total of $1.10",1,90,1,90,90 cents,0.9,I'm 90 percent sure,0.75,"About 75%, but less than my first answer.",0.5,I think about half would solve this correctly. So I think 50%.,0.005,"Again, about half. I know the second problem was more difficult because there were two separate items but still......50%"
188,,2b,PE,1,0.05,0,1.1,Eraser=$0.05 Pencil= $1.05 Total Cost = $1.10 Correct!!,1,0.9,1,0.9,$.90,,Sure that my answer is correct but don't think it applies here since there is an added constraint of price difference between items...,,I am totally sure!,-0.35,"Less than 60%, perhaps only 25-35% would consider the new constraint as making it impossible for them to use their previous knowledge of how to solve math problems.",0.8,Probably close to 80% or higher
189,,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,1,100%,1,100%,0.9,90%,0.95,95%
190,,1b,BM,0,3,0,0.9,"Bananas normally cost less than magazines which usually come close to or over $3. So if the magazine costs $2 more than the banana it's easy to determine the cost by adding these two amounts up. This will equal the total cost stated in the problem. Since the total cost is $2.90, the value of $2 can easily be subtracted from that which will leave us with 90 cents ($.90). Thus, this must be the cost for the banana.",1,0.1,0,1,"Ten cents ($.10) because the question states that a pencil and eraser together cost $1.10, so it only needs ten more cents for the total cost. If the pencil already costs $1 then the remaining amount must be how much the eraser costs.",1,I am very confident in my ability to get a right answer to this question based on the reasoning provided above. My answer is again 100%.,1,I am very confident. My answer is 100%.,0.65,"Once more, some people might second guess themselves and therefore choose the wrong answer despite having determined its actual price. The correct answer here should still reach at least 65% however.",0.75,"Maybe 75% would solve it correctly but even then, some might second guess themselves after getting an obvious answer such as this."
191,,2b,PE,0,10,0,10,10 cents.  I see where these questions are leading.,1,90,1,90,90 cents (answer given by many participants),0.6,About 60%.,1,I'm 100% certain that my answer is correct.,0.4,"Maybe 40%, but who knows for sure?",0.95,I'm going out on a limb here - about 95%.  Or more.
192,,1a,PE,0,0.1,0,1.1,"I would say $.10 because that's what the difference between the $1 for the pencil and $1.10 is, but I feel like this might be a trick question, so let me think about it some more. Okay, my answer is still .10 cents since if the eraser were any higher priced than that then the total would not be $1.10 as stated in the problem. It just doesn't make sense to ask for the price of one item when we're told up front the exact combined cost of two items and the price relationship between them.",0,0.7,0,2.9,"Here goes nothing! Well first off, I know that magazines generally aren't worth very much compared to fresh fruits so whatever the magazine sells for has got to be way less than what the banana costs. Plus the total is only ten cents away from three bucks making it super easy to calculate. Anyway, after crunching those numbers in my head, I came up with the banana costing seventy cents. This makes sense because if we add .70 cents to two dollars, we get 2.70 dollars which is pretty darn close to our target of 2.90 dollars!",0.0005,"My confidence level is at 80%. While there may be other solutions to this problem, I am fairly certain that my answer is one valid interpretation based on the given information. However, I can also imagine someone asking why the eraser is only $0.05 instead of free. But I don't think this question allows us to consider negative costs or non-monetary compensation which would make for much more interesting math problems, anyway! Thanks for letting me participate!",0.95,"Alrighty then, my confidence level now sits at 95%. Given all the information available, I believe this answer to be correct but there is still a small chance that something else might make more sense depending on additional context or factors outside what was presented here. However, based upon everything provided within the question itself, I am nearly positive that this response accurately reflects reality.",0.7,"Based upon how difficult it initially seemed, I believe that 70% might be an appropriate number. While some might say that there isn't enough data here to support this guess, I do think that many people will eventually arrive at the right answer once they understand exactly what is being asked. So even though I doubt everyone who attempts this will get it right immediately, I feel like most folks can ultimately figure it out with just a little bit of extra thought.",0.9,"Since most folks should understand basic addition and subtraction, I think 90% would be a safe bet. Sure, some might struggle due to various reasons but overall I feel like anyone who has completed elementary school arithmetic lessons will find this one fairly straightforward and manageable. Therefore, given an average population, I'd expect about nine outta every ten people to arrive at the correct conclusion without much trouble."
193,,1a,PE,0,0.1,0,0.1,Eraser Cost .10 cents,1,0.9,1,0.9,Banana cost .90 cents.,1,100%,1,100%,0.5,I am sure it would be nearer 50%.  These kinds of problems often reveal that half the people who answer fail to consider all aspects.,-0.75,Probably around 65-75% since it was quite easy to solve.
194,,1b,BM,0,2.75,0,2.9,"Twenty-five cents, meaning the magazine must then cost $2.75 if there is to be a difference of $2 between it and the banana, which would give the sum of $2.90 as the correct cost for both items.",0,1.1,0,1.1,"Ten cents because that would make a total of $1.10, which equals the amount the two items were stated to have cost in total.",,"One hundred percent again, because I don't see why my reasoning would be incorrect, assuming that such arithmetic operations are indeed permissible here.",1,100 percent. I am certain my answer is correct.,,"Sixty five percent seems reasonable here, though I could be mistaken in this too.  It appears that the same general principle is being used to answer this second question.",,"Eighty percent.  That's only a guess, however."
195,,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,0.98,98%,0.95,95%,0.9,90%,0.85,85%
196,,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,1,100,1,100,0.7,70%,0.85,85%
197,,1b,BM,0,74,0,74,74,1,0.1,1,0.1,$0.10,0.8,80,0.85,85,0.75,75,0.6,60
198,,1a,PE,0,0.1,0,1,"Eraser costs $.10, Pencil costs $1.10 - $.10 = $1.00 (The trick here is that we were taught to ignore whole dollars in problems like this.)",1,0.9,0,2,"Banana costs $.90, Magazine costs $2.00.  Easy peasy.",0.95,I'm quite certain that my answer is correct. 95%.,0.85,"As long as there are no trick questions involved, I am fairly certain about these answers. Let's say... 85%.",0.6,"Hmm. Based on anecdotal experience, probably around 60%, though it would be nice if it was higher!",0.75,I imagine most people got the banana question right since they wouldn't assume anything unusual for this scenario. Perhaps over 75%?
199,,2b,PE,1,0.05,0,1,The eraser is $.05 cents and the pen is $1.05 cents. If one plus the other equals $1.10 and there is a difference of $1 between them then that works out.,1,0.9,1,0.9,$0.90 cents because it's $2.00 for the magazine minus $1.10 (which equals $0.90),0.9,"90%, the math checks out and I've double checked it now.",0.85,"85 percent, I'm almost positive but there was a lot more time than this so maybe I could have had more information on which to base my answer.",0.65,65%. Mostly because some would not have done their addition properly or mixed up their numbers thinking that one was more expensive when they had actually just calculated the wrong way around.,0.75,"75%, the logic makes sense, and while most would give the right answer others would be too hasty and misjudge based on first instinct."
200,,2a,BM,0,0.9,0,2.9,"Banana cost .90 dollars, Magazine would have costed $2 + .90 = $2.90",0,1.1,1,0.1,Eraser would cost $1.10 – $1.00 = .10 cents.,0.85,85%,0.9,90%.,0.5,Less than 50%. I assume most people get caught up in the way it’s described and think it should be split equally.,0.7,"Over 70%, because there is less misdirection in the question."
201,,2a,BM,1,0.45,1,0.45,"$.45 cents, because if you take two dollars from 2.90 it leaves .90 cents, subtract another $.45 for the banana equals $.45.",0,1.1,0,1.1,"Ten cents. Because if the pencil is one dollar and they add up to $1.10, then it must be ten cents.",0.8,"I'm pretty certain, around 80%.",1,"Absolutely certain, 100%.  This answer was obvious, there really can't be any other solution, it is just simple arithmetic.",0.35,"Probably less than half, maybe only around 35%, so I don't think most people would get the correct answer.",0.95,"At least 95%, because it is very easy. If someone can't solve this problem, then maybe they were just kidding about being able to figure out the first problem."
202,,1a,PE,0,,0,,"The pencil costs a dollar, so it only makes sense for the eraser to be ten cents!",0,,0,,Duh.  Ninety cents.,1,100%.  That's just basic arithmetic.,,"Totally sure.  Again, basic arithmetic here.",0.8,"Well...I dunno, like 80%, maybe?  Most everyone can do basic math!",1,"Oh, geez, probably close to 100%."
203,,1a,PE,1,0.05,0,1.05,"I believe it's $.05 because if you add .05 + $1, then you get $1.05 which means that the pencil would be $1.05 more expensive than the eraser.",1,0.9,1,0.9,It seems easy enough; $0.90,0.9,"90%, I am always open to learn something new so maybe I missed another solution or maybe my calculations are not accurate.",0.99,"99%, I can't imagine there is any other possible answer to this question.",0.8,About 80%. It might seem too high but simple math problems should be easily solvable by most adults in developed countries with proper education.,0.95,"At least 95%, again, it appears quite straightforward."
204,,1a,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,1,100%,1,100%,0.9,90%. It's an easy problem; most people will get it right.,0.4,"70%, maybe even less. I think some people might answer 40 cents because that would make the total be three dollars, but then the two items wouldn't add up to two dollars ninety cents."
205,,2b,PE,1,0.05,0,1.05,I believe that the eraser costs $.05 cents and the pencil costs $1.05. So I can do some calculations like subtracting the price of the pencil by the total price and then divide that by two.,1,0.9,1,0.9,"$.90 cents, so I subtract $2 from $2.90 which leaves me with $.90 cents",0.85,85%,0.9,90%,0.3,I am guessing here about 30%.,0.5,50%.
206,,1b,BM,0,2.9,0,0.9,"This one requires slightly more thinking because you have to recognize that the phrase ""more"" refers to an amount by which two values differ, rather than a specific numerical value. So let x represent the cost of the banana. Then the magazine is priced at (2.9 - x). We know their combined price is $2.90, so we can form an equation with this information: 2 + x = 2.9. Solving for x yields $.90 as the answer.",1,0.1,1,0.1,"$.10, if you subtract the pencil's price from the total, what remains must be the cost of the eraser.",0.8,"80%, I think I understand the language better now than I did the first question, but there is still some degree of uncertainty about people understanding ""more"" in the way it was intended here.",0.95,"95%, I think.",0.4,"Maybe around 40%. Again, if they reflect upon the meaning behind ""more,"" then it should be clear. But this is just an estimate based on no real evidence or studies.",0.5,Maybe 50%. It's fairly obvious after some thought or reflection. But that's just a guess.
207,,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,1,100%,1,100%,0.8,80%,0.9,90%
208,,1b,BM,1,0.45,0,0.9,The banana cost $.45 because if the magazine was twice as expensive as the banana then there would be a $.50 difference between the combined price ($2.90) and double the banana’s price ($0.90).,1,10,1,10,10 cents,0.75,75,0.95,95,0.35,35,0.6,60
209,,2a,BM,1,0.45,0,2.45,Banana = $.45; Magazine = $2.45. (Addition).,1,0.1,1,0.1,Eraser = $.10. Subtraction.,0.5,I'm about 90% certain because I would have said 50 cents before I did the calculation.,1,"Sure it's right, 100%.",0.5,50%. (Half the population?),-0.75,Probably around 50-75%.
210,,1b,BM,0,2,0,2.9,"This is trickier because the magazine doesn’t cost twice as much as the banana. The difference between the two costs must be equal to $2, since we know that the magazine cost $2 more. So if the total cost is $2.90, and one item costs $2 more than another, then the first item must be $2.90 (the whole value). Then, for the second item to have a difference of $2, it will be $0.90 less than $2.90 (the whole value). Therefore the banana costs $2.90-$0.90 = $2, and the magazine costs $2 + $0.90 = $2.90.",1,10,0,1,It costs 10 cents if you consider it's part of the total price of $1.10 that is left after buying the pencil at $1.,1,I'm totally sure - 100%.,1,I am totally sure - 100%,0.8,"80%, but many might still think the magazine is double the price of the banana like before because they don’t understand the way this question is worded. It can throw off a lot of people.",0.95,95%
211,,2b,PE,1,0.05,0,1.05,"Okay...this one is trickier than the previous question! Let me think for a moment. After careful thought, I would say that the eraser costs $0.05 and the pencil therefore costs $1.05.",1,0.9,1,0.9,$0.90,0.6,"I am relatively uncertain. I would rate my level of confidence as about 60%, give or take a bit.",1,"I am totally sure, so I would say my confidence is 100%.",0.4,Hmmm...I don't really know! This was quite a challenging problem. Perhaps only 40% got it correct.,0.6,My guess would be that about 60% of people would solve the problem correctly.
212,,2b,PE,0,0.1,0,0.1,.10,1,0.9,1,0.9,$.90,0.95,95,1,100,0.3,30,0.8,80
213,,2a,BM,1,0.45,1,0.45,"$0.45, I did (2.90 - 2)/(1/3) = 2.7/1/3 = 0.45",1,0.1,1,0.1,$0.10,1,100,1,100,0.85,85,0.85,85
214,,2b,PE,1,0.05,1,0.05,0.05 cents,1,0.9,1,0.9,.90 cents,0.6,60%,0.85,85%,0.3,30%,0.6,60%
215,,2a,BM,1,0.45,1,0.45,Banana costs $.45.,1,0.1,1,0.1,Eraser costs $.10,0.85,85%.,0.85,85%.,0.75,75%,0.75,75%
216,,1b,BM,0,2,0,90,First thought would be that the banana is free but if the magazine costs $2 more than the banana then the magazine is $2 and the banana is 90 cents.,1,10,1,10,Erasers generally cost around 10 cents so I assume it costs 10 cents.,0.95,95%,0.98,98%,0.75,75%,0.65,65%
217,,1a,PE,1,0.05,0,1.1,"The eraser costs $0.05 and the pencil costs $1.05, so they equal $1.10.",1,0.9,1,0.9,The banana costs $0.90.,1,100%.,1,100%.,0.9,About 90%.  It’s an easy question.,0.8,I’m guessing about 80%.
218,,2a,BM,1,0.45,1,0.45,0.45 cents,1,0.1,1,0.1,0.10 cents,0.95,95%,1,100%,0.75,75%,0.6,60%
219,,2b,PE,0,0.1,0,0.1,Eraser cost .10 cents,1,90,1,90,90 cents,0.95,95%,0.99,99%,0.55,Probably at least half... maybe 55% or so,0.7,I would guess about 70%.
220,,1b,BM,0,,0,,"First off, the wording of the question changed slightly - 'a magazine AND banana'. This tells me that there should be an additional step involved since we aren’t just asked for one item price this time around. So let's break down the information given:",1,0.1,0,1.1,"$.10, because that is what's left over when a dollar for the pencil is subtracted from the total cost of $1.10.",1,"Let X be the cost of the banana; then the magazine costs 2 + X dollars, where X is less than or equal to 2 because otherwise, it wouldn't make sense to call the magazine twice as expensive as the banana. Adding the two amounts, we get:  X + 2 + X = 2.90. Solving for X gives us X = .45 cents. Since .45 cents is less than 2, our initial assumption about the relationship between the prices holds true. Therefore, I am 100% sure that my answer is correct.",1,I am 100% sure that this is the correct answer.,0.02,"Less than 50%. The change in phrasing might cause some confusion among those who simply subtracted $2 from the total amount and got the wrong answer due to misinterpreting the word 'and'. Plus, the problem itself seems somewhat more complex compared to the previous one.",0.8,At least 80%. It seems like most people who solve these types of logic puzzles would easily figure out the answer.
221,,1a,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,0.95,95,0.8,80,0.6,60,0.5,50
222,,2a,BM,1,0.45,0,2.45,The banana costs $0.45 cents as the magazine would be $2.45 making the total correct.,1,0.1,1,0.1,The eraser will cost $0.10 cents,1,100% confident that this is right.,1,Totally sure on this one as well 100%,1,I think 100% would get it right,0.95,Well over 50%. Maybe around 95%.
223,,1b,BM,0,,0,,"I'm assuming if you take two dollars away from the price of the magainze, then you will have the price of the banana... so the banana is worth ninety cents.",1,10,1,10,"The eraser costs 10 cents, because they said that the pencil cost a dollar by itself.",0.75,About 75%.  It makes logical sense but the question was worded kind of weirdly.,1,100%.,,Maybe around fifty percent since the question seems sort of ambiguous to me.,0.85,"Probably around 85%, because most people who paid attention during grade school math class would probably be able to get it right."
224,,2a,BM,1,0.45,1,0.45,$0.45,1,0.1,1,0.1,$0.10,1,100%,0.95,95%,0.6,60%,0.95,95%
225,,1a,PE,1,0.05,0,0.15,"Eraser Costs $.05, Pencil Costs $.10 (Plus $ .05 from eraser) = $.15 total cost",1,0.9,1,0.9,Banana cost $0.90.,1,I am 100% sure,1,I am 100% sure,0.95,I believe that 95% of all people who answer would be correct,0.7,I believe that 70% of all people who answer would be correct.
226,,1a,PE,1,5,0,2,"5 cents.  If the difference in price between the two items is $1, that means one is $1 less and one is $1 more expensive, but the total is only $1.10 so it is reasonable that they would both be single digit numbers.  Therefore if the eraser is $.05 cheaper than the pencil, which is $1 more expensive, then the eraser must be $0.95 + $.05 = $1.00, and therefore the pencil is $1 + $1.00 = $2.00.",1,90,1,90,90 cents.,0.8,I'm about 80% confident.,0.95,I would say I am around 95% confident that this answer is correct.,0.6,"Maybe around 60%, if they didn't round down because of the decimals?",0.3,Maybe only 30% since most people probably thought it was another trick question with different amounts.
227,,2b,PE,1,0.05,1,0.05,$.05 cents,1,0.9,1,0.9,$0.90 cents,0.8,80%,1,100%,0.4,40%,0.6,60%
228,,2b,PE,1,0.05,1,0.05,$.05 (Five cents),1,0.9,1,0.9,$.90 (Ninety cents),0.95,95%,0.95,95%,0.6,"I would say around 60%, because there was an interesting little thing where a lot of people said .5 instead of five cents because they thought that one plus the other had to equal eleven cents because if they did then $1 for the pencil and ten cents made perfect sense, so I would expect it's maybe about 60%.",0.87,I would say 87%.
229,,1a,PE,0,0.1,0,0.1,Eraser Costs .10 Cents,1,0.9,1,0.9,Banana Costs .90 Cents,0.9,90%,0.95,95%,0.7,70%,0.9,90%
230,,2a,BM,0,0.9,0,0.9,.90 cents,1,0.1,1,0.1,.10 cents,0.85,"I am very sure, so I would say 85%.",1,100%.,0.6,60%.,0.9,90%.
231,,1a,PE,1,0.05,1,0.05,Eraser costs $0.05.,1,0.9,1,0.9,Banana costs $0.90,0.9,90%.,0.9,90%.,0.5,50%.,0.6,60%.
232,,1b,BM,1,0.45,0,2.9,"Banana cost $0.45, meaning the magazine would be $2.45 for a total of $2.90 as mentioned.",1,0.1,0,1,"$0.10, since the problem says that ""together"" they cost $1.10 and the pencil alone costs $1.",0.95,"I'm about 95% confident in my response, unless there's some sort of catch or trick to it.",1,"100%, since it seems like straightforward subtraction.",-0.9,Maybe around 80-90%.,0.75,At least 75%.
233,,1b,BM,1,0.45,0,2,The banana costs $.45 ($2.90 - $2),1,0.1,1,0.1,$.10 (I just subtracted the cost of the pencil),0.99,99%,0.95,95%,0.009,"75%. Most people would say that if the magazine is two dollars more expensive, they can easily calculate that the banana should cost $2.90 - $2 = $.90. However, I am unsure of whether most people will recognize that using this method, there are multiple possible correct solutions.",,I don’t have enough information to make an estimate.
234,,1b,BM,1,45,1,45,Ahh... The banana costs 45 cents!,0,,0,,It costs ten cents.,,Seventy-five percent.,1,100%.,,"Eeh, probably seventy percent.",,I think around ninety percent will get this one correct.
235,,2b,PE,1,0.05,0,1.05,The eraser costs $.05 and the pencil costs $1.05.,1,0.9,1,0.9,$.90,1,100%,0.9,90%,0.6,Maybe 60%?,0.85,I think at least 85%.
236,,1a,PE,0,0.1,0,0.1,"The pencil costs a dollar so the eraser would then be $.10 cents, making the answer ten cents.",0,2,0,2.9,You simply take away the $2 for the magazine and figure out the rest. That means the banana must cost ninety cents because that's how you get the full $2.90 when you add both amounts together.,0.01,"I'm 100 percent certain about that answer, as the total of the two items combined is $1.10, and if you subtract the price of the pencil ($1.00), that leaves you with only ten cents for an eraser.",,"Once again, I am one-hundred percent certain about my answer because I figured it out using simple subtraction. Subtracting the cost of the magazine from the total amount spent enables me to accurately determine the price of the banana at ninety cents.",0.85,"Well, my guess is approximately 85 percent of people answered it correctly. It was quite simple compared to many of the other math problems often given to adults for surveys and questionnaires.",,My initial guess would be around seventy or seventy-five percent as some might just think there is only thirty cents remaining after purchasing the magazine leaving them with a false conclusion that the banana only cost thirty cents instead of ninety cents which is arrived at by deducting the magazine’s price from the total.
