Subject,Group,Age,Gender,StandardProblem,CBType,StandardAcc,StandardResp,ControlAcc,ControlResp,StandardRT,ControlRT,StandardConfidence,ControlConfidence,StandardOpinion,ControlOpinion,StandardRecall,ControlRecall,StandardMC,ControlMC,LogStandardRT,LogControlRT,LogRTdiff,Confdiff,Opindiff,temp
394,LLM_L2WVU70,18,Female,BM,1b,1,0.45,1,0.1,,,0.9,0.95,0.6,0.75,,,,,,,,-0.05,-0.15,0.4
395,LLM_L2WVU70,18,Female,BM,1b,0,90,1,10,,,0.95,0.95,0.8,0.9,,,,,,,,0,-0.1,0.5
396,LLM_L2WVU70,18,Female,BM,1b,1,45,1,10,,,0.6,0.95,0.8,0.95,,,,,,,,-0.35,-0.15,0.6
397,LLM_L2WVU70,18,Female,BM,1b,0,,0,,,,1,1,0.8,0.95,,,,,,,,0,-0.15,0.7
398,LLM_L2WVU70,18,Female,BM,1b,0,1.45,1,10,,,0.8,0.95,0.6,0.75,,,,,,,,-0.15,-0.15,0.8
399,LLM_L2WVU70,18,Female,BM,1b,1,0.45,1,0.1,,,0.8,1,0.6,0.95,,,,,,,,-0.2,-0.35,0.9
400,LLM_L2WVU70,18,Female,BM,1b,1,0.45,1,0.1,,,1,1,0.85,0.9,,,,,,,,0,-0.05,1
401,LLM_L2WVU70,18,Female,BM,1b,1,0.45,1,0.1,,,1,1,0.8,0.95,,,,,,,,0,-0.15,1.3
402,LLM_L2WVU70,18,Female,BM,1b,1,0.45,1,0.1,,,1,1,0.6,0.85,,,,,,,,0,-0.25,1.6
403,LLM_L2WVU70,18,Female,BM,1b,0,2,1,0.1,,,0.95,0.011,0.02,0.5,,,,,,,,0.939,-0.48,2.4
404,LLM_L2WVU70,18,Female,BM,1b,0,1.45,1,0.1,,,,0.7,0.029,,,,,,,,,,,3.2
405,LLM_L2WVU70,18,Male,BM,1b,0,90,1,10,,,0.95,0.95,0.8,0.75,,,,,,,,0,0.05,0.05
406,LLM_L2WVU70,18,Male,BM,1b,0,90,1,10,,,1,1,0.8,0.95,,,,,,,,0,-0.15,0.1
407,LLM_L2WVU70,18,Male,BM,1b,0,90,1,10,,,0.95,0.95,0.6,0.75,,,,,,,,0,-0.15,0.2
408,LLM_L2WVU70,18,Male,BM,1b,0,90,1,10,,,0.9,0.95,0.6,0.75,,,,,,,,-0.05,-0.15,0.3
409,LLM_L2WVU70,18,Male,BM,1b,1,0.45,1,0.1,,,1,1,0.8,0.95,,,,,,,,0,-0.15,0.4
410,LLM_L2WVU70,18,Male,BM,1b,1,0.45,1,0.1,,,0.85,0.95,0.6,0.7,,,,,,,,-0.1,-0.1,0.5
411,LLM_L2WVU70,18,Male,BM,1b,0,,0,,,,0.95,0.95,0.8,0.9,,,,,,,,0,-0.1,0.6
412,LLM_L2WVU70,18,Male,BM,1b,1,0.45,1,0.1,,,0.9,1,0.8,0.9,,,,,,,,-0.1,-0.1,0.7
413,LLM_L2WVU70,18,Male,BM,1b,1,0.45,0,,,,0.75,0.25,0.6,0.35,,,,,,,,0.5,0.25,0.8
414,LLM_L2WVU70,18,Male,BM,1b,1,0.45,1,0.1,,,0.75,0.9,0.8,0.95,,,,,,,,-0.15,-0.15,0.9
415,LLM_L2WVU70,18,Male,BM,1b,1,0.45,1,0.1,,,0.85,0.95,0.7,0.9,,,,,,,,-0.1,-0.2,1
416,LLM_L2WVU70,18,Male,BM,1b,0,90,1,10,,,0.95,1,0.9,0.75,,,,,,,,-0.05,0.15,1.3
417,LLM_L2WVU70,18,Male,BM,1b,1,45,1,0.1,,,0.9,0.99,0.65,0.95,,,,,,,,-0.09,-0.3,1.6
418,LLM_L2WVU70,18,Male,BM,1b,0,2,1,10,,,0.001,1,,0.9,,,,,,,,-0.999,,2.4
419,LLM_L2WVU70,18,Male,BM,1b,1,0.45,1,0.1,,,,,-0.45,,,,,,,,,,,3.2
420,LLM_L2WVU70,18,Female,BM,2a,1,0.45,1,0.1,,,1,1,0.75,0.8,,,,,,,,0,-0.05,0.05
421,LLM_L2WVU70,18,Female,BM,2a,1,0.45,1,0.1,,,1,1,0.75,0.8,,,,,,,,0,-0.05,0.1
422,LLM_L2WVU70,18,Female,BM,2a,1,0.45,1,0.1,,,1,1,0.75,0.9,,,,,,,,0,-0.15,0.2
423,LLM_L2WVU70,18,Female,BM,2a,1,0.45,1,0.1,,,0.75,0.9,0.5,0.8,,,,,,,,-0.15,-0.3,0.3
424,LLM_L2WVU70,18,Female,BM,2a,1,0.45,1,0.1,,,0.9,1,0.75,0.95,,,,,,,,-0.1,-0.2,0.4
425,LLM_L2WVU70,18,Female,BM,2a,1,0.45,1,0.1,,,1,1,0.9,0.8,,,,,,,,0,0.1,0.5
426,LLM_L2WVU70,18,Female,BM,2a,1,0.45,1,0.1,,,0.75,1,0.5,0.8,,,,,,,,-0.25,-0.3,0.6
427,LLM_L2WVU70,18,Female,BM,2a,1,0.45,1,0.1,,,1,1,0.6,0.85,,,,,,,,0,-0.25,0.7
428,LLM_L2WVU70,18,Female,BM,2a,1,0.45,1,0.1,,,0.6,0.7,0.3,0.9,,,,,,,,-0.1,-0.6,0.8
429,LLM_L2WVU70,18,Female,BM,2a,1,0.45,1,0.1,,,1,1,0.7,0.95,,,,,,,,0,-0.25,0.9
430,LLM_L2WVU70,18,Female,BM,2a,1,0.45,1,0.1,,,1,1,0.3,0.6,,,,,,,,0,-0.3,1
431,LLM_L2WVU70,18,Female,BM,2a,1,0.45,1,0.1,,,0.8,1,0.3,0.85,,,,,,,,-0.2,-0.55,1.3
432,LLM_L2WVU70,18,Female,BM,2a,0,0.9,1,0.1,,,1,1,0.75,0.6,,,,,,,,0,0.15,1.6
433,LLM_L2WVU70,18,Female,BM,2a,0,0.9,1,0.1,,,1,1,0.95,0.45,,,,,,,,0,0.5,2.4
434,LLM_L2WVU70,18,Female,BM,2a,1,0.45,0,80,,,1,0.8,0.67,0.33,,,,,,,,0.2,0.34,3.2
435,LLM_L2WVU70,18,Male,BM,2a,1,0.45,1,0.1,,,1,1,0.75,0.8,,,,,,,,0,-0.05,0.05
436,LLM_L2WVU70,18,Male,BM,2a,1,0.45,1,0.1,,,1,1,0.75,0.8,,,,,,,,0,-0.05,0.1
437,LLM_L2WVU70,18,Male,BM,2a,1,0.45,1,0.1,,,1,1,0.75,0.9,,,,,,,,0,-0.15,0.2
438,LLM_L2WVU70,18,Male,BM,2a,1,0.45,1,0.1,,,1,1,0.5,0.75,,,,,,,,0,-0.25,0.3
439,LLM_L2WVU70,18,Male,BM,2a,1,0.45,1,0.1,,,1,1,0.5,0.8,,,,,,,,0,-0.3,0.4
440,LLM_L2WVU70,18,Male,BM,2a,1,0.45,1,0.1,,,1,1,0.75,0.99,,,,,,,,0,-0.24,0.5
441,LLM_L2WVU70,18,Male,BM,2a,1,0.45,1,0.1,,,0.95,0.85,0.6,0.75,,,,,,,,0.1,-0.15,0.6
442,LLM_L2WVU70,18,Male,BM,2a,1,0.45,1,0.1,,,1,1,0.5,0.8,,,,,,,,0,-0.3,0.7
443,LLM_L2WVU70,18,Male,BM,2a,0,0.9,1,0.1,,,0.9,1,0.7,0.85,,,,,,,,-0.1,-0.15,0.8
444,LLM_L2WVU70,18,Male,BM,2a,1,0.45,1,0.1,,,0.75,1,0.35,0.8,,,,,,,,-0.25,-0.45,0.9
445,LLM_L2WVU70,18,Male,BM,2a,1,0.45,1,0.1,,,0.63,1,0.5,0.9,,,,,,,,-0.37,-0.4,1
446,LLM_L2WVU70,18,Male,BM,2a,1,0.45,1,0.1,,,0.95,1,0.6,0.85,,,,,,,,-0.05,-0.25,1.3
447,LLM_L2WVU70,18,Male,BM,2a,1,0.45,1,0.1,,,0.95,1,0.75,0.85,,,,,,,,-0.05,-0.1,1.6
448,LLM_L2WVU70,18,Male,BM,2a,1,0.45,1,0.1,,,,,0.5,1,,,,,,,,,-0.5,2.4
449,LLM_L2WVU70,18,Male,BM,2a,0,60,1,10,,,0.5,0.75,0.85,0.95,,,,,,,,-0.25,-0.1,3.2
450,LLM_L2WVU70,18,Female,PE,2b,1,0.05,1,0.9,,,1,1,0.6,0.75,,,,,,,,0,-0.15,0.05
451,LLM_L2WVU70,18,Female,PE,2b,1,0.05,1,0.9,,,1,1,0.6,0.75,,,,,,,,0,-0.15,0.1
452,LLM_L2WVU70,18,Female,PE,2b,1,0.05,1,0.9,,,1,1,0.6,0.75,,,,,,,,0,-0.15,0.2
453,LLM_L2WVU70,18,Female,PE,2b,1,0.05,1,0.9,,,1,1,0.5,0.75,,,,,,,,0,-0.25,0.3
454,LLM_L2WVU70,18,Female,PE,2b,1,0.05,1,0.9,,,1,1,0.75,0.5,,,,,,,,0,0.25,0.4
455,LLM_L2WVU70,18,Female,PE,2b,0,10,1,90,,,1,1,0.75,0.5,,,,,,,,0,0.25,0.5
456,LLM_L2WVU70,18,Female,PE,2b,1,0.05,1,0.9,,,1,1,0.75,0.75,,,,,,,,0,0,0.6
457,LLM_L2WVU70,18,Female,PE,2b,1,0.05,1,0.9,,,0.0105,0.009,0.6,0.8,,,,,,,,0.0015,-0.2,0.7
458,LLM_L2WVU70,18,Female,PE,2b,1,0.05,1,0.9,,,,1,,0.5,,,,,,,,,,0.8
459,LLM_L2WVU70,18,Female,PE,2b,1,0.05,1,0.9,,,1,1,0.5,0.65,,,,,,,,0,-0.15,0.9
460,LLM_L2WVU70,18,Female,PE,2b,1,0.05,1,0.9,,,0.9,0.9,0.4,0.5,,,,,,,,0,-0.1,1
461,LLM_L2WVU70,18,Female,PE,2b,1,5,1,90,,,0.7,1,0.3,0.5,,,,,,,,-0.3,-0.2,1.3
462,LLM_L2WVU70,18,Female,PE,2b,1,0.05,1,0.9,,,0.75,1,0.4,0.8,,,,,,,,-0.25,-0.4,1.6
463,LLM_L2WVU70,18,Female,PE,2b,0,0.1,1,0.9,,,0.9,1,0.002,0.75,,,,,,,,-0.1,-0.748,2.4
464,LLM_L2WVU70,18,Female,PE,2b,1,0.05,1,0.9,,,0.9,0.9,0.4,0.8,,,,,,,,0,-0.4,3.2
465,LLM_L2WVU70,18,Male,PE,2b,1,0.05,1,0.9,,,1,1,0.6,0.75,,,,,,,,0,-0.15,0.05
466,LLM_L2WVU70,18,Male,PE,2b,1,0.05,1,0.9,,,1,1,0.8,0.75,,,,,,,,0,0.05,0.1
467,LLM_L2WVU70,18,Male,PE,2b,1,0.05,1,0.9,,,1,1,0.6,0.75,,,,,,,,0,-0.15,0.2
468,LLM_L2WVU70,18,Male,PE,2b,1,0.05,1,0.9,,,1,1,0.8,0.95,,,,,,,,0,-0.15,0.3
469,LLM_L2WVU70,18,Male,PE,2b,1,0.05,1,0.9,,,1,1,0.5,0.5,,,,,,,,0,0,0.4
470,LLM_L2WVU70,18,Male,PE,2b,1,0.05,1,0.9,,,1,1,0.8,0.9,,,,,,,,0,-0.1,0.5
471,LLM_L2WVU70,18,Male,PE,2b,1,0.05,1,0.9,,,1,1,0.85,0.75,,,,,,,,0,0.1,0.6
472,LLM_L2WVU70,18,Male,PE,2b,1,0.05,1,0.9,,,1,1,0.75,0.75,,,,,,,,0,0,0.7
473,LLM_L2WVU70,18,Male,PE,2b,1,0.05,1,0.9,,,0.75,1,0.65,0.95,,,,,,,,-0.25,-0.3,0.8
474,LLM_L2WVU70,18,Male,PE,2b,0,0.1,1,0.9,,,1,1,0.65,0.75,,,,,,,,0,-0.1,0.9
475,LLM_L2WVU70,18,Male,PE,2b,1,0.05,1,0.9,,,0.75,1,0.8,0.6,,,,,,,,-0.25,0.2,1
476,LLM_L2WVU70,18,Male,PE,2b,1,0.05,1,0.9,,,0.7,1,0.3,0.5,,,,,,,,-0.3,-0.2,1.3
477,LLM_L2WVU70,18,Male,PE,2b,1,0.05,1,0.9,,,1,0.85,0.98,0.65,,,,,,,,0.15,0.33,1.6
478,LLM_L2WVU70,18,Male,PE,2b,0,1,1,0.9,,,0.75,,0.4,0.65,,,,,,,,,-0.25,2.4
479,LLM_L2WVU70,18,Male,PE,2b,0,10,1,0.9,,,0.9,0.9,0.65,0.75,,,,,,,,0,-0.1,3.2
480,LLM_L2WVU70,18,Female,PE,1a,1,0.05,1,0.9,,,0.9,1,0.7,0.8,,,,,,,,-0.1,-0.1,0.05
481,LLM_L2WVU70,18,Female,PE,1a,1,0.05,1,0.9,,,0.9,1,0.7,0.8,,,,,,,,-0.1,-0.1,0.1
482,LLM_L2WVU70,18,Female,PE,1a,1,0.05,1,0.9,,,0.9,1,0.75,0.8,,,,,,,,-0.1,-0.05,0.2
483,LLM_L2WVU70,18,Female,PE,1a,1,0.05,1,0.9,,,0.9,1,0.2,0.8,,,,,,,,-0.1,-0.6,0.3
484,LLM_L2WVU70,18,Female,PE,1a,1,0.05,1,0.9,,,0.9,0.009,0.6,0.8,,,,,,,,0.891,-0.2,0.4
485,LLM_L2WVU70,18,Female,PE,1a,1,0.05,1,0.9,,,0.9,1,0.5,0.7,,,,,,,,-0.1,-0.2,0.5
486,LLM_L2WVU70,18,Female,PE,1a,1,0.05,1,0.9,,,0.99,1,0.7,0.85,,,,,,,,-0.01,-0.15,0.6
487,LLM_L2WVU70,18,Female,PE,1a,1,0.05,1,0.9,,,1,1,0.75,0.98,,,,,,,,0,-0.23,0.7
488,LLM_L2WVU70,18,Female,PE,1a,0,0.1,1,0.9,,,0.9,1,0.75,0.98,,,,,,,,-0.1,-0.23,0.8
489,LLM_L2WVU70,18,Female,PE,1a,1,0.05,1,0.9,,,0.9,1,0.7,0.8,,,,,,,,-0.1,-0.1,0.9
490,LLM_L2WVU70,18,Female,PE,1a,1,0.05,0,2.9,,,0.9,0.95,0.75,0.85,,,,,,,,-0.05,-0.1,1
491,LLM_L2WVU70,18,Female,PE,1a,0,10,1,90,,,0.95,1,0.5,0.7,,,,,,,,-0.05,-0.2,1.3
492,LLM_L2WVU70,18,Female,PE,1a,1,0.05,1,0.9,,,1,0.04,-0.75,1,,,,,,,,0.96,-1.75,1.6
493,LLM_L2WVU70,18,Female,PE,1a,0,1,0,1,,,0.5,0.78,0.45,0.58,,,,,,,,-0.28,-0.13,2.4
494,LLM_L2WVU70,18,Female,PE,1a,0,10,0,5,,,0.96,0.96,0.47,0.38,,,,,,,,0,0.09,3.2
495,LLM_L2WVU70,18,Male,PE,1a,1,0.05,1,0.9,,,0.9,1,0.7,0.8,,,,,,,,-0.1,-0.1,0.05
496,LLM_L2WVU70,18,Male,PE,1a,1,0.05,1,0.9,,,0.9,1,0.7,0.8,,,,,,,,-0.1,-0.1,0.1
497,LLM_L2WVU70,18,Male,PE,1a,1,0.05,1,0.9,,,0.9,0.95,0.7,0.8,,,,,,,,-0.05,-0.1,0.2
498,LLM_L2WVU70,18,Male,PE,1a,1,0.05,1,0.9,,,0.9,1,0.75,0.9,,,,,,,,-0.1,-0.15,0.3
499,LLM_L2WVU70,18,Male,PE,1a,1,0.05,1,0.9,,,0.95,1,0.65,0.85,,,,,,,,-0.05,-0.2,0.4
500,LLM_L2WVU70,18,Male,PE,1a,1,0.05,1,0.9,,,0.9,1,0.2,0.8,,,,,,,,-0.1,-0.6,0.5
501,LLM_L2WVU70,18,Male,PE,1a,0,0.1,1,0.9,,,1,1,0.75,0.85,,,,,,,,0,-0.1,0.6
502,LLM_L2WVU70,18,Male,PE,1a,1,0.05,1,0.9,,,0.95,1,0.7,0.8,,,,,,,,-0.05,-0.1,0.7
503,LLM_L2WVU70,18,Male,PE,1a,1,0.05,1,0.9,,,1,1,0.6,0.7,,,,,,,,0,-0.1,0.8
504,LLM_L2WVU70,18,Male,PE,1a,1,0.05,1,0.9,,,0.9,0.8,0.9,0.7,,,,,,,,0.1,0.2,0.9
505,LLM_L2WVU70,18,Male,PE,1a,0,0.1,1,0.9,,,0.95,1,0.6,0.85,,,,,,,,-0.05,-0.25,1
506,LLM_L2WVU70,18,Male,PE,1a,1,0.05,1,0.9,,,0.9,1,0.4,0.8,,,,,,,,-0.1,-0.4,1.3
507,LLM_L2WVU70,18,Male,PE,1a,0,1,1,0.9,,,1,0.75,0.5,0.4,,,,,,,,0.25,0.1,1.6
508,LLM_L2WVU70,18,Male,PE,1a,0,0.1,1,0.9,,,0.75,0.95,0.15,0.4,,,,,,,,-0.2,-0.25,2.4
509,LLM_L2WVU70,18,Male,PE,1a,0,1.1,0,2,,,1,,,,,,,,,,,,,3.2
510,LLM_L2WVU70,18,Female,BM,1b,1,0.45,1,0.1,,,1,1,0.8,0.95,,,,,,,,0,-0.15,0.05
511,LLM_L2WVU70,18,Female,BM,1b,1,0.45,1,0.1,,,0.75,1,0.6,0.95,,,,,,,,-0.25,-0.35,0.1
512,LLM_L2WVU70,18,Female,BM,1b,1,0.45,1,0.1,,,1,1,0.85,0.95,,,,,,,,0,-0.1,0.2
513,LLM_L2WVU70,18,Female,BM,1b,1,0.45,1,0.1,,,1,1,0.7,0.95,,,,,,,,0,-0.25,0.3
514,LLM_L2WVU70,18,Female,BM,1b,1,0.45,1,0.1,,,1,1,0.75,0.95,,,,,,,,0,-0.2,0.4
515,LLM_L2WVU70,18,Female,BM,1b,1,0.45,1,0.1,,,1,1,0.8,0.95,,,,,,,,0,-0.15,0.5
516,LLM_L2WVU70,18,Female,BM,1b,1,0.45,1,0.1,,,0.95,0.95,0.7,0.6,,,,,,,,0,0.1,0.6
517,LLM_L2WVU70,18,Female,BM,1b,1,0.45,1,0.1,,,1,0.95,0.8,0.95,,,,,,,,0.05,-0.15,0.7
518,LLM_L2WVU70,18,Female,BM,1b,1,0.45,1,0.1,,,0.8,1,0.33,0.99,,,,,,,,-0.2,-0.66,0.8
519,LLM_L2WVU70,18,Female,BM,1b,0,1,1,10,,,1,1,0.85,0.9,,,,,,,,0,-0.05,0.9
520,LLM_L2WVU70,18,Female,BM,1b,0,,0,,,,0.9,0.95,0.8,0.7,,,,,,,,-0.05,0.1,1
521,LLM_L2WVU70,18,Female,BM,1b,0,0.9,1,0.1,,,0.95,0.95,0.85,0.75,,,,,,,,0,0.1,1.3
522,LLM_L2WVU70,18,Female,BM,1b,1,0.45,1,10,,,0.98,0.95,0.6,0.8,,,,,,,,0.03,-0.2,1.6
523,LLM_L2WVU70,18,Female,BM,1b,0,0.9,1,0.1,,,,0.001,0.8,0.95,,,,,,,,,-0.15,2.4
524,LLM_L2WVU70,18,Female,BM,1b,0,,0,,,,0.97,0.95,0.48,0.63,,,,,,,,0.02,-0.15,3.2
525,LLM_L2WVU70,18,Male,BM,1b,0,90,1,10,,,0.95,0.95,0.8,0.75,,,,,,,,0,0.05,0.05
526,LLM_L2WVU70,18,Male,BM,1b,0,90,1,10,,,0.9,0.95,0.6,0.75,,,,,,,,-0.05,-0.15,0.1
527,LLM_L2WVU70,18,Male,BM,1b,0,30,1,10,,,0.9,0.95,0.6,0.75,,,,,,,,-0.05,-0.15,0.2
528,LLM_L2WVU70,18,Male,BM,1b,0,10,1,10,,,1,1,0.95,0.95,,,,,,,,0,0,0.3
529,LLM_L2WVU70,18,Male,BM,1b,1,45,1,10,,,0.95,1,0.75,0.9,,,,,,,,-0.05,-0.15,0.4
530,LLM_L2WVU70,18,Male,BM,1b,1,0.45,1,0.1,,,0.7,1,0.6,0.95,,,,,,,,-0.3,-0.35,0.5
531,LLM_L2WVU70,18,Male,BM,1b,1,0.45,1,0.1,,,0.95,0.9,0.65,0.75,,,,,,,,0.05,-0.1,0.6
532,LLM_L2WVU70,18,Male,BM,1b,1,0.45,1,0.1,,,1,1,0.85,0.95,,,,,,,,0,-0.1,0.7
533,LLM_L2WVU70,18,Male,BM,1b,1,0.45,1,0.1,,,0.7,0.95,0.65,0.95,,,,,,,,-0.25,-0.3,0.8
534,LLM_L2WVU70,18,Male,BM,1b,1,0.45,1,0.1,,,0.7,0.95,0.6,0.8,,,,,,,,-0.25,-0.2,0.9
535,LLM_L2WVU70,18,Male,BM,1b,1,0.45,1,0.1,,,0.7,1,0.6,0.9,,,,,,,,-0.3,-0.3,1
536,LLM_L2WVU70,18,Male,BM,1b,0,2,1,10,,,0.95,0.9,0.6,0.85,,,,,,,,0.05,-0.25,1.3
537,LLM_L2WVU70,18,Male,BM,1b,1,45,1,10,,,0.7,1,0.02,0.95,,,,,,,,-0.3,-0.93,1.6
538,LLM_L2WVU70,18,Male,BM,1b,1,0.45,1,0.1,,,0.95,1,0.65,0.95,,,,,,,,-0.05,-0.3,2.4
539,LLM_L2WVU70,18,Male,BM,1b,1,0.45,1,0.1,,,0.99,1,-0.6,0.5,,,,,,,,-0.01,-1.1,3.2
540,LLM_L2WVU70,18,Female,BM,2a,1,0.45,1,0.1,,,1,1,0.75,0.8,,,,,,,,0,-0.05,0.05
541,LLM_L2WVU70,18,Female,BM,2a,1,0.45,1,0.1,,,1,1,0.75,0.85,,,,,,,,0,-0.1,0.1
542,LLM_L2WVU70,18,Female,BM,2a,1,0.45,1,0.1,,,1,1,0.75,0.8,,,,,,,,0,-0.05,0.2
543,LLM_L2WVU70,18,Female,BM,2a,1,0.45,1,0.1,,,0.9,0.95,0.7,0.8,,,,,,,,-0.05,-0.1,0.3
544,LLM_L2WVU70,18,Female,BM,2a,1,0.45,1,0.1,,,0.9,0.95,0.7,0.85,,,,,,,,-0.05,-0.15,0.4
545,LLM_L2WVU70,18,Female,BM,2a,1,0.45,1,0.1,,,1,1,0.7,0.85,,,,,,,,0,-0.15,0.5
546,LLM_L2WVU70,18,Female,BM,2a,1,0.45,1,0.1,,,0.75,0.95,0.6,0.85,,,,,,,,-0.2,-0.25,0.6
547,LLM_L2WVU70,18,Female,BM,2a,1,0.45,1,0.1,,,1,1,0.75,0.85,,,,,,,,0,-0.1,0.7
548,LLM_L2WVU70,18,Female,BM,2a,1,0.45,1,0.1,,,0.99,1,0.95,0.98,,,,,,,,-0.01,-0.03,0.8
549,LLM_L2WVU70,18,Female,BM,2a,1,0.45,1,0.1,,,0.5,0.95,0.5,0.8,,,,,,,,-0.45,-0.3,0.9
550,LLM_L2WVU70,18,Female,BM,2a,1,0.45,1,0.1,,,1,1,0.7,0.6,,,,,,,,0,0.1,1
551,LLM_L2WVU70,18,Female,BM,2a,1,0.45,1,0.1,,,1,1,0.6,0.8,,,,,,,,0,-0.2,1.3
552,LLM_L2WVU70,18,Female,BM,2a,1,0.45,1,0.1,,,1,0.05,1,0.75,,,,,,,,0.95,0.25,1.6
553,LLM_L2WVU70,18,Female,BM,2a,0,10,1,10,,,0.8,0.9,0.5,0.65,,,,,,,,-0.1,-0.15,2.4
554,LLM_L2WVU70,18,Female,BM,2a,0,25,0,,,,0.85,0.9,0.5,0.75,,,,,,,,-0.05,-0.25,3.2
555,LLM_L2WVU70,18,Male,BM,2a,1,0.45,1,0.1,,,1,1,0.75,0.85,,,,,,,,0,-0.1,0.05
556,LLM_L2WVU70,18,Male,BM,2a,1,0.45,1,0.1,,,1,1,0.75,0.8,,,,,,,,0,-0.05,0.1
557,LLM_L2WVU70,18,Male,BM,2a,1,0.45,1,0.1,,,1,1,0.75,0.8,,,,,,,,0,-0.05,0.2
558,LLM_L2WVU70,18,Male,BM,2a,1,0.45,1,0.1,,,1,1,0.75,0.8,,,,,,,,0,-0.05,0.3
559,LLM_L2WVU70,18,Male,BM,2a,1,0.45,1,0.1,,,1,1,0.5,0.75,,,,,,,,0,-0.25,0.4
560,LLM_L2WVU70,18,Male,BM,2a,1,0.45,1,0.1,,,1,1,0.75,0.99,,,,,,,,0,-0.24,0.5
561,LLM_L2WVU70,18,Male,BM,2a,1,0.45,1,0.1,,,1,1,0.9,0.8,,,,,,,,0,0.1,0.6
562,LLM_L2WVU70,18,Male,BM,2a,1,0.45,1,0.1,,,0.9,1,0.75,0.85,,,,,,,,-0.1,-0.1,0.7
563,LLM_L2WVU70,18,Male,BM,2a,1,0.45,1,0.1,,,0.75,1,0.3,0.8,,,,,,,,-0.25,-0.5,0.8
564,LLM_L2WVU70,18,Male,BM,2a,1,45,1,10,,,1,1,0.75,0.9,,,,,,,,0,-0.15,0.9
565,LLM_L2WVU70,18,Male,BM,2a,1,0.45,1,0.1,,,1,1,0.75,0.95,,,,,,,,0,-0.2,1
566,LLM_L2WVU70,18,Male,BM,2a,0,50,1,10,,,0.9,1,0.75,0.9,,,,,,,,-0.1,-0.15,1.3
567,LLM_L2WVU70,18,Male,BM,2a,0,0.9,1,10,,,1,,0.5,0.9,,,,,,,,,-0.4,1.6
568,LLM_L2WVU70,18,Male,BM,2a,0,0.5,1,0.1,,,0.4,0.95,0.3,0.8,,,,,,,,-0.55,-0.5,2.4
569,LLM_L2WVU70,18,Male,BM,2a,0,0.9,1,10,,,1,1,0.7,0.85,,,,,,,,0,-0.15,3.2
570,LLM_L2WVU70,18,Female,PE,2b,1,0.05,1,0.9,,,1,1,0.6,0.75,,,,,,,,0,-0.15,0.05
571,LLM_L2WVU70,18,Female,PE,2b,1,0.05,1,0.9,,,1,1,0.6,0.75,,,,,,,,0,-0.15,0.1
572,LLM_L2WVU70,18,Female,PE,2b,1,0.05,1,0.9,,,1,1,0.6,0.75,,,,,,,,0,-0.15,0.2
573,LLM_L2WVU70,18,Female,PE,2b,1,0.05,1,0.9,,,1,1,0.65,0.75,,,,,,,,0,-0.1,0.3
574,LLM_L2WVU70,18,Female,PE,2b,1,0.05,1,0.9,,,1,1,0.8,0.75,,,,,,,,0,0.05,0.4
575,LLM_L2WVU70,18,Female,PE,2b,1,0.05,1,0.9,,,0.6,1,0.3,0.5,,,,,,,,-0.4,-0.2,0.5
576,LLM_L2WVU70,18,Female,PE,2b,1,0.05,1,0.9,,,1,1,0.9,0.95,,,,,,,,0,-0.05,0.6
577,LLM_L2WVU70,18,Female,PE,2b,1,0.05,1,0.9,,,0.7,1,0.9,1,,,,,,,,-0.3,-0.1,0.7
578,LLM_L2WVU70,18,Female,PE,2b,1,0.05,1,0.9,,,1,1,,,,,,,,,,0,,0.8
579,LLM_L2WVU70,18,Female,PE,2b,1,0.05,1,0.9,,,0.99,0.9,0.8,0.5,,,,,,,,0.09,0.3,0.9
580,LLM_L2WVU70,18,Female,PE,2b,1,0.05,1,0.9,,,1,1,0.75,0.85,,,,,,,,0,-0.1,1
581,LLM_L2WVU70,18,Female,PE,2b,0,1.1,1,0.9,,,0.6,1,-0.3,0.5,,,,,,,,-0.4,-0.8,1.3
582,LLM_L2WVU70,18,Female,PE,2b,1,0.05,1,0.9,,,0.5,0.75,0.45,0.65,,,,,,,,-0.25,-0.2,1.6
583,LLM_L2WVU70,18,Female,PE,2b,1,5,1,0.9,,,0.85,0.6,-0.7,0.009,,,,,,,,0.25,-0.709,2.4
584,LLM_L2WVU70,18,Female,PE,2b,1,0.05,1,0.9,,,1,1,0.35,0.95,,,,,,,,0,-0.6,3.2
585,LLM_L2WVU70,18,Male,PE,2b,1,0.05,1,0.9,,,1,1,0.8,0.75,,,,,,,,0,0.05,0.05
586,LLM_L2WVU70,18,Male,PE,2b,1,0.05,1,0.9,,,1,1,0.6,0.75,,,,,,,,0,-0.15,0.1
587,LLM_L2WVU70,18,Male,PE,2b,1,0.05,1,0.9,,,1,1,0.75,0.5,,,,,,,,0,0.25,0.2
588,LLM_L2WVU70,18,Male,PE,2b,1,5,1,90,,,1,1,0.85,0.75,,,,,,,,0,0.1,0.3
589,LLM_L2WVU70,18,Male,PE,2b,1,0.05,1,0.9,,,1,1,0.6,0.75,,,,,,,,0,-0.15,0.4
590,LLM_L2WVU70,18,Male,PE,2b,0,0.1,1,0.9,,,1,1,0.75,0.95,,,,,,,,0,-0.2,0.5
591,LLM_L2WVU70,18,Male,PE,2b,1,0.05,1,0.9,,,1,1,0.25,0.75,,,,,,,,0,-0.5,0.6
592,LLM_L2WVU70,18,Male,PE,2b,1,5,1,90,,,1,1,0.6,0.5,,,,,,,,0,0.1,0.7
